date,treat,temp,pco2,value,param
10/20/2015,447_28,28,447,306.7,mpco2
10/20/2015,405_31,31,405,316.9,mpco2
10/20/2015,405_31,31,405,316.8,mpco2
10/20/2015,405_31,31,405,305.3,mpco2
10/20/2015,673_28,28,673,660.2,mpco2
10/20/2015,673_28,28,673,634,mpco2
10/20/2015,673_28,28,673,652.5,mpco2
10/20/2015,701_31,31,701,630.4,mpco2
10/20/2015,701_31,31,701,708.2,mpco2
10/20/2015,701_31,31,701,630,mpco2
11/30/2015,288_28,28,288,294.8,mpco2
11/30/2015,288_28,28,288,292.2,mpco2
11/30/2015,288_28,28,288,300.8,mpco2
11/30/2015,311_31,31,311,229.6,mpco2
11/30/2015,311_31,31,311,222.8,mpco2
11/30/2015,311_31,31,311,236.5,mpco2
11/30/2015,3285_28,28,3285,3642.2,mpco2
11/30/2015,3285_28,28,3285,3642.8,mpco2
11/30/2015,3285_28,28,3285,3813.8,mpco2
11/30/2015,3309_31,31,3309,2889.3,mpco2
11/30/2015,3309_31,31,3309,2969.8,mpco2
11/30/2015,3309_31,31,3309,3025.1,mpco2
11/30/2015,447_28,28,447,393.6,mpco2
11/30/2015,447_28,28,447,372.8,mpco2
11/30/2015,447_28,28,447,382.8,mpco2
11/30/2015,405_31,31,405,435.7,mpco2
11/30/2015,405_31,31,405,418.1,mpco2
11/30/2015,405_31,31,405,440.6,mpco2
11/30/2015,673_28,28,673,738,mpco2
11/30/2015,673_28,28,673,808.4,mpco2
11/30/2015,673_28,28,673,759.8,mpco2
11/30/2015,701_31,31,701,668.8,mpco2
11/30/2015,701_31,31,701,689.6,mpco2
11/30/2015,701_31,31,701,745.1,mpco2
10/30/2015,288_28,28,288,259.3,mpco2
10/30/2015,288_28,28,288,263,mpco2
10/30/2015,288_28,28,288,258.2,mpco2
10/30/2015,311_31,31,311,416.4,mpco2
10/30/2015,311_31,31,311,380.4,mpco2
10/30/2015,311_31,31,311,414.9,mpco2
10/30/2015,3285_28,28,3285,3223.5,mpco2
10/30/2015,3285_28,28,3285,2523.3,mpco2
10/30/2015,3285_28,28,3285,3268,mpco2
10/30/2015,3309_31,31,3309,3052.3,mpco2
10/30/2015,3309_31,31,3309,3180.3,mpco2
10/30/2015,3309_31,31,3309,3972.6,mpco2
10/30/2015,447_28,28,447,411.9,mpco2
10/30/2015,447_28,28,447,417.2,mpco2
10/30/2015,447_28,28,447,408.4,mpco2
10/30/2015,405_31,31,405,306.7,mpco2
10/30/2015,405_31,31,405,321.7,mpco2
10/30/2015,405_31,31,405,307.1,mpco2
10/30/2015,673_28,28,673,688.6,mpco2
10/30/2015,673_28,28,673,684.7,mpco2
10/30/2015,673_28,28,673,716.3,mpco2
10/30/2015,701_31,31,701,702.2,mpco2
10/30/2015,701_31,31,701,705.2,mpco2
10/30/2015,701_31,31,701,735.5,mpco2
9/30/2015,288_28,28,288,177.2,mpco2
9/30/2015,288_28,28,288,164.8,mpco2
9/30/2015,288_28,28,288,218.3,mpco2
9/30/2015,311_31,31,311,221.4,mpco2
9/30/2015,311_31,31,311,215.6,mpco2
9/30/2015,311_31,31,311,225.6,mpco2
9/30/2015,3285_28,28,3285,3290.2,mpco2
9/30/2015,3285_28,28,3285,4299.3,mpco2
9/30/2015,3285_28,28,3285,3455.1,mpco2
9/30/2015,3309_31,31,3309,4435.8,mpco2
9/30/2015,3309_31,31,3309,4373.7,mpco2
9/30/2015,3309_31,31,3309,4438.4,mpco2
9/30/2015,447_28,28,447,255,mpco2
9/30/2015,447_28,28,447,252.5,mpco2
9/30/2015,447_28,28,447,260.8,mpco2
9/30/2015,405_31,31,405,397.9,mpco2
9/30/2015,405_31,31,405,385.5,mpco2
9/30/2015,405_31,31,405,397.2,mpco2
9/30/2015,673_28,28,673,575.5,mpco2
9/30/2015,673_28,28,673,633.1,mpco2
9/30/2015,673_28,28,673,595,mpco2
9/30/2015,701_31,31,701,815.3,mpco2
9/30/2015,701_31,31,701,836.2,mpco2
9/30/2015,701_31,31,701,878.7,mpco2
10/9/2015,288_28,28,288,27.9,mtemp
10/9/2015,288_28,28,288,27.8,mtemp
10/9/2015,288_28,28,288,27.8,mtemp
10/9/2015,311_31,31,311,30.5,mtemp
10/9/2015,311_31,31,311,30.5,mtemp
10/9/2015,311_31,31,311,30.4,mtemp
10/9/2015,3285_28,28,3285,28.2,mtemp
10/9/2015,3285_28,28,3285,28.3,mtemp
10/9/2015,3285_28,28,3285,28.4,mtemp
10/9/2015,3309_31,31,3309,30.9,mtemp
10/9/2015,3309_31,31,3309,31,mtemp
10/9/2015,3309_31,31,3309,31,mtemp
10/9/2015,447_28,28,447,28,mtemp
10/9/2015,447_28,28,447,28.1,mtemp
10/9/2015,447_28,28,447,28,mtemp
10/9/2015,405_31,31,405,31.4,mtemp
10/9/2015,405_31,31,405,31.4,mtemp
10/9/2015,405_31,31,405,31.4,mtemp
10/9/2015,673_28,28,673,27.9,mtemp
10/9/2015,673_28,28,673,28.1,mtemp
10/9/2015,673_28,28,673,28,mtemp
10/9/2015,701_31,31,701,30.9,mtemp
10/9/2015,701_31,31,701,30.9,mtemp
10/9/2015,701_31,31,701,30.9,mtemp
12/10/2015,288_28,28,288,27.9,mtemp
12/10/2015,288_28,28,288,27.9,mtemp
12/10/2015,288_28,28,288,27.8,mtemp
12/10/2015,311_31,31,311,30.8,mtemp
12/10/2015,311_31,31,311,30.7,mtemp
12/10/2015,311_31,31,311,30.8,mtemp
12/10/2015,3285_28,28,3285,28.3,mtemp
12/10/2015,3285_28,28,3285,28.3,mtemp
12/10/2015,3285_28,28,3285,28.3,mtemp
12/10/2015,3309_31,31,3309,31.1,mtemp
12/10/2015,3309_31,31,3309,31.1,mtemp
12/10/2015,3309_31,31,3309,31.2,mtemp
12/10/2015,447_28,28,447,28.2,mtemp
12/10/2015,447_28,28,447,28.1,mtemp
12/10/2015,447_28,28,447,28.2,mtemp
12/10/2015,405_31,31,405,30.8,mtemp
12/10/2015,405_31,31,405,30.9,mtemp
12/10/2015,405_31,31,405,30.8,mtemp
12/10/2015,673_28,28,673,28,mtemp
12/10/2015,673_28,28,673,28.128,mtemp
12/10/2015,673_28,28,673,28,mtemp
12/10/2015,701_31,31,701,31,mtemp
12/10/2015,701_31,31,701,31,mtemp
12/10/2015,701_31,31,701,30.9,mtemp
11/10/2015,288_28,28,288,28,mtemp
11/10/2015,288_28,28,288,28,mtemp
11/10/2015,288_28,28,288,28,mtemp
11/10/2015,311_31,31,311,31.1,mtemp
11/10/2015,311_31,31,311,31.1,mtemp
11/10/2015,311_31,31,311,31,mtemp
11/10/2015,3285_28,28,3285,28.2,mtemp
11/10/2015,3285_28,28,3285,28.2,mtemp
11/10/2015,3285_28,28,3285,28.1,mtemp
11/10/2015,3309_31,31,3309,31,mtemp
11/10/2015,3309_31,31,3309,31.1,mtemp
11/10/2015,3309_31,31,3309,31.2,mtemp
11/10/2015,447_28,28,447,28.2,mtemp
11/10/2015,447_28,28,447,28.2,mtemp
11/10/2015,447_28,28,447,28.1,mtemp
11/10/2015,405_31,31,405,31.3,mtemp
11/10/2015,405_31,31,405,31.2,mtemp
11/10/2015,405_31,31,405,31.3,mtemp
11/10/2015,673_28,28,673,28.1,mtemp
11/10/2015,673_28,28,673,28.2,mtemp
11/10/2015,673_28,28,673,28.2,mtemp
11/10/2015,701_31,31,701,30.8,mtemp
11/10/2015,701_31,31,701,31,mtemp
11/10/2015,701_31,31,701,31,mtemp
12/16/2015,288_28,28,288,27.8,mtemp
12/16/2015,288_28,28,288,27.8,mtemp
12/16/2015,288_28,28,288,27.8,mtemp
12/16/2015,311_31,31,311,30.6,mtemp
12/16/2015,311_31,31,311,30.7,mtemp
12/16/2015,311_31,31,311,30.6,mtemp
12/16/2015,3285_28,28,3285,27.7,mtemp
12/16/2015,3285_28,28,3285,27.8,mtemp
12/16/2015,3285_28,28,3285,27.7,mtemp
12/16/2015,3309_31,31,3309,31.2,mtemp
12/16/2015,3309_31,31,3309,31.2,mtemp
12/16/2015,3309_31,31,3309,31.3,mtemp
12/16/2015,447_28,28,447,28.3,mtemp
12/16/2015,447_28,28,447,28.2,mtemp
12/16/2015,447_28,28,447,28,mtemp
12/16/2015,405_31,31,405,30.9,mtemp
12/16/2015,405_31,31,405,30.9,mtemp
12/16/2015,405_31,31,405,31,mtemp
12/16/2015,673_28,28,673,28.2,mtemp
12/16/2015,673_28,28,673,28.3,mtemp
12/16/2015,673_28,28,673,28.2,mtemp
12/16/2015,701_31,31,701,31,mtemp
12/16/2015,701_31,31,701,31,mtemp
12/16/2015,701_31,31,701,31,mtemp
9/19/2015,288_28,28,288,28.5,mtemp
9/19/2015,288_28,28,288,28.6,mtemp
9/19/2015,288_28,28,288,28.5,mtemp
9/19/2015,311_31,31,311,30.6,mtemp
9/19/2015,311_31,31,311,30.6,mtemp
9/19/2015,311_31,31,311,30.7,mtemp
9/19/2015,3285_28,28,3285,28,mtemp
9/19/2015,3285_28,28,3285,28,mtemp
9/19/2015,3285_28,28,3285,28.1,mtemp
9/19/2015,3309_31,31,3309,30.8,mtemp
9/19/2015,3309_31,31,3309,30.7,mtemp
9/19/2015,3309_31,31,3309,30.8,mtemp
9/19/2015,447_28,28,447,28,mtemp
9/19/2015,447_28,28,447,28.1,mtemp
9/19/2015,447_28,28,447,28,mtemp
9/19/2015,405_31,31,405,31.2,mtemp
9/19/2015,405_31,31,405,31.1,mtemp
9/19/2015,405_31,31,405,31.2,mtemp
9/19/2015,673_28,28,673,27.6,mtemp
9/19/2015,673_28,28,673,27.6,mtemp
9/19/2015,673_28,28,673,27.5,mtemp
9/19/2015,701_31,31,701,30.7,mtemp
9/19/2015,701_31,31,701,30.8,mtemp
9/19/2015,701_31,31,701,30.7,mtemp
11/20/2015,288_28,28,288,27.9,mtemp
11/20/2015,288_28,28,288,27.8,mtemp
11/20/2015,288_28,28,288,27.9,mtemp
11/20/2015,311_31,31,311,31.1,mtemp
11/20/2015,311_31,31,311,31.1,mtemp
11/20/2015,311_31,31,311,31,mtemp
11/20/2015,3285_28,28,3285,28,mtemp
11/20/2015,3285_28,28,3285,28,mtemp
11/20/2015,3285_28,28,3285,27.9,mtemp
11/20/2015,3309_31,31,3309,31.1,mtemp
11/20/2015,3309_31,31,3309,31.1,mtemp
11/20/2015,3309_31,31,3309,31.2,mtemp
11/20/2015,447_28,28,447,28,mtemp
11/20/2015,447_28,28,447,27.9,mtemp
11/20/2015,447_28,28,447,27.8,mtemp
11/20/2015,405_31,31,405,30.8,mtemp
11/20/2015,405_31,31,405,30.8,mtemp
11/20/2015,405_31,31,405,30.8,mtemp
11/20/2015,673_28,28,673,28.1,mtemp
11/20/2015,673_28,28,673,28.2,mtemp
11/20/2015,673_28,28,673,28.1,mtemp
11/20/2015,701_31,31,701,30.5,mtemp
11/20/2015,701_31,31,701,30.5,mtemp
11/20/2015,701_31,31,701,30.5,mtemp
10/20/2015,288_28,28,288,27.8,mtemp
10/20/2015,288_28,28,288,27.9,mtemp
10/20/2015,288_28,28,288,27.8,mtemp
10/20/2015,311_31,31,311,30.8,mtemp
10/20/2015,311_31,31,311,30.9,mtemp
10/20/2015,311_31,31,311,30.9,mtemp
10/20/2015,3285_28,28,3285,28.2,mtemp
10/20/2015,3285_28,28,3285,28.3,mtemp
10/20/2015,3285_28,28,3285,28.3,mtemp
10/20/2015,3309_31,31,3309,30.7,mtemp
10/20/2015,3309_31,31,3309,30.8,mtemp
10/20/2015,3309_31,31,3309,30.9,mtemp
10/20/2015,447_28,28,447,28,mtemp
10/20/2015,447_28,28,447,28.1,mtemp
10/20/2015,447_28,28,447,28,mtemp
10/20/2015,405_31,31,405,30.8,mtemp
10/20/2015,405_31,31,405,30.8,mtemp
10/20/2015,405_31,31,405,30.9,mtemp
10/20/2015,673_28,28,673,27.8,mtemp
10/20/2015,673_28,28,673,27.9,mtemp
10/20/2015,673_28,28,673,27.9,mtemp
10/20/2015,701_31,31,701,31.1,mtemp
10/20/2015,701_31,31,701,31.1,mtemp
10/20/2015,701_31,31,701,31.1,mtemp
11/30/2015,288_28,28,288,27.9,mtemp
11/30/2015,288_28,28,288,28,mtemp
11/30/2015,288_28,28,288,27.9,mtemp
11/30/2015,311_31,31,311,30.7,mtemp
11/30/2015,311_31,31,311,30.7,mtemp
11/30/2015,311_31,31,311,30.7,mtemp
11/30/2015,3285_28,28,3285,27.8,mtemp
11/30/2015,3285_28,28,3285,27.8,mtemp
11/30/2015,3285_28,28,3285,27.8,mtemp
11/30/2015,3309_31,31,3309,31,mtemp
11/30/2015,3309_31,31,3309,30.9,mtemp
11/30/2015,3309_31,31,3309,31,mtemp
11/30/2015,447_28,28,447,28.1,mtemp
11/30/2015,447_28,28,447,28,mtemp
11/30/2015,447_28,28,447,27.8,mtemp
11/30/2015,405_31,31,405,30.9,mtemp
11/30/2015,405_31,31,405,30.9,mtemp
11/30/2015,405_31,31,405,30.8,mtemp
11/30/2015,673_28,28,673,28.1,mtemp
11/30/2015,673_28,28,673,28.2,mtemp
11/30/2015,673_28,28,673,28.2,mtemp
11/30/2015,701_31,31,701,30.2,mtemp
11/30/2015,701_31,31,701,30.2,mtemp
11/30/2015,701_31,31,701,30.2,mtemp
10/30/2015,288_28,28,288,28.1,mtemp
10/30/2015,288_28,28,288,28,mtemp
10/30/2015,288_28,28,288,28.1,mtemp
10/30/2015,311_31,31,311,30.7,mtemp
10/30/2015,311_31,31,311,30.7,mtemp
10/30/2015,311_31,31,311,30.7,mtemp
10/30/2015,3285_28,28,3285,28.2,mtemp
10/30/2015,3285_28,28,3285,28.2,mtemp
10/30/2015,3285_28,28,3285,28.1,mtemp
10/30/2015,3309_31,31,3309,30.8,mtemp
10/30/2015,3309_31,31,3309,30.8,mtemp
10/30/2015,3309_31,31,3309,30.8,mtemp
10/30/2015,447_28,28,447,28.2,mtemp
10/30/2015,447_28,28,447,28.2,mtemp
10/30/2015,447_28,28,447,28,mtemp
10/30/2015,405_31,31,405,30.7,mtemp
10/30/2015,405_31,31,405,30.8,mtemp
10/30/2015,405_31,31,405,30.8,mtemp
10/30/2015,673_28,28,673,28,mtemp
10/30/2015,673_28,28,673,28,mtemp
10/30/2015,673_28,28,673,28,mtemp
10/30/2015,701_31,31,701,31.1,mtemp
10/30/2015,701_31,31,701,31,mtemp
10/30/2015,701_31,31,701,31,mtemp
9/30/2015,288_28,28,288,28.5,mtemp
9/30/2015,288_28,28,288,28.4,mtemp
9/30/2015,288_28,28,288,28.4,mtemp
9/30/2015,311_31,31,311,31.9,mtemp
9/30/2015,311_31,31,311,31.8,mtemp
9/30/2015,311_31,31,311,31.8,mtemp
9/30/2015,3285_28,28,3285,28.1,mtemp
9/30/2015,3285_28,28,3285,28,mtemp
9/30/2015,3285_28,28,3285,28.2,mtemp
9/30/2015,3309_31,31,3309,30,mtemp
9/30/2015,3309_31,31,3309,30,mtemp
9/30/2015,3309_31,31,3309,30.1,mtemp
9/30/2015,447_28,28,447,27.3,mtemp
9/30/2015,447_28,28,447,27.2,mtemp
9/30/2015,447_28,28,447,27.2,mtemp
9/30/2015,405_31,31,405,32.1,mtemp
9/30/2015,405_31,31,405,32.1,mtemp
9/30/2015,405_31,31,405,32.2,mtemp
9/30/2015,673_28,28,673,28.4,mtemp
9/30/2015,673_28,28,673,28.5,mtemp
9/30/2015,673_28,28,673,28.4,mtemp
9/30/2015,701_31,31,701,31.1,mtemp
9/30/2015,701_31,31,701,31,mtemp
9/30/2015,701_31,31,701,31,mtemp
10/9/2015,288_28,28,288,31.561,sal
10/9/2015,288_28,28,288,31.561,sal
10/9/2015,288_28,28,288,31.561,sal
10/9/2015,311_31,31,311,31.501,sal
10/9/2015,311_31,31,311,31.501,sal
10/9/2015,311_31,31,311,31.501,sal
10/9/2015,3285_28,28,3285,31.62766667,sal
10/9/2015,3285_28,28,3285,31.59433333,sal
10/9/2015,3285_28,28,3285,31.561,sal
10/9/2015,3309_31,31,3309,31.501,sal
10/9/2015,3309_31,31,3309,31.501,sal
10/9/2015,3309_31,31,3309,31.501,sal
10/9/2015,447_28,28,447,31.561,sal
10/9/2015,447_28,28,447,31.561,sal
10/9/2015,447_28,28,447,31.561,sal
10/9/2015,405_31,31,405,31.501,sal
10/9/2015,405_31,31,405,31.53433333,sal
10/9/2015,405_31,31,405,31.601,sal
10/9/2015,673_28,28,673,31.461,sal
10/9/2015,673_28,28,673,31.49433333,sal
10/9/2015,673_28,28,673,31.49433333,sal
10/9/2015,701_31,31,701,31.501,sal
10/9/2015,701_31,31,701,31.501,sal
10/9/2015,701_31,31,701,31.501,sal
12/10/2015,288_28,28,288,31.861,sal
12/10/2015,288_28,28,288,31.82766667,sal
12/10/2015,288_28,28,288,31.861,sal
12/10/2015,311_31,31,311,31.89766667,sal
12/10/2015,311_31,31,311,31.89766667,sal
12/10/2015,311_31,31,311,31.931,sal
12/10/2015,3285_28,28,3285,31.99433333,sal
12/10/2015,3285_28,28,3285,31.961,sal
12/10/2015,3285_28,28,3285,31.99433333,sal
12/10/2015,3309_31,31,3309,31.76433333,sal
12/10/2015,3309_31,31,3309,31.831,sal
12/10/2015,3309_31,31,3309,31.79766667,sal
12/10/2015,447_28,28,447,31.92766667,sal
12/10/2015,447_28,28,447,31.861,sal
12/10/2015,447_28,28,447,31.89433333,sal
12/10/2015,405_31,31,405,31.76433333,sal
12/10/2015,405_31,31,405,31.86433333,sal
12/10/2015,405_31,31,405,31.86433333,sal
12/10/2015,673_28,28,673,31.861,sal
12/10/2015,673_28,28,673,31.82766667,sal
12/10/2015,673_28,28,673,31.861,sal
12/10/2015,701_31,31,701,31.831,sal
12/10/2015,701_31,31,701,31.831,sal
12/10/2015,701_31,31,701,31.79766667,sal
11/10/2015,288_28,28,288,31.99766667,sal
11/10/2015,288_28,28,288,31.931,sal
11/10/2015,288_28,28,288,31.931,sal
11/10/2015,311_31,31,311,31.85766667,sal
11/10/2015,311_31,31,311,31.891,sal
11/10/2015,311_31,31,311,31.891,sal
11/10/2015,3285_28,28,3285,32.031,sal
11/10/2015,3285_28,28,3285,32.031,sal
11/10/2015,3285_28,28,3285,32.031,sal
11/10/2015,3309_31,31,3309,31.891,sal
11/10/2015,3309_31,31,3309,31.92433333,sal
11/10/2015,3309_31,31,3309,31.891,sal
11/10/2015,447_28,28,447,32.031,sal
11/10/2015,447_28,28,447,32.031,sal
11/10/2015,447_28,28,447,32.031,sal
11/10/2015,405_31,31,405,31.92433333,sal
11/10/2015,405_31,31,405,31.991,sal
11/10/2015,405_31,31,405,31.92433333,sal
11/10/2015,673_28,28,673,31.931,sal
11/10/2015,673_28,28,673,31.931,sal
11/10/2015,673_28,28,673,31.89766667,sal
11/10/2015,701_31,31,701,31.891,sal
11/10/2015,701_31,31,701,31.891,sal
11/10/2015,701_31,31,701,31.85766667,sal
12/16/2015,288_28,28,288,31.99433333,sal
12/16/2015,288_28,28,288,32.061,sal
12/16/2015,288_28,28,288,31.99433333,sal
12/16/2015,311_31,31,311,32.12433333,sal
12/16/2015,311_31,31,311,32.091,sal
12/16/2015,311_31,31,311,32.091,sal
12/16/2015,3285_28,28,3285,31.961,sal
12/16/2015,3285_28,28,3285,31.961,sal
12/16/2015,3285_28,28,3285,31.89433333,sal
12/16/2015,3309_31,31,3309,32.05766667,sal
12/16/2015,3309_31,31,3309,31.991,sal
12/16/2015,3309_31,31,3309,31.891,sal
12/16/2015,447_28,28,447,31.861,sal
12/16/2015,447_28,28,447,31.861,sal
12/16/2015,447_28,28,447,31.82766667,sal
12/16/2015,405_31,31,405,32.02433333,sal
12/16/2015,405_31,31,405,32.02433333,sal
12/16/2015,405_31,31,405,32.05766667,sal
12/16/2015,673_28,28,673,32.02766667,sal
12/16/2015,673_28,28,673,31.99433333,sal
12/16/2015,673_28,28,673,31.99433333,sal
12/16/2015,701_31,31,701,32.05766667,sal
12/16/2015,701_31,31,701,32.05766667,sal
12/16/2015,701_31,31,701,32.05766667,sal
9/19/2015,288_28,28,288,31.761,sal
