"","coral","tank","treat","pco2","temp","T0_T90","reef","species","col","fpco2","ftemp","colony","SA","param","value","mean","lowerci","upperci"
"25","CFAE8","2800_28_3","3285_28",3285,28,"T90","F","PAST","E","2800","28","AE_F",11.355,"den",6.04485674,5.77745614983424,5.16859098288535,6.43178006845758
"26","CFAF2","280_28_3","288_28",288,28,"T90","F","PAST","F","280","28","AF_F",10.805,"den",12.23693466,6.7437804988528,6.07358845442908,7.39353000900716
"27","CFAF3","400_31_3","405_31",405,31,"T90","F","PAST","F","400","31","AF_F",10.534,"den",14.0512642,5.43474622371588,4.69949959050009,6.15866081053967
"28","CFAF5","700_31_3","701_31",701,31,"T90","F","PAST","F","700","31","AF_F",10.342,"den",5.507703217,4.78647236868764,4.10613594284031,5.47418975309949
"29","CFAF6","700_28_3","673_28",673,28,"T90","F","PAST","F","700","28","AF_F",10.115,"den",3.964870654,5.93605068158893,5.25756882609854,6.58165130834035
"30","CFAF8","2800_28_3","3285_28",3285,28,"T90","F","PAST","F","2800","28","AF_F",9.643,"den",2.557571987,5.77745614983424,5.16859098288535,6.43178006845758
"31","CFAF9","400_28_3","447_28",447,28,"T90","F","PAST","F","400","28","AF_F",5.018,"den",6.74691112,6.58432453661717,5.88185089730311,7.23953593207118
"32","CFPA1","280_31_1","311_31",311,31,"T90","F","PSTR","A","280","31","PA_F",12.372,"den",0.02127731228,1.03920426047398,0.398225801847,1.66316067258687
"33","CFPA10","2800_28_2","3285_28",3285,28,"T90","F","PSTR","A","2800","28","PA_F",14.24,"den",0.9143258427,1.22245822435672,0.619629266654791,1.83541174284172
"34","CFPA11","400_31_2","405_31",405,31,"T90","F","PSTR","A","400","31","PA_F",10.967,"den",0.003829554434,0.879748298238356,0.163364591101102,1.59567783493713
"35","CFPA12","280_31_2","311_31",311,31,"T90","F","PSTR","A","280","31","PA_F",18.462,"den",0.004044270316,1.03920426047398,0.398225801847,1.66316067258687
"36","CFPA2","280_28_1","288_28",288,28,"T90","F","PSTR","A","280","28","PA_F",11.998,"den",0.1710285048,2.18878257337528,1.58988927057078,2.75283998323876
"37","CFPA20","700_31_2","701_31",701,31,"T90","F","PSTR","A","700","31","PA_F",10.441,"den",0.09539316157,0.231474443210115,-0.452403187280452,0.916633193179636
"38","CFPA21","280_28_2","288_28",288,28,"T90","F","PSTR","A","280","28","PA_F",16.909,"den",1.646460465,2.18878257337528,1.58988927057078,2.75283998323876
"39","CFPA22","2800_31_2","3309_31",3309,31,"T90","F","PSTR","A","2800","31","PA_F",9.655,"den",0.08119864669,0.0728799114554232,-0.588148825199648,0.780326391184727
"40","CFPA3","400_31_1","405_31",405,31,"T90","F","PSTR","A","400","31","PA_F",12.671,"den",0.002262383921,0.879748298238356,0.163364591101102,1.59567783493713
"41","CFPA6","700_28_1","673_28",673,28,"T90","F","PSTR","A","700","28","PA_F",11.948,"den",1.656018971,1.38105275611141,0.7278193916025,1.99303006768673
"42","CFPA7","2800_31_1","3309_31",3309,31,"T90","F","PSTR","A","2800","31","PA_F",11.518,"den",0.1604445216,0.0728799114554232,-0.588148825199648,0.780326391184727
"43","CFPA8","2800_28_1","3285_28",3285,28,"T90","F","PSTR","A","2800","28","PA_F",7.292,"den",0.8627121123,1.22245822435672,0.619629266654791,1.83541174284172
"44","CFPA9","700_28_2","673_28",673,28,"T90","F","PSTR","A","700","28","PA_F",14.665,"den",0.6699472679,1.38105275611141,0.7278193916025,1.99303006768673
"45","CFPB1","400_28_1","447_28",447,28,"T90","F","PSTR","B","400","28","PB_F",7.942,"den",3.590027701,2.02932661113965,1.33224336363705,2.69867729413914
"46","CFPB12","2800_28_1","3285_28",3285,28,"T90","F","PSTR","B","2800","28","PB_F",9.46,"den",1.554897815,1.22245822435672,0.619629266654791,1.83541174284172
"47","CFPB2","280_28_1","288_28",288,28,"T90","F","PSTR","B","280","28","PB_F",10.94,"den",2.872672984,2.18878257337528,1.58988927057078,2.75283998323876
"48","CFPB3","400_31_1","405_31",405,31,"T90","F","PSTR","B","400","31","PB_F",12.899,"den",0,0.879748298238356,0.163364591101102,1.59567783493713
"49","CFPB5","700_31_1","701_31",701,31,"T90","F","PSTR","B","700","31","PB_F",9.71,"den",0.001922416752,0.231474443210115,-0.452403187280452,0.916633193179636
"50","CFPB6","700_28_1","673_28",673,28,"T90","F","PSTR","B","700","28","PB_F",11.396,"den",2.294685425,1.38105275611141,0.7278193916025,1.99303006768673
"51","CFPB7","2800_31_1","3309_31",3309,31,"T90","F","PSTR","B","2800","31","PB_F",8.536,"den",0.1138706654,0.0728799114554232,-0.588148825199648,0.780326391184727
"52","CFPB9","280_31_1","311_31",311,31,"T90","F","PSTR","B","280","31","PB_F",9.076,"den",0.04319083297,1.03920426047398,0.398225801847,1.66316067258687
"53","CFPC10","400_28_2","447_28",447,28,"T90","F","PSTR","C","400","28","PC_F",10.171,"den",0.02431750401,2.02932661113965,1.33224336363705,2.69867729413914
"54","CFPC11","280_28_2","288_28",288,28,"T90","F","PSTR","C","280","28","PC_F",12.342,"den",1.633923025,2.18878257337528,1.58988927057078,2.75283998323876
"55","CFPC12","700_31_2","701_31",701,31,"T90","F","PSTR","C","700","31","PC_F",11.884,"den",0.003141566856,0.231474443210115,-0.452403187280452,0.916633193179636
"56","CFPC2","280_28_2","288_28",288,28,"T90","F","PSTR","C","280","28","PC_F",10.872,"den",1.259067358,2.18878257337528,1.58988927057078,2.75283998323876
"57","CFPC6","700_28_2","673_28",673,28,"T90","F","PSTR","C","700","28","PC_F",11.821,"den",0.07771260997,1.38105275611141,0.7278193916025,1.99303006768673
"58","CFPC8","2800_28_2","3285_28",3285,28,"T90","F","PSTR","C","2800","28","PC_F",10.075,"den",0.4835572024,1.22245822435672,0.619629266654791,1.83541174284172
"59","CFPD1","280_31_2","311_31",311,31,"T90","F","PSTR","D","280","31","PD_F",12.425,"den",0,1.03920426047398,0.398225801847,1.66316067258687
"60","CFPD11","2800_28_2","3285_28",3285,28,"T90","F","PSTR","D","2800","28","PD_F",7.24,"den",1.678176796,1.22245822435672,0.619629266654791,1.83541174284172
"61","CFPD2","280_28_2","288_28",288,28,"T90","F","PSTR","D","280","28","PD_F",11.427,"den",4.637499271,2.18878257337528,1.58988927057078,2.75283998323876
"62","CFPD5","700_31_2","701_31",701,31,"T90","F","PSTR","D","700","31","PD_F",8.533,"den",0.006563012735,0.231474443210115,-0.452403187280452,0.916633193179636
"63","CFPD6","400_28_2","447_28",447,28,"T90","F","PSTR","D","400","28","PD_F",8.239,"den",2.419127761,2.02932661113965,1.33224336363705,2.69867729413914
"64","CFPD7","2800_31_2","3309_31",3309,31,"T90","F","PSTR","D","2800","31","PD_F",11.931,"den",0.6727760393,0.0728799114554232,-0.588148825199648,0.780326391184727
"65","CFPD8","2800_28_2","3285_28",3285,28,"T90","F","PSTR","D","2800","28","PD_F",7.965,"den",1.04210262,1.22245822435672,0.619629266654791,1.83541174284172
"66","CFPD9","700_28_2","673_28",673,28,"T90","F","PSTR","D","700","28","PD_F",7.055,"den",0.5768285768,1.38105275611141,0.7278193916025,1.99303006768673
"67","CFPE10","280_28_1","288_28",288,28,"T90","F","PSTR","E","280","28","PE_F",11.543,"den",0.378400231,2.18878257337528,1.58988927057078,2.75283998323876
"68","CFPE12","700_28_2","673_28",673,28,"T90","F","PSTR","E","700","28","PE_F",13.964,"den",0.3328559152,1.38105275611141,0.7278193916025,1.99303006768673
"69","CFPE14","280_28_2","288_28",288,28,"T90","F","PSTR","E","280","28","PE_F",8.052,"den",1.384930656,2.18878257337528,1.58988927057078,2.75283998323876
"70","CFPE2","280_28_3","288_28",288,28,"T90","F","PSTR","E","280","28","PE_F",10.804,"den",0.7411840928,2.18878257337528,1.58988927057078,2.75283998323876
"71","CFPE40","2800_28_1","3285_28",3285,28,"T90","F","PSTR","E","2800","28","PE_F",9.408,"den",0.7758211388,1.22245822435672,0.619629266654791,1.83541174284172
"72","CFPE42","2800_28_1","3285_28",3285,28,"T90","F","PSTR","E","2800","28","PE_F",9.626,"den",1.302721795,1.22245822435672,0.619629266654791,1.83541174284172
"73","CFPE6","700_28_3","673_28",673,28,"T90","F","PSTR","E","700","28","PE_F",10.186,"den",1.078868999,1.38105275611141,0.7278193916025,1.99303006768673
"74","CFPE8","2800_28_3","3285_28",3285,28,"T90","F","PSTR","E","2800","28","PE_F",11.411,"den",1.009902725,1.22245822435672,0.619629266654791,1.83541174284172
"75","CFPF1","280_31_3","311_31",311,31,"T90","F","PSTR","F","280","31","PF_F",10.667,"den",0.2531123444,1.03920426047398,0.398225801847,1.66316067258687
"76","CFPF2","280_28_3","288_28",288,28,"T90","F","PSTR","F","280","28","PF_F",11.07,"den",0.7689481767,2.18878257337528,1.58988927057078,2.75283998323876
"77","CFPF6","700_28_3","673_28",673,28,"T90","F","PSTR","F","700","28","PF_F",11.765,"den",0.4930870354,1.38105275611141,0.7278193916025,1.99303006768673
"78","CFPF7","2800_31_3","3309_31",3309,31,"T90","F","PSTR","F","2800","31","PF_F",12.335,"den",0.116224396,0.0728799114554232,-0.588148825199648,0.780326391184727
"79","CFPF8","2800_28_3","3285_28",3285,28,"T90","F","PSTR","F","2800","28","PF_F",15.117,"den",2.192410311,1.22245822435672,0.619629266654791,1.83541174284172
"80","CFSA1","280_31_1","311_31",311,31,"T90","F","SSID","A","280","31","SA_F",10.283,"den",3.880705394,2.43011139785714,1.77981054831779,3.06844715748319
"81","CFSA10","2800_28_1","3285_28",3285,28,"T90","F","SSID","A","2800","28","SA_F",6.446,"den",1.833169571,2.61336536173987,2.02978623813153,3.19080983235927
"82","CFSA14","280_28_1","288_28",288,28,"T90","F","SSID","A","280","28","SA_F",4.661,"den",1.645998713,3.57968971075843,2.9161033154511,4.23273888230709
"83","CFSA2","400_28_1","447_28",447,28,"T90","F","SSID","A","400","28","SA_F",8.3,"den",2.284727521,3.42023374852281,2.78626288315224,4.07446709071282
"84","CFSA3","400_31_1","405_31",405,31,"T90","F","SSID","A","400","31","SA_F",10.181,"den",2.500753012,2.27065543562151,1.61027610645705,2.92597056071304
"85","CFSA5","700_31_1","701_31",701,31,"T90","F","SSID","A","700","31","SA_F",8.918,"den",2.940978582,1.62238158059327,1.00965161678257,2.24436209751067
"86","CFSA6","700_28_1","673_28",673,28,"T90","F","SSID","A","700","28","SA_F",9.068,"den",2.83458315,2.77195989349456,2.16288302262905,3.35090674890675
"87","CFSA7","2800_31_1","3309_31",3309,31,"T90","F","SSID","A","2800","31","SA_F",8.812,"den",0.2621326172,1.46378704883858,0.83275616622085,2.14043399422861
"88","CFSB1","280_31_1","311_31",311,31,"T90","F","SSID","B","280","31","SB_F",12.31,"den",2.719542907,2.43011139785714,1.77981054831779,3.06844715748319
"89","CFSB10","400_31_1","405_31",405,31,"T90","F","SSID","B","400","31","SB_F",11.296,"den",2.61268333,2.27065543562151,1.61027610645705,2.92597056071304
"90","CFSB13","400_28_1","447_28",447,28,"T90","F","SSID","B","400","28","SB_F",12.975,"den",3.89734104,3.42023374852281,2.78626288315224,4.07446709071282
"91","CFSB2","280_28_1","288_28",288,28,"T90","F","SSID","B","280","28","SB_F",10.805,"den",4.084531375,3.57968971075843,2.9161033154511,4.23273888230709
"92","CFSB3","2800_28_1","3285_28",3285,28,"T90","F","SSID","B","2800","28","SB_F",9.702,"den",0.7927160282,2.61336536173987,2.02978623813153,3.19080983235927
"93","CFSB5","700_31_1","701_31",701,31,"T90","F","SSID","B","700","31","SB_F",11.185,"den",2.867683872,1.62238158059327,1.00965161678257,2.24436209751067
"94","CFSB5","700_31_1","701_31",701,31,"T90","F","SSID","B","700","31","SB_F",11.185,"den",2.867683872,1.62238158059327,1.00965161678257,2.24436209751067
"95","CFSB6","700_28_1","673_28",673,28,"T90","F","SSID","B","700","28","SB_F",12.153,"den",2.322325837,2.77195989349456,2.16288302262905,3.35090674890675
"96","CFSB6","700_28_1","673_28",673,28,"T90","F","SSID","B","700","28","SB_F",12.153,"den",2.322325837,2.77195989349456,2.16288302262905,3.35090674890675
"97","CFSB6","700_28_1","673_28",673,28,"T90","F","SSID","B","700","28","SB_F",12.153,"den",2.322325837,2.77195989349456,2.16288302262905,3.35090674890675
"98","CFSB7","2800_31_1","3309_31",3309,31,"T90","F","SSID","B","2800","31","SB_F",11.199,"den",0.30335139,1.46378704883858,0.83275616622085,2.14043399422861
"99","CFSC14","400_28_2","447_28",447,28,"T90","F","SSID","C","400","28","SC_F",10.229,"den",5.088373306,3.42023374852281,2.78626288315224,4.07446709071282
"100","CFSC2","280_28_2","288_28",288,28,"T90","F","SSID","C","280","28","SC_F",8.893,"den",2.082386896,3.57968971075843,2.9161033154511,4.23273888230709
"101","CFSC5","700_31_2","701_31",701,31,"T90","F","SSID","C","700","31","SC_F",9.915,"den",1.554009077,1.62238158059327,1.00965161678257,2.24436209751067
"102","CFSC6","700_28_2","673_28",673,28,"T90","F","SSID","C","700","28","SC_F",8.956,"den",2.698202389,2.77195989349456,2.16288302262905,3.35090674890675
"103","CFSC7","2800_31_2","3309_31",3309,31,"T90","F","SSID","C","2800","31","SC_F",9.433,"den",4.775265018,1.46378704883858,0.83275616622085,2.14043399422861
"104","CFSC9","2800_28_2","3285_28",3285,28,"T90","F","SSID","C","2800","28","SC_F",9.262,"den",1.591664867,2.61336536173987,2.02978623813153,3.19080983235927
"105","CFSD1","280_31_2","311_31",311,31,"T90","F","SSID","D","280","31","SD_F",10.682,"den",3.313113158,2.43011139785714,1.77981054831779,3.06844715748319
"106","CFSD11","280_28_2","288_28",288,28,"T90","F","SSID","D","280","28","SD_F",10.905,"den",3.300513542,3.57968971075843,2.9161033154511,4.23273888230709
"107","CFSD3","400_31_2","405_31",405,31,"T90","F","SSID","D","400","31","SD_F",10.206,"den",0.5267489712,2.27065543562151,1.61027610645705,2.92597056071304
"108","CFSD4","280_28_3","288_28",288,28,"T90","F","SSID","D","280","28","SD_F",11.381,"den",3.788881729,3.57968971075843,2.9161033154511,4.23273888230709
"109","CFSD5","700_31_2","701_31",701,31,"T90","F","SSID","D","700","31","SD_F",12.59,"den",2.265441741,1.62238158059327,1.00965161678257,2.24436209751067
"110","CFSD6","700_28_2","673_28",673,28,"T90","F","SSID","D","700","28","SD_F",9.677,"den",3.504581467,2.77195989349456,2.16288302262905,3.35090674890675
"111","CFSD7","2800_31_2","3309_31",3309,31,"T90","F","SSID","D","2800","31","SD_F",11.137,"den",2.031487579,1.46378704883858,0.83275616622085,2.14043399422861
"112","CFSD8","2800_28_2","3285_28",3285,28,"T90","F","SSID","D","2800","28","SD_F",8.568,"den",1.647122904,2.61336536173987,2.02978623813153,3.19080983235927
"113","CFSD9","400_28_2","447_28",447,28,"T90","F","SSID","D","400","28","SD_F",11.455,"den",3.777323517,3.42023374852281,2.78626288315224,4.07446709071282
"114","CFSE1","280_31_3","311_31",311,31,"T90","F","SSID","E","280","31","SE_F",8.451,"den",0.8128426616,2.43011139785714,1.77981054831779,3.06844715748319
"115","CFSE11","400_28_3","447_28",447,28,"T90","F","SSID","E","400","28","SE_F",1.88,"den",1.685106383,3.42023374852281,2.78626288315224,4.07446709071282
"116","CFSE3","400_31_3","405_31",405,31,"T90","F","SSID","E","400","31","SE_F",9.104,"den",2.696836555,2.27065543562151,1.61027610645705,2.92597056071304
"117","CFSE5","700_31_3","701_31",701,31,"T90","F","SSID","E","700","31","SE_F",9.119,"den",0.1954233075,1.62238158059327,1.00965161678257,2.24436209751067
"118","CFSE6","700_28_3","673_28",673,28,"T90","F","SSID","E","700","28","SE_F",8.178,"den",1.125259854,2.77195989349456,2.16288302262905,3.35090674890675
"119","CFSE7","2800_31_3","3309_31",3309,31,"T90","F","SSID","E","2800","31","SE_F",8.936,"den",0.04397940913,1.46378704883858,0.83275616622085,2.14043399422861
"120","CFSE8","2800_28_3","3285_28",3285,28,"T90","F","SSID","E","2800","28","SE_F",6.848,"den",0.5206639731,2.61336536173987,2.02978623813153,3.19080983235927
"121","CFSF11","400_28_3","447_28",447,28,"T90","F","SSID","F","400","28","SF_F",10.117,"den",4.953083817,3.42023374852281,2.78626288315224,4.07446709071282
"122","CFSF16","2800_28_3","3285_28",3285,28,"T90","F","SSID","F","2800","28","SF_F",11.373,"den",1.759078519,2.61336536173987,2.02978623813153,3.19080983235927
"123","CFSF2","280_28_3","288_28",288,28,"T90","F","SSID","F","280","28","SF_F",10.837,"den",5.573818898,3.57968971075843,2.9161033154511,4.23273888230709
"124","CFSF3","400_31_3","405_31",405,31,"T90","F","SSID","F","400","31","SF_F",7.627,"den",6.266433566,2.27065543562151,1.61027610645705,2.92597056071304
"125","CFSF5","700_31_3","701_31",701,31,"T90","F","SSID","F","700","31","SF_F",9.508,"den",2.92399383,1.62238158059327,1.00965161678257,2.24436209751067
"126","CFSF6","700_28_3","673_28",673,28,"T90","F","SSID","F","700","28","SF_F",10.336,"den",5.122972232,2.77195989349456,2.16288302262905,3.35090674890675
"127","CFSF7","2800_31_3","3309_31",3309,31,"T90","F","SSID","F","2800","31","SF_F",11.597,"den",1.542380432,1.46378704883858,0.83275616622085,2.14043399422861
"128","CFTA2","280_28_1","288_28",288,28,"T90","F","UTEN","A","280","28","TA_F",32.06,"den",1.077854024,1.01526871729081,0.286364332641688,1.7535333369675
"129","CFTA6","700_28_1","673_28",673,28,"T90","F","UTEN","A","700","28","TA_F",17.827,"den",0.3134512546,0.20753890002694,-0.585572851660697,1.10393490783157
"130","CFTA8","2800_28_1","3285_28",3285,28,"T90","F","UTEN","A","2800","28","TA_F",18.647,"den",1.498552072,0.048944368272248,-0.755381309509321,0.91323485485209
"131","CFTB2","280_28_1","288_28",288,28,"T90","F","UTEN","B","280","28","TB_F",23.661,"den",0.7573644394,1.01526871729081,0.286364332641688,1.7535333369675
"132","CFTD1","400_28_2","447_28",447,28,"T90","F","UTEN","D","400","28","TD_F",20.389,"den",0.5264190426,0.855812755055181,0.0698321416442542,1.68383027653453
"133","CFTD2","280_28_2","288_28",288,28,"T90","F","UTEN","D","280","28","TD_F",41.524,"den",0.03304139808,1.01526871729081,0.286364332641688,1.7535333369675
"134","CFTF2","400_28_3","447_28",447,28,"T90","F","UTEN","F","400","28","TF_F",21.864,"den",0.7581296785,0.855812755055181,0.0698321416442542,1.68383027653453
"135","CNAA14","700_28_1","673_28",673,28,"T90","N","PAST","A","700","28","AA_N",12.178,"den",9.913820003,5.93605068158893,5.25756882609854,6.58165130834035
"136","CNAA2","280_28_1","288_28",288,28,"T90","N","PAST","A","280","28","AA_N",12.034,"den",2.289236053,6.7437804988528,6.07358845442908,7.39353000900716
"137","CNAA3","400_31_1","405_31",405,31,"T90","N","PAST","A","400","31","AA_N",10.905,"den",2.219783579,5.43474622371588,4.69949959050009,6.15866081053967
"138","CNAA5","700_31_1","701_31",701,31,"T90","N","PAST","A","700","31","AA_N",10.874,"den",7.417369179,4.78647236868764,4.10613594284031,5.47418975309949
"139","CNAA6","400_28_1","447_28",447,28,"T90","N","PAST","A","400","28","AA_N",8.667,"den",1.853159494,6.58432453661717,5.88185089730311,7.23953593207118
"140","CNAA7","2800_31_1","3309_31",3309,31,"T90","N","PAST","A","2800","31","AA_N",11.976,"den",1.739527375,4.62787783693295,3.90721783721893,5.34491225424993
"141","CNAA9","2800_28_1","3285_28",3285,28,"T90","N","PAST","A","2800","28","AA_N",10.005,"den",11.36529235,5.77745614983424,5.16859098288535,6.43178006845758
"142","CNAB10","280_28_1","288_28",288,28,"T90","N","PAST","B","280","28","AB_N",9.038,"den",5.81279044,6.7437804988528,6.07358845442908,7.39353000900716
"143","CNAB11","400_31_1","405_31",405,31,"T90","N","PAST","B","400","31","AB_N",7.304,"den",5.403861074,5.43474622371588,4.69949959050009,6.15866081053967
"144","CNAB12","2800_28_1","3285_28",3285,28,"T90","N","PAST","B","2800","28","AB_N",6.944,"den",14.60134649,5.77745614983424,5.16859098288535,6.43178006845758
"145","CNAB13","280_31_1","311_31",311,31,"T90","N","PAST","B","280","31","AB_N",12.161,"den",15.80353031,5.59420218595151,4.87168428163196,6.28269719485001
"146","CNAB19","400_28_1","447_28",447,28,"T90","N","PAST","B","400","28","AB_N",6.617,"den",22.16947103,6.58432453661717,5.88185089730311,7.23953593207118
"147","CNAC1","280_31_2","311_31",311,31,"T90","N","PAST","C","280","31","AC_N",8.864,"den",6.043184946,5.59420218595151,4.87168428163196,6.28269719485001
"148","CNAC12","400_28_2","447_28",447,28,"T90","N","PAST","C","400","28","AC_N",6.932,"den",4.475498918,6.58432453661717,5.88185089730311,7.23953593207118
"149","CNAC2","280_28_2","288_28",288,28,"T90","N","PAST","C","280","28","AC_N",11.649,"den",6.337917418,6.7437804988528,6.07358845442908,7.39353000900716
"150","CNAC3","400_31_2","405_31",405,31,"T90","N","PAST","C","400","31","AC_N",8.534,"den",4.016248096,5.43474622371588,4.69949959050009,6.15866081053967
"151","CNAC5","700_31_2","701_31",701,31,"T90","N","PAST","C","700","31","AC_N",9.56,"den",11.20125523,4.78647236868764,4.10613594284031,5.47418975309949
"152","CNAC6","700_28_2","673_28",673,28,"T90","N","PAST","C","700","28","AC_N",10.235,"den",2.88079729,5.93605068158893,5.25756882609854,6.58165130834035
"153","CNAC8","2800_28_2","3285_28",3285,28,"T90","N","PAST","C","2800","28","AC_N",10.829,"den",11.98781051,5.77745614983424,5.16859098288535,6.43178006845758
"154","CNAD10","280_28_2","288_28",288,28,"T90","N","PAST","D","280","28","AD_N",11.882,"den",8.140320364,6.7437804988528,6.07358845442908,7.39353000900716
"155","CNAD3","400_31_2","405_31",405,31,"T90","N","PAST","D","400","31","AD_N",12.839,"den",3.103120619,5.43474622371588,4.69949959050009,6.15866081053967
"156","CNAD5","700_31_2","701_31",701,31,"T90","N","PAST","D","700","31","AD_N",12.119,"den",1.501499024,4.78647236868764,4.10613594284031,5.47418975309949
"157","CNAD6","700_28_2","673_28",673,28,"T90","N","PAST","D","700","28","AD_N",11.062,"den",1.078318517,5.93605068158893,5.25756882609854,6.58165130834035
"158","CNAD7","2800_31_2","3309_31",3309,31,"T90","N","PAST","D","2800","31","AD_N",12.793,"den",2.913961124,4.62787783693295,3.90721783721893,5.34491225424993
"159","CNAD8","2800_28_2","3285_28",3285,28,"T90","N","PAST","D","2800","28","AD_N",9.482,"den",0.8091120017,5.77745614983424,5.16859098288535,6.43178006845758
"160","CNAD9","400_28_2","447_28",447,28,"T90","N","PAST","D","400","28","AD_N",12.847,"den",0.6507186965,6.58432453661717,5.88185089730311,7.23953593207118
"161","CNAE11","400_28_3","447_28",447,28,"T90","N","PAST","E","400","28","AE_N",9.245,"den",2.453994808,6.58432453661717,5.88185089730311,7.23953593207118
"162","CNAE2","280_28_3","288_28",288,28,"T90","N","PAST","E","280","28","AE_N",8.297,"den",4.805650303,6.7437804988528,6.07358845442908,7.39353000900716
"163","CNAE5","700_31_3","701_31",701,31,"T90","N","PAST","E","700","31","AE_N",9.883,"den",3.407245008,4.78647236868764,4.10613594284031,5.47418975309949
"164","CNAE6","700_28_3","673_28",673,28,"T90","N","PAST","E","700","28","AE_N",9.108,"den",1.959414456,5.93605068158893,5.25756882609854,6.58165130834035
"165","CNAE7","2800_31_3","3309_31",3309,31,"T90","N","PAST","E","2800","31","AE_N",7.256,"den",2.423262437,4.62787783693295,3.90721783721893,5.34491225424993
"166","CNAE8","2800_28_3","3285_28",3285,28,"T90","N","PAST","E","2800","28","AE_N",7.201,"den",4.702309864,5.77745614983424,5.16859098288535,6.43178006845758
"167","CNAF1","280_31_3","311_31",311,31,"T90","N","PAST","F","280","31","AF_N",13.161,"den",8.017031122,5.59420218595151,4.87168428163196,6.28269719485001
