"","coral","tank","treat","pco2","temp","T0_T90","reef","species","col","fpco2","ftemp","colony","SA","param","value","treat2","mean","lowerci","upperci"
"35","CFPA12","280_31_2","4.5",311,31,"T90","F","PSTR","A","280","31","PA_F",18.462,"den",0.004044270316,"311_31",0.422409427504383,-0.535517782490362,1.39332090339788
"36","CFPA2","280_28_1","4",288,28,"T90","F","PSTR","A","280","28","PA_F",11.998,"den",0.1710285048,"288_28",2.21375217816875,1.35640364561982,3.02845225715868
"37","CFPA20","700_31_2","8.5",701,31,"T90","F","PSTR","A","700","31","PA_F",10.441,"den",0.09539316157,"701_31",-0.082583026611987,-1.1232475690552,1.00800824703306
"38","CFPA21","280_28_2","4",288,28,"T90","F","PSTR","A","280","28","PA_F",16.909,"den",1.646460465,"288_28",2.21375217816875,1.35640364561982,3.02845225715868
"39","CFPA22","2800_31_2","10.5",3309,31,"T90","F","PSTR","A","2800","31","PA_F",9.655,"den",0.08119864669,"3309_31",-0.214802796370437,-1.2226982326939,0.867151174434298
"40","CFPA3","400_31_1","6.5",405,31,"T90","F","PSTR","A","400","31","PA_F",12.671,"den",0.002262383921,"405_31",0.453519527871147,-0.80916914994155,1.71750648553513
"41","CFPA6","700_28_1","8",673,28,"T90","F","PSTR","A","700","28","PA_F",11.948,"den",1.656018971,"673_28",1.70875972405238,0.803293893298808,2.61236911549892
"42","CFPA7","2800_31_1","10.5",3309,31,"T90","F","PSTR","A","2800","31","PA_F",11.518,"den",0.1604445216,"3309_31",-0.214802796370437,-1.2226982326939,0.867151174434298
"43","CFPA8","2800_28_1","10",3285,28,"T90","F","PSTR","A","2800","28","PA_F",7.292,"den",0.8627121123,"3285_28",1.57653995429393,0.709362927644975,2.42653282995316
"44","CFPA9","700_28_2","8",673,28,"T90","F","PSTR","A","700","28","PA_F",14.665,"den",0.6699472679,"673_28",1.70875972405238,0.803293893298808,2.61236911549892
"45","CFPB1","400_28_1","6",447,28,"T90","F","PSTR","B","400","28","PB_F",7.942,"den",3.590027701,"447_28",2.24486227853552,0.963778876114866,3.51078392382978
"46","CFPB12","2800_28_1","10",3285,28,"T90","F","PSTR","B","2800","28","PB_F",9.46,"den",1.554897815,"3285_28",1.57653995429393,0.709362927644975,2.42653282995316
"47","CFPB2","280_28_1","4",288,28,"T90","F","PSTR","B","280","28","PB_F",10.94,"den",2.872672984,"288_28",2.21375217816875,1.35640364561982,3.02845225715868
"48","CFPB3","400_31_1","6.5",405,31,"T90","F","PSTR","B","400","31","PB_F",12.899,"den",0,"405_31",0.453519527871147,-0.80916914994155,1.71750648553513
"49","CFPB5","700_31_1","8.5",701,31,"T90","F","PSTR","B","700","31","PB_F",9.71,"den",0.001922416752,"701_31",-0.082583026611987,-1.1232475690552,1.00800824703306
"50","CFPB6","700_28_1","8",673,28,"T90","F","PSTR","B","700","28","PB_F",11.396,"den",2.294685425,"673_28",1.70875972405238,0.803293893298808,2.61236911549892
"51","CFPB7","2800_31_1","10.5",3309,31,"T90","F","PSTR","B","2800","31","PB_F",8.536,"den",0.1138706654,"3309_31",-0.214802796370437,-1.2226982326939,0.867151174434298
"52","CFPB9","280_31_1","4.5",311,31,"T90","F","PSTR","B","280","31","PB_F",9.076,"den",0.04319083297,"311_31",0.422409427504383,-0.535517782490362,1.39332090339788
"53","CFPC10","400_28_2","6",447,28,"T90","F","PSTR","C","400","28","PC_F",10.171,"den",0.02431750401,"447_28",2.24486227853552,0.963778876114866,3.51078392382978
"54","CFPC11","280_28_2","4",288,28,"T90","F","PSTR","C","280","28","PC_F",12.342,"den",1.633923025,"288_28",2.21375217816875,1.35640364561982,3.02845225715868
"55","CFPC12","700_31_2","8.5",701,31,"T90","F","PSTR","C","700","31","PC_F",11.884,"den",0.003141566856,"701_31",-0.082583026611987,-1.1232475690552,1.00800824703306
"56","CFPC2","280_28_2","4",288,28,"T90","F","PSTR","C","280","28","PC_F",10.872,"den",1.259067358,"288_28",2.21375217816875,1.35640364561982,3.02845225715868
"57","CFPC6","700_28_2","8",673,28,"T90","F","PSTR","C","700","28","PC_F",11.821,"den",0.07771260997,"673_28",1.70875972405238,0.803293893298808,2.61236911549892
"58","CFPC8","2800_28_2","10",3285,28,"T90","F","PSTR","C","2800","28","PC_F",10.075,"den",0.4835572024,"3285_28",1.57653995429393,0.709362927644975,2.42653282995316
"59","CFPD1","280_31_2","4.5",311,31,"T90","F","PSTR","D","280","31","PD_F",12.425,"den",0,"311_31",0.422409427504383,-0.535517782490362,1.39332090339788
"60","CFPD11","2800_28_2","10",3285,28,"T90","F","PSTR","D","2800","28","PD_F",7.24,"den",1.678176796,"3285_28",1.57653995429393,0.709362927644975,2.42653282995316
"61","CFPD2","280_28_2","4",288,28,"T90","F","PSTR","D","280","28","PD_F",11.427,"den",4.637499271,"288_28",2.21375217816875,1.35640364561982,3.02845225715868
"62","CFPD5","700_31_2","8.5",701,31,"T90","F","PSTR","D","700","31","PD_F",8.533,"den",0.006563012735,"701_31",-0.082583026611987,-1.1232475690552,1.00800824703306
"63","CFPD6","400_28_2","6",447,28,"T90","F","PSTR","D","400","28","PD_F",8.239,"den",2.419127761,"447_28",2.24486227853552,0.963778876114866,3.51078392382978
"64","CFPD7","2800_31_2","10.5",3309,31,"T90","F","PSTR","D","2800","31","PD_F",11.931,"den",0.6727760393,"3309_31",-0.214802796370437,-1.2226982326939,0.867151174434298
"65","CFPD8","2800_28_2","10",3285,28,"T90","F","PSTR","D","2800","28","PD_F",7.965,"den",1.04210262,"3285_28",1.57653995429393,0.709362927644975,2.42653282995316
"66","CFPD9","700_28_2","8",673,28,"T90","F","PSTR","D","700","28","PD_F",7.055,"den",0.5768285768,"673_28",1.70875972405238,0.803293893298808,2.61236911549892
"67","CFPE10","280_28_1","4",288,28,"T90","F","PSTR","E","280","28","PE_F",11.543,"den",0.378400231,"288_28",2.21375217816875,1.35640364561982,3.02845225715868
"68","CFPE12","700_28_2","8",673,28,"T90","F","PSTR","E","700","28","PE_F",13.964,"den",0.3328559152,"673_28",1.70875972405238,0.803293893298808,2.61236911549892
"69","CFPE14","280_28_2","4",288,28,"T90","F","PSTR","E","280","28","PE_F",8.052,"den",1.384930656,"288_28",2.21375217816875,1.35640364561982,3.02845225715868
"70","CFPE2","280_28_3","4",288,28,"T90","F","PSTR","E","280","28","PE_F",10.804,"den",0.7411840928,"288_28",2.21375217816875,1.35640364561982,3.02845225715868
"71","CFPE40","2800_28_1","10",3285,28,"T90","F","PSTR","E","2800","28","PE_F",9.408,"den",0.7758211388,"3285_28",1.57653995429393,0.709362927644975,2.42653282995316
"72","CFPE42","2800_28_1","10",3285,28,"T90","F","PSTR","E","2800","28","PE_F",9.626,"den",1.302721795,"3285_28",1.57653995429393,0.709362927644975,2.42653282995316
"73","CFPE6","700_28_3","8",673,28,"T90","F","PSTR","E","700","28","PE_F",10.186,"den",1.078868999,"673_28",1.70875972405238,0.803293893298808,2.61236911549892
"74","CFPE8","2800_28_3","10",3285,28,"T90","F","PSTR","E","2800","28","PE_F",11.411,"den",1.009902725,"3285_28",1.57653995429393,0.709362927644975,2.42653282995316
"75","CFPF1","280_31_3","4.5",311,31,"T90","F","PSTR","F","280","31","PF_F",10.667,"den",0.2531123444,"311_31",0.422409427504383,-0.535517782490362,1.39332090339788
"76","CFPF2","280_28_3","4",288,28,"T90","F","PSTR","F","280","28","PF_F",11.07,"den",0.7689481767,"288_28",2.21375217816875,1.35640364561982,3.02845225715868
"77","CFPF6","700_28_3","8",673,28,"T90","F","PSTR","F","700","28","PF_F",11.765,"den",0.4930870354,"673_28",1.70875972405238,0.803293893298808,2.61236911549892
"78","CFPF7","2800_31_3","10.5",3309,31,"T90","F","PSTR","F","2800","31","PF_F",12.335,"den",0.116224396,"3309_31",-0.214802796370437,-1.2226982326939,0.867151174434298
"79","CFPF8","2800_28_3","10",3285,28,"T90","F","PSTR","F","2800","28","PF_F",15.117,"den",2.192410311,"3285_28",1.57653995429393,0.709362927644975,2.42653282995316
"80","CFSA1","280_31_1","4.5",311,31,"T90","F","SSID","A","280","31","SA_F",10.283,"den",3.880705394,"311_31",2.45393332644127,1.44097495920081,3.43931289812725
"81","CFSA10","2800_28_1","10",3285,28,"T90","F","SSID","A","2800","28","SA_F",6.446,"den",1.833169571,"3285_28",2.07590974706165,1.16248389554763,2.98188500136046
"82","CFSA14","280_28_1","4",288,28,"T90","F","SSID","A","280","28","SA_F",4.661,"den",1.645998713,"288_28",3.33639404514292,2.34878042307035,4.37115425876251
"83","CFSA2","400_28_1","6",447,28,"T90","F","SSID","A","400","28","SA_F",8.3,"den",2.284727521,"447_28",3.47474232741467,2.54371879715949,4.33687840877716
"84","CFSA3","400_31_1","6.5",405,31,"T90","F","SSID","A","400","31","SA_F",10.181,"den",2.500753012,"405_31",2.59228160871301,1.66316705680924,3.51107839622799
"85","CFSA5","700_31_1","8.5",701,31,"T90","F","SSID","A","700","31","SA_F",8.918,"den",2.940978582,"701_31",2.07516411709451,1.21957318390026,2.98340768319533
"86","CFSA6","700_28_1","8",673,28,"T90","F","SSID","A","700","28","SA_F",9.068,"den",2.83458315,"673_28",2.95762483579616,2.07700018133179,3.79179105313189
"87","CFSA7","2800_31_1","10.5",3309,31,"T90","F","SSID","A","2800","31","SA_F",8.812,"den",0.2621326172,"3309_31",1.19344902836,0.281224796880871,2.13083565482039
"88","CFSB1","280_31_1","4.5",311,31,"T90","F","SSID","B","280","31","SB_F",12.31,"den",2.719542907,"311_31",2.45393332644127,1.44097495920081,3.43931289812725
"89","CFSB10","400_31_1","6.5",405,31,"T90","F","SSID","B","400","31","SB_F",11.296,"den",2.61268333,"405_31",2.59228160871301,1.66316705680924,3.51107839622799
"90","CFSB13","400_28_1","6",447,28,"T90","F","SSID","B","400","28","SB_F",12.975,"den",3.89734104,"447_28",3.47474232741467,2.54371879715949,4.33687840877716
"91","CFSB2","280_28_1","4",288,28,"T90","F","SSID","B","280","28","SB_F",10.805,"den",4.084531375,"288_28",3.33639404514292,2.34878042307035,4.37115425876251
"92","CFSB3","2800_28_1","10",3285,28,"T90","F","SSID","B","2800","28","SB_F",9.702,"den",0.7927160282,"3285_28",2.07590974706165,1.16248389554763,2.98188500136046
"93","CFSB5","700_31_1","8.5",701,31,"T90","F","SSID","B","700","31","SB_F",11.185,"den",2.867683872,"701_31",2.07516411709451,1.21957318390026,2.98340768319533
"94","CFSB5","700_31_1","8.5",701,31,"T90","F","SSID","B","700","31","SB_F",11.185,"den",2.867683872,"701_31",2.07516411709451,1.21957318390026,2.98340768319533
"95","CFSB6","700_28_1","8",673,28,"T90","F","SSID","B","700","28","SB_F",12.153,"den",2.322325837,"673_28",2.95762483579616,2.07700018133179,3.79179105313189
"96","CFSB6","700_28_1","8",673,28,"T90","F","SSID","B","700","28","SB_F",12.153,"den",2.322325837,"673_28",2.95762483579616,2.07700018133179,3.79179105313189
"97","CFSB6","700_28_1","8",673,28,"T90","F","SSID","B","700","28","SB_F",12.153,"den",2.322325837,"673_28",2.95762483579616,2.07700018133179,3.79179105313189
"98","CFSB7","2800_31_1","10.5",3309,31,"T90","F","SSID","B","2800","31","SB_F",11.199,"den",0.30335139,"3309_31",1.19344902836,0.281224796880871,2.13083565482039
"99","CFSC14","400_28_2","6",447,28,"T90","F","SSID","C","400","28","SC_F",10.229,"den",5.088373306,"447_28",3.47474232741467,2.54371879715949,4.33687840877716
"100","CFSC2","280_28_2","4",288,28,"T90","F","SSID","C","280","28","SC_F",8.893,"den",2.082386896,"288_28",3.33639404514292,2.34878042307035,4.37115425876251
"101","CFSC5","700_31_2","8.5",701,31,"T90","F","SSID","C","700","31","SC_F",9.915,"den",1.554009077,"701_31",2.07516411709451,1.21957318390026,2.98340768319533
"102","CFSC6","700_28_2","8",673,28,"T90","F","SSID","C","700","28","SC_F",8.956,"den",2.698202389,"673_28",2.95762483579616,2.07700018133179,3.79179105313189
"103","CFSC7","2800_31_2","10.5",3309,31,"T90","F","SSID","C","2800","31","SC_F",9.433,"den",4.775265018,"3309_31",1.19344902836,0.281224796880871,2.13083565482039
"104","CFSC9","2800_28_2","10",3285,28,"T90","F","SSID","C","2800","28","SC_F",9.262,"den",1.591664867,"3285_28",2.07590974706165,1.16248389554763,2.98188500136046
"105","CFSD1","280_31_2","4.5",311,31,"T90","F","SSID","D","280","31","SD_F",10.682,"den",3.313113158,"311_31",2.45393332644127,1.44097495920081,3.43931289812725
"106","CFSD11","280_28_2","4",288,28,"T90","F","SSID","D","280","28","SD_F",10.905,"den",3.300513542,"288_28",3.33639404514292,2.34878042307035,4.37115425876251
"107","CFSD3","400_31_2","6.5",405,31,"T90","F","SSID","D","400","31","SD_F",10.206,"den",0.5267489712,"405_31",2.59228160871301,1.66316705680924,3.51107839622799
"108","CFSD4","280_28_3","4",288,28,"T90","F","SSID","D","280","28","SD_F",11.381,"den",3.788881729,"288_28",3.33639404514292,2.34878042307035,4.37115425876251
"109","CFSD5","700_31_2","8.5",701,31,"T90","F","SSID","D","700","31","SD_F",12.59,"den",2.265441741,"701_31",2.07516411709451,1.21957318390026,2.98340768319533
"110","CFSD6","700_28_2","8",673,28,"T90","F","SSID","D","700","28","SD_F",9.677,"den",3.504581467,"673_28",2.95762483579616,2.07700018133179,3.79179105313189
"111","CFSD7","2800_31_2","10.5",3309,31,"T90","F","SSID","D","2800","31","SD_F",11.137,"den",2.031487579,"3309_31",1.19344902836,0.281224796880871,2.13083565482039
"112","CFSD8","2800_28_2","10",3285,28,"T90","F","SSID","D","2800","28","SD_F",8.568,"den",1.647122904,"3285_28",2.07590974706165,1.16248389554763,2.98188500136046
"113","CFSD9","400_28_2","6",447,28,"T90","F","SSID","D","400","28","SD_F",11.455,"den",3.777323517,"447_28",3.47474232741467,2.54371879715949,4.33687840877716
"114","CFSE1","280_31_3","4.5",311,31,"T90","F","SSID","E","280","31","SE_F",8.451,"den",0.8128426616,"311_31",2.45393332644127,1.44097495920081,3.43931289812725
"115","CFSE11","400_28_3","6",447,28,"T90","F","SSID","E","400","28","SE_F",1.88,"den",1.685106383,"447_28",3.47474232741467,2.54371879715949,4.33687840877716
"116","CFSE3","400_31_3","6.5",405,31,"T90","F","SSID","E","400","31","SE_F",9.104,"den",2.696836555,"405_31",2.59228160871301,1.66316705680924,3.51107839622799
"117","CFSE5","700_31_3","8.5",701,31,"T90","F","SSID","E","700","31","SE_F",9.119,"den",0.1954233075,"701_31",2.07516411709451,1.21957318390026,2.98340768319533
"118","CFSE6","700_28_3","8",673,28,"T90","F","SSID","E","700","28","SE_F",8.178,"den",1.125259854,"673_28",2.95762483579616,2.07700018133179,3.79179105313189
"119","CFSE7","2800_31_3","10.5",3309,31,"T90","F","SSID","E","2800","31","SE_F",8.936,"den",0.04397940913,"3309_31",1.19344902836,0.281224796880871,2.13083565482039
"120","CFSE8","2800_28_3","10",3285,28,"T90","F","SSID","E","2800","28","SE_F",6.848,"den",0.5206639731,"3285_28",2.07590974706165,1.16248389554763,2.98188500136046
"121","CFSF11","400_28_3","6",447,28,"T90","F","SSID","F","400","28","SF_F",10.117,"den",4.953083817,"447_28",3.47474232741467,2.54371879715949,4.33687840877716
"122","CFSF16","2800_28_3","10",3285,28,"T90","F","SSID","F","2800","28","SF_F",11.373,"den",1.759078519,"3285_28",2.07590974706165,1.16248389554763,2.98188500136046
"123","CFSF2","280_28_3","4",288,28,"T90","F","SSID","F","280","28","SF_F",10.837,"den",5.573818898,"288_28",3.33639404514292,2.34878042307035,4.37115425876251
"124","CFSF3","400_31_3","6.5",405,31,"T90","F","SSID","F","400","31","SF_F",7.627,"den",6.266433566,"405_31",2.59228160871301,1.66316705680924,3.51107839622799
"125","CFSF5","700_31_3","8.5",701,31,"T90","F","SSID","F","700","31","SF_F",9.508,"den",2.92399383,"701_31",2.07516411709451,1.21957318390026,2.98340768319533
"126","CFSF6","700_28_3","8",673,28,"T90","F","SSID","F","700","28","SF_F",10.336,"den",5.122972232,"673_28",2.95762483579616,2.07700018133179,3.79179105313189
"127","CFSF7","2800_31_3","10.5",3309,31,"T90","F","SSID","F","2800","31","SF_F",11.597,"den",1.542380432,"3309_31",1.19344902836,0.281224796880871,2.13083565482039
"128","CFTA2","280_28_1","4",288,28,"T90","F","UTEN","A","280","28","TA_F",32.06,"den",1.077854024,"288_28",0.549183270290109,-0.588098566521895,1.78965516181376
"129","CFTA6","700_28_1","8",673,28,"T90","F","UTEN","A","700","28","TA_F",17.827,"den",0.3134512546,"673_28",0.629739830364126,-1.10339244098153,2.46985174560246
"130","CFTA8","2800_28_1","10",3285,28,"T90","F","UTEN","A","2800","28","TA_F",18.647,"den",1.498552072,"3285_28",0.666480065732644,-0.987922009842009,2.27983408462989
"131","CFTB2","280_28_1","4",288,28,"T90","F","UTEN","B","280","28","TB_F",23.661,"den",0.7573644394,"288_28",0.549183270290109,-0.588098566521895,1.78965516181376
"132","CFTD1","400_28_2","6",447,28,"T90","F","UTEN","D","400","28","TD_F",20.389,"den",0.5264190426,"447_28",0.492733450865173,-0.85012912994621,1.88642359181206
"133","CFTD2","280_28_2","4",288,28,"T90","F","UTEN","D","280","28","TD_F",41.524,"den",0.03304139808,"288_28",0.549183270290109,-0.588098566521895,1.78965516181376
"134","CFTF2","400_28_3","6",447,28,"T90","F","UTEN","F","400","28","TF_F",21.864,"den",0.7581296785,"447_28",0.492733450865173,-0.85012912994621,1.88642359181206
"135","CNAA14","700_28_1","8",673,28,"T90","N","PAST","A","700","28","AA_N",12.178,"den",9.913820003,"673_28",5.07615391403416,4.05258745612225,6.14788859461174
"136","CNAA2","280_28_1","4",288,28,"T90","N","PAST","A","280","28","AA_N",12.034,"den",2.289236053,"288_28",7.29809174486631,6.23059561756763,8.31027791829084
"137","CNAA3","400_31_1","6.5",405,31,"T90","N","PAST","A","400","31","AA_N",10.905,"den",2.219783579,"405_31",5.57389481396544,4.41990392580743,6.75205316726047
"138","CNAA5","700_31_1","8.5",701,31,"T90","N","PAST","A","700","31","AA_N",10.874,"den",7.417369179,"701_31",4.17855634961353,3.11405072934059,5.27978944524749
"139","CNAA6","400_28_1","6",447,28,"T90","N","PAST","A","400","28","AA_N",8.667,"den",1.853159494,"447_28",6.47149237838607,5.51759220316364,7.48087779858645
"140","CNAA7","2800_31_1","10.5",3309,31,"T90","N","PAST","A","2800","31","AA_N",11.976,"den",1.739527375,"3309_31",4.97471969820696,3.75275343090766,6.18641269045038
"141","CNAA9","2800_28_1","10",3285,28,"T90","N","PAST","A","2800","28","AA_N",10.005,"den",11.36529235,"3285_28",5.8723172626276,4.85528227759517,6.8532471216798
"142","CNAB10","280_28_1","4",288,28,"T90","N","PAST","B","280","28","AB_N",9.038,"den",5.81279044,"288_28",7.29809174486631,6.23059561756763,8.31027791829084
"143","CNAB11","400_31_1","6.5",405,31,"T90","N","PAST","B","400","31","AB_N",7.304,"den",5.403861074,"405_31",5.57389481396544,4.41990392580743,6.75205316726047
"144","CNAB12","2800_28_1","10",3285,28,"T90","N","PAST","B","2800","28","AB_N",6.944,"den",14.60134649,"3285_28",5.8723172626276,4.85528227759517,6.8532471216798
"145","CNAB13","280_31_1","4.5",311,31,"T90","N","PAST","B","280","31","AB_N",12.161,"den",15.80353031,"311_31",6.40049418044568,5.15921868933334,7.51073182184699
"146","CNAB19","400_28_1","6",447,28,"T90","N","PAST","B","400","28","AB_N",6.617,"den",22.16947103,"447_28",6.47149237838607,5.51759220316364,7.48087779858645
"147","CNAC1","280_31_2","4.5",311,31,"T90","N","PAST","C","280","31","AC_N",8.864,"den",6.043184946,"311_31",6.40049418044568,5.15921868933334,7.51073182184699
"148","CNAC12","400_28_2","6",447,28,"T90","N","PAST","C","400","28","AC_N",6.932,"den",4.475498918,"447_28",6.47149237838607,5.51759220316364,7.48087779858645
"149","CNAC2","280_28_2","4",288,28,"T90","N","PAST","C","280","28","AC_N",11.649,"den",6.337917418,"288_28",7.29809174486631,6.23059561756763,8.31027791829084
"150","CNAC3","400_31_2","6.5",405,31,"T90","N","PAST","C","400","31","AC_N",8.534,"den",4.016248096,"405_31",5.57389481396544,4.41990392580743,6.75205316726047
"151","CNAC5","700_31_2","8.5",701,31,"T90","N","PAST","C","700","31","AC_N",9.56,"den",11.20125523,"701_31",4.17855634961353,3.11405072934059,5.27978944524749
"152","CNAC6","700_28_2","8",673,28,"T90","N","PAST","C","700","28","AC_N",10.235,"den",2.88079729,"673_28",5.07615391403416,4.05258745612225,6.14788859461174
"153","CNAC8","2800_28_2","10",3285,28,"T90","N","PAST","C","2800","28","AC_N",10.829,"den",11.98781051,"3285_28",5.8723172626276,4.85528227759517,6.8532471216798
"154","CNAD10","280_28_2","4",288,28,"T90","N","PAST","D","280","28","AD_N",11.882,"den",8.140320364,"288_28",7.29809174486631,6.23059561756763,8.31027791829084
"155","CNAD3","400_31_2","6.5",405,31,"T90","N","PAST","D","400","31","AD_N",12.839,"den",3.103120619,"405_31",5.57389481396544,4.41990392580743,6.75205316726047
"156","CNAD5","700_31_2","8.5",701,31,"T90","N","PAST","D","700","31","AD_N",12.119,"den",1.501499024,"701_31",4.17855634961353,3.11405072934059,5.27978944524749
"157","CNAD6","700_28_2","8",673,28,"T90","N","PAST","D","700","28","AD_N",11.062,"den",1.078318517,"673_28",5.07615391403416,4.05258745612225,6.14788859461174
"158","CNAD7","2800_31_2","10.5",3309,31,"T90","N","PAST","D","2800","31","AD_N",12.793,"den",2.913961124,"3309_31",4.97471969820696,3.75275343090766,6.18641269045038
"159","CNAD8","2800_28_2","10",3285,28,"T90","N","PAST","D","2800","28","AD_N",9.482,"den",0.8091120017,"3285_28",5.8723172626276,4.85528227759517,6.8532471216798
