"","coral","tank","treat","pco2","temp","T0_T90","reef","species","col","fpco2","ftemp","colony","SA","param","value","treat2","mean","lowerci","upperci"
"15","CFAC3","400_31_2","6.5",405,31,"T90","F","PAST","C","400","31","AC_F",10.757,"lipid",0.084289501,"405_31",0.220990501066181,0.115679491537983,0.325400355181798
"16","CFAC5","700_31_2","8.5",701,31,"T90","F","PAST","C","700","31","AC_F",11.743,"lipid",0.148374668,"701_31",0.16601574866023,0.0623428011231245,0.269048546034349
"17","CFAC6","700_28_2","8",673,28,"T90","F","PAST","C","700","28","AC_F",10.222,"lipid",0.122342722,"673_28",0.109817142040083,0.0110692305731567,0.208627916036884
"18","CFAC8","2800_28_2","10",3285,28,"T90","F","PAST","C","2800","28","AC_F",9.302,"lipid",0.072591537,"3285_28",0.128365564052247,0.0355656470813712,0.223936823956041
"19","CFAD12","400_28_2","6",447,28,"T90","F","PAST","D","400","28","AD_F",5.764,"lipid",0.152609972,"447_28",0.164791894446034,0.0703933018999022,0.258052210301748
"20","CFAD2","280_28_2","4",288,28,"T90","F","PAST","D","280","28","AD_F",8.646,"lipid",0.115535049,"288_28",0.2087005218669,0.110859807615379,0.306051791983194
"21","CFAD5","700_31_2","8.5",701,31,"T90","F","PAST","D","700","31","AD_F",9.903,"lipid",0.078126434,"701_31",0.16601574866023,0.0623428011231245,0.269048546034349
"22","CFAD6","700_28_2","8",673,28,"T90","F","PAST","D","700","28","AD_F",8.446,"lipid",0.075443369,"673_28",0.109817142040083,0.0110692305731567,0.208627916036884
"23","CFAD8","2800_28_2","10",3285,28,"T90","F","PAST","D","2800","28","AD_F",9.366,"lipid",0.129487411,"3285_28",0.128365564052247,0.0355656470813712,0.223936823956041
"24","CFAD9","400_28_3","6",447,28,"T90","F","PAST","D","400","28","AD_F",6.6,"lipid",0.211555442,"447_28",0.164791894446034,0.0703933018999022,0.258052210301748
"25","CFAE10","280_31_3","4.5",311,31,"T90","F","PAST","E","280","31","AE_F",8.362,"lipid",0.175859548,"311_31",0.264899128487047,0.150212524341427,0.380968712186115
"26","CFAE15","280_28_3","4",288,28,"T90","F","PAST","E","280","28","AE_F",8.097,"lipid",0.200566398,"288_28",0.2087005218669,0.110859807615379,0.306051791983194
"27","CFAE8","2800_28_3","10",3285,28,"T90","F","PAST","E","2800","28","AE_F",11.355,"lipid",0.092137439,"3285_28",0.128365564052247,0.0355656470813712,0.223936823956041
"28","CFAF2","280_28_3","4",288,28,"T90","F","PAST","F","280","28","AF_F",10.805,"lipid",0.205845264,"288_28",0.2087005218669,0.110859807615379,0.306051791983194
"29","CFAF3","400_31_3","6.5",405,31,"T90","F","PAST","F","400","31","AF_F",10.534,"lipid",0.26288503,"405_31",0.220990501066181,0.115679491537983,0.325400355181798
"30","CFAF5","700_31_3","8.5",701,31,"T90","F","PAST","F","700","31","AF_F",10.342,"lipid",0.089170304,"701_31",0.16601574866023,0.0623428011231245,0.269048546034349
"31","CFAF6","700_28_3","8",673,28,"T90","F","PAST","F","700","28","AF_F",10.115,"lipid",0.073699159,"673_28",0.109817142040083,0.0110692305731567,0.208627916036884
"32","CFAF8","2800_28_3","10",3285,28,"T90","F","PAST","F","2800","28","AF_F",9.643,"lipid",0.126541338,"3285_28",0.128365564052247,0.0355656470813712,0.223936823956041
"33","CFAF9","400_28_3","6",447,28,"T90","F","PAST","F","400","28","AF_F",5.018,"lipid",0.344479818,"447_28",0.164791894446034,0.0703933018999022,0.258052210301748
"34","CFPA1","280_31_1","4.5",311,31,"T90","F","PSTR","A","280","31","PA_F",12.372,"lipid",0.102913221,"311_31",0.134287818140694,0.0325370608133808,0.231841216164397
"35","CFPA10","2800_28_2","10",3285,28,"T90","F","PSTR","A","2800","28","PA_F",14.24,"lipid",0.285832295,"3285_28",0.218496312074065,0.134993044660897,0.30367673045941
"36","CFPA11","400_31_2","6.5",405,31,"T90","F","PSTR","A","400","31","PA_F",10.967,"lipid",0.310223475,"405_31",0.11316838171611,-0.018789509609167,0.241767282775385
"37","CFPA12","280_31_2","4.5",311,31,"T90","F","PSTR","A","280","31","PA_F",18.462,"lipid",0.026834215,"311_31",0.134287818140694,0.0325370608133808,0.231841216164397
"38","CFPA2","280_28_1","4",288,28,"T90","F","PSTR","A","280","28","PA_F",11.998,"lipid",0.145702873,"288_28",0.276999332775217,0.194595617227889,0.35671220182384
"39","CFPA20","700_31_2","8.5",701,31,"T90","F","PSTR","A","700","31","PA_F",10.441,"lipid",0.160491748,"701_31",0.0741084613206007,-0.0267159881934057,0.177355842928847
"40","CFPA21","280_28_2","4",288,28,"T90","F","PSTR","A","280","28","PA_F",16.909,"lipid",0.33373316,"288_28",0.276999332775217,0.194595617227889,0.35671220182384
"41","CFPA22","2800_31_2","10.5",3309,31,"T90","F","PSTR","A","2800","31","PA_F",9.655,"lipid",0.054155446,"3309_31",0.0757847974395418,-0.0226079229873792,0.174119523706714
"42","CFPA3","400_31_1","6.5",405,31,"T90","F","PSTR","A","400","31","PA_F",12.671,"lipid",0.108442957,"405_31",0.11316838171611,-0.018789509609167,0.241767282775385
"43","CFPA6","700_28_1","8",673,28,"T90","F","PSTR","A","700","28","PA_F",11.948,"lipid",0.32800819,"673_28",0.216819975955124,0.127465669241178,0.306077426032765
"44","CFPA7","2800_31_1","10.5",3309,31,"T90","F","PSTR","A","2800","31","PA_F",11.518,"lipid",0.01722521,"3309_31",0.0757847974395418,-0.0226079229873792,0.174119523706714
"45","CFPA8","2800_28_1","10",3285,28,"T90","F","PSTR","A","2800","28","PA_F",7.292,"lipid",0.035007876,"3285_28",0.218496312074065,0.134993044660897,0.30367673045941
"46","CFPA9","700_28_2","8",673,28,"T90","F","PSTR","A","700","28","PA_F",14.665,"lipid",0.392843387,"673_28",0.216819975955124,0.127465669241178,0.306077426032765
"47","CFPB1","400_28_1","6",447,28,"T90","F","PSTR","B","400","28","PB_F",7.942,"lipid",0.193019577,"447_28",0.255879896350633,0.126118069163757,0.381020230358111
"48","CFPB12","2800_28_1","10",3285,28,"T90","F","PSTR","B","2800","28","PB_F",9.46,"lipid",0.058376966,"3285_28",0.218496312074065,0.134993044660897,0.30367673045941
"49","CFPB2","280_28_1","4",288,28,"T90","F","PSTR","B","280","28","PB_F",10.94,"lipid",0.275427958,"288_28",0.276999332775217,0.194595617227889,0.35671220182384
"50","CFPB3","400_31_1","6.5",405,31,"T90","F","PSTR","B","400","31","PB_F",12.899,"lipid",0.113718165,"405_31",0.11316838171611,-0.018789509609167,0.241767282775385
"51","CFPB5","700_31_1","8.5",701,31,"T90","F","PSTR","B","700","31","PB_F",9.71,"lipid",0.012623666,"701_31",0.0741084613206007,-0.0267159881934057,0.177355842928847
"52","CFPB6","700_28_1","8",673,28,"T90","F","PSTR","B","700","28","PB_F",11.396,"lipid",0.629894565,"673_28",0.216819975955124,0.127465669241178,0.306077426032765
"53","CFPB7","2800_31_1","10.5",3309,31,"T90","F","PSTR","B","2800","31","PB_F",8.536,"lipid",0.072569223,"3309_31",0.0757847974395418,-0.0226079229873792,0.174119523706714
"54","CFPB9","280_31_1","4.5",311,31,"T90","F","PSTR","B","280","31","PB_F",9.076,"lipid",0.01489788,"311_31",0.134287818140694,0.0325370608133808,0.231841216164397
"55","CFPC10","400_28_2","6",447,28,"T90","F","PSTR","C","400","28","PC_F",10.171,"lipid",0.194421476,"447_28",0.255879896350633,0.126118069163757,0.381020230358111
"56","CFPC11","280_28_2","4",288,28,"T90","F","PSTR","C","280","28","PC_F",12.342,"lipid",0.232894216,"288_28",0.276999332775217,0.194595617227889,0.35671220182384
"57","CFPC12","700_31_2","8.5",701,31,"T90","F","PSTR","C","700","31","PC_F",11.884,"lipid",0.019353738,"701_31",0.0741084613206007,-0.0267159881934057,0.177355842928847
"58","CFPC2","280_28_2","4",288,28,"T90","F","PSTR","C","280","28","PC_F",10.872,"lipid",0.142358185,"288_28",0.276999332775217,0.194595617227889,0.35671220182384
"59","CFPC6","700_28_2","8",673,28,"T90","F","PSTR","C","700","28","PC_F",11.821,"lipid",0.06152616,"673_28",0.216819975955124,0.127465669241178,0.306077426032765
"60","CFPC8","2800_28_2","10",3285,28,"T90","F","PSTR","C","2800","28","PC_F",10.075,"lipid",0.137596669,"3285_28",0.218496312074065,0.134993044660897,0.30367673045941
"61","CFPD1","280_31_2","4.5",311,31,"T90","F","PSTR","D","280","31","PD_F",12.425,"lipid",0.069706844,"311_31",0.134287818140694,0.0325370608133808,0.231841216164397
"62","CFPD11","2800_28_2","10",3285,28,"T90","F","PSTR","D","2800","28","PD_F",7.24,"lipid",0.397779198,"3285_28",0.218496312074065,0.134993044660897,0.30367673045941
"63","CFPD2","280_28_2","4",288,28,"T90","F","PSTR","D","280","28","PD_F",11.427,"lipid",0.221084052,"288_28",0.276999332775217,0.194595617227889,0.35671220182384
"64","CFPD5","700_31_2","8.5",701,31,"T90","F","PSTR","D","700","31","PD_F",8.533,"lipid",0.010662833,"701_31",0.0741084613206007,-0.0267159881934057,0.177355842928847
"65","CFPD6","400_28_2","6",447,28,"T90","F","PSTR","D","400","28","PD_F",8.239,"lipid",0.030270381,"447_28",0.255879896350633,0.126118069163757,0.381020230358111
"66","CFPD7","2800_31_2","10.5",3309,31,"T90","F","PSTR","D","2800","31","PD_F",11.931,"lipid",0.096010272,"3309_31",0.0757847974395418,-0.0226079229873792,0.174119523706714
"67","CFPD8","2800_28_2","10",3285,28,"T90","F","PSTR","D","2800","28","PD_F",7.965,"lipid",1.043987613,"3285_28",0.218496312074065,0.134993044660897,0.30367673045941
"68","CFPD9","700_28_2","8",673,28,"T90","F","PSTR","D","700","28","PD_F",7.055,"lipid",0.065683866,"673_28",0.216819975955124,0.127465669241178,0.306077426032765
"69","CFPE10","280_28_1","4",288,28,"T90","F","PSTR","E","280","28","PE_F",11.543,"lipid",0.382735528,"288_28",0.276999332775217,0.194595617227889,0.35671220182384
"70","CFPE12","700_28_2","8",673,28,"T90","F","PSTR","E","700","28","PE_F",13.964,"lipid",0.011040476,"673_28",0.216819975955124,0.127465669241178,0.306077426032765
"71","CFPE14","280_28_2","4",288,28,"T90","F","PSTR","E","280","28","PE_F",8.052,"lipid",0.277998049,"288_28",0.276999332775217,0.194595617227889,0.35671220182384
"72","CFPE2","280_28_3","4",288,28,"T90","F","PSTR","E","280","28","PE_F",10.804,"lipid",0.087067659,"288_28",0.276999332775217,0.194595617227889,0.35671220182384
"73","CFPE42","2800_28_1","10",3285,28,"T90","F","PSTR","E","2800","28","PE_F",9.626,"lipid",0.015049067,"3285_28",0.218496312074065,0.134993044660897,0.30367673045941
"74","CFPE6","700_28_3","8",673,28,"T90","F","PSTR","E","700","28","PE_F",10.186,"lipid",0.139318444,"673_28",0.216819975955124,0.127465669241178,0.306077426032765
"75","CFPE8","2800_28_3","10",3285,28,"T90","F","PSTR","E","2800","28","PE_F",11.411,"lipid",0.135297048,"3285_28",0.218496312074065,0.134993044660897,0.30367673045941
"76","CFPF1","280_31_3","4.5",311,31,"T90","F","PSTR","F","280","31","PF_F",10.667,"lipid",0.101261598,"311_31",0.134287818140694,0.0325370608133808,0.231841216164397
"77","CFPF2","280_28_3","4",288,28,"T90","F","PSTR","F","280","28","PF_F",11.07,"lipid",0.144708576,"288_28",0.276999332775217,0.194595617227889,0.35671220182384
"78","CFPF6","700_28_3","8",673,28,"T90","F","PSTR","F","700","28","PF_F",11.765,"lipid",0.178358814,"673_28",0.216819975955124,0.127465669241178,0.306077426032765
"79","CFPF7","2800_31_3","10.5",3309,31,"T90","F","PSTR","F","2800","31","PF_F",12.335,"lipid",0.080168827,"3309_31",0.0757847974395418,-0.0226079229873792,0.174119523706714
"80","CFPF8","2800_28_3","10",3285,28,"T90","F","PSTR","F","2800","28","PF_F",15.117,"lipid",0.092627801,"3285_28",0.218496312074065,0.134993044660897,0.30367673045941
"81","CFSA1","280_31_1","4.5",311,31,"T90","F","SSID","A","280","31","SA_F",10.283,"lipid",1.191960831,"311_31",0.373074467441402,0.275288052042399,0.476520603120689
"82","CFSA10","2800_28_1","10",3285,28,"T90","F","SSID","A","2800","28","SA_F",6.446,"lipid",0.15873714,"3285_28",0.370680534776196,0.284827075786981,0.459319816291412
"83","CFSA14","280_28_1","4",288,28,"T90","F","SSID","A","280","28","SA_F",4.661,"lipid",0.403725568,"288_28",0.392844342956012,0.296789180726407,0.486592481722484
"84","CFSA2","400_28_1","6",447,28,"T90","F","SSID","A","400","28","SA_F",8.3,"lipid",0.166935082,"447_28",0.405261130565732,0.313615395047079,0.489355629371759
"85","CFSA3","400_31_1","6.5",405,31,"T90","F","SSID","A","400","31","SA_F",10.181,"lipid",0.296366044,"405_31",0.385491255051122,0.296186792905591,0.472840877696813
"86","CFSA5","700_31_1","8.5",701,31,"T90","F","SSID","A","700","31","SA_F",8.918,"lipid",0.166499315,"701_31",0.306826033453596,0.219845096163236,0.393972846132544
"87","CFSA6","700_28_1","8",673,28,"T90","F","SSID","A","700","28","SA_F",9.068,"lipid",0.438758521,"673_28",0.326595908968205,0.238498257056528,0.411222395575533
"88","CFSA7","2800_31_1","10.5",3309,31,"T90","F","SSID","A","2800","31","SA_F",8.812,"lipid",0.131249652,"3309_31",0.350910659261587,0.264083198522838,0.439110043750448
"89","CFSB1","280_31_1","4.5",311,31,"T90","F","SSID","B","280","31","SB_F",12.31,"lipid",0.482782542,"311_31",0.373074467441402,0.275288052042399,0.476520603120689
"90","CFSB10","400_31_1","6.5",405,31,"T90","F","SSID","B","400","31","SB_F",11.296,"lipid",0.481506989,"405_31",0.385491255051122,0.296186792905591,0.472840877696813
"91","CFSB13","400_28_1","6",447,28,"T90","F","SSID","B","400","28","SB_F",12.975,"lipid",0.323750181,"447_28",0.405261130565732,0.313615395047079,0.489355629371759
"92","CFSB2","280_28_1","4",288,28,"T90","F","SSID","B","280","28","SB_F",10.805,"lipid",0.285145162,"288_28",0.392844342956012,0.296789180726407,0.486592481722484
"93","CFSB3","2800_28_1","10",3285,28,"T90","F","SSID","B","2800","28","SB_F",9.702,"lipid",0.197784221,"3285_28",0.370680534776196,0.284827075786981,0.459319816291412
"94","CFSB5","700_31_1","8.5",701,31,"T90","F","SSID","B","700","31","SB_F",11.185,"lipid",0.181478755,"701_31",0.306826033453596,0.219845096163236,0.393972846132544
"95","CFSB5","700_31_1","8.5",701,31,"T90","F","SSID","B","700","31","SB_F",11.185,"lipid",0.181478755,"701_31",0.306826033453596,0.219845096163236,0.393972846132544
"96","CFSB6","700_28_1","8",673,28,"T90","F","SSID","B","700","28","SB_F",12.153,"lipid",0.11862404,"673_28",0.326595908968205,0.238498257056528,0.411222395575533
"97","CFSB6","700_28_1","8",673,28,"T90","F","SSID","B","700","28","SB_F",12.153,"lipid",0.11862404,"673_28",0.326595908968205,0.238498257056528,0.411222395575533
"98","CFSB6","700_28_1","8",673,28,"T90","F","SSID","B","700","28","SB_F",12.153,"lipid",0.11862404,"673_28",0.326595908968205,0.238498257056528,0.411222395575533
"99","CFSB7","2800_31_1","10.5",3309,31,"T90","F","SSID","B","2800","31","SB_F",11.199,"lipid",0.039124817,"3309_31",0.350910659261587,0.264083198522838,0.439110043750448
"100","CFSC14","400_28_2","6",447,28,"T90","F","SSID","C","400","28","SC_F",10.229,"lipid",0.828035019,"447_28",0.405261130565732,0.313615395047079,0.489355629371759
"101","CFSC2","280_28_2","4",288,28,"T90","F","SSID","C","280","28","SC_F",8.893,"lipid",0.363216171,"288_28",0.392844342956012,0.296789180726407,0.486592481722484
"102","CFSC5","700_31_2","8.5",701,31,"T90","F","SSID","C","700","31","SC_F",9.915,"lipid",0.540651476,"701_31",0.306826033453596,0.219845096163236,0.393972846132544
"103","CFSC6","700_28_2","8",673,28,"T90","F","SSID","C","700","28","SC_F",8.956,"lipid",0.484896973,"673_28",0.326595908968205,0.238498257056528,0.411222395575533
"104","CFSC7","2800_31_2","10.5",3309,31,"T90","F","SSID","C","2800","31","SC_F",9.433,"lipid",0.361894209,"3309_31",0.350910659261587,0.264083198522838,0.439110043750448
"105","CFSC9","2800_28_2","10",3285,28,"T90","F","SSID","C","2800","28","SC_F",9.262,"lipid",0.793757978,"3285_28",0.370680534776196,0.284827075786981,0.459319816291412
"106","CFSD1","280_31_2","4.5",311,31,"T90","F","SSID","D","280","31","SD_F",10.682,"lipid",0.155171079,"311_31",0.373074467441402,0.275288052042399,0.476520603120689
"107","CFSD11","280_28_2","4",288,28,"T90","F","SSID","D","280","28","SD_F",10.905,"lipid",0.204405955,"288_28",0.392844342956012,0.296789180726407,0.486592481722484
"108","CFSD3","400_31_2","6.5",405,31,"T90","F","SSID","D","400","31","SD_F",10.206,"lipid",0.138480215,"405_31",0.385491255051122,0.296186792905591,0.472840877696813
"109","CFSD4","280_28_3","4",288,28,"T90","F","SSID","D","280","28","SD_F",11.381,"lipid",0.193745536,"288_28",0.392844342956012,0.296789180726407,0.486592481722484
"110","CFSD5","700_31_2","8.5",701,31,"T90","F","SSID","D","700","31","SD_F",12.59,"lipid",0.131656525,"701_31",0.306826033453596,0.219845096163236,0.393972846132544
"111","CFSD6","700_28_2","8",673,28,"T90","F","SSID","D","700","28","SD_F",9.677,"lipid",0.442370181,"673_28",0.326595908968205,0.238498257056528,0.411222395575533
"112","CFSD7","2800_31_2","10.5",3309,31,"T90","F","SSID","D","2800","31","SD_F",11.137,"lipid",0.255688463,"3309_31",0.350910659261587,0.264083198522838,0.439110043750448
"113","CFSD8","2800_28_2","10",3285,28,"T90","F","SSID","D","2800","28","SD_F",8.568,"lipid",1.228049398,"3285_28",0.370680534776196,0.284827075786981,0.459319816291412
"114","CFSD9","400_28_2","6",447,28,"T90","F","SSID","D","400","28","SD_F",11.455,"lipid",0.280146555,"447_28",0.405261130565732,0.313615395047079,0.489355629371759
"115","CFSE1","280_31_3","4.5",311,31,"T90","F","SSID","E","280","31","SE_F",8.451,"lipid",0.634875654,"311_31",0.373074467441402,0.275288052042399,0.476520603120689
"116","CFSE11","400_28_3","6",447,28,"T90","F","SSID","E","400","28","SE_F",1.88,"lipid",1.195920811,"447_28",0.405261130565732,0.313615395047079,0.489355629371759
"117","CFSE3","400_31_3","6.5",405,31,"T90","F","SSID","E","400","31","SE_F",9.104,"lipid",0.309552966,"405_31",0.385491255051122,0.296186792905591,0.472840877696813
"118","CFSE5","700_31_3","8.5",701,31,"T90","F","SSID","E","700","31","SE_F",9.119,"lipid",0.207869605,"701_31",0.306826033453596,0.219845096163236,0.393972846132544
"119","CFSE6","700_28_3","8",673,28,"T90","F","SSID","E","700","28","SE_F",8.178,"lipid",0.551723309,"673_28",0.326595908968205,0.238498257056528,0.411222395575533
"120","CFSE7","2800_31_3","10.5",3309,31,"T90","F","SSID","E","2800","31","SE_F",8.936,"lipid",0.260763662,"3309_31",0.350910659261587,0.264083198522838,0.439110043750448
"121","CFSE8","2800_28_3","10",3285,28,"T90","F","SSID","E","2800","28","SE_F",6.848,"lipid",0.22765247,"3285_28",0.370680534776196,0.284827075786981,0.459319816291412
"122","CFSF11","400_28_3","6",447,28,"T90","F","SSID","F","400","28","SF_F",10.117,"lipid",0.363136683,"447_28",0.405261130565732,0.313615395047079,0.489355629371759
"123","CFSF16","2800_28_3","10",3285,28,"T90","F","SSID","F","2800","28","SF_F",11.373,"lipid",0.144050305,"3285_28",0.370680534776196,0.284827075786981,0.459319816291412
"124","CFSF2","280_28_3","4",288,28,"T90","F","SSID","F","280","28","SF_F",10.837,"lipid",0.272736172,"288_28",0.392844342956012,0.296789180726407,0.486592481722484
"125","CFSF3","400_31_3","6.5",405,31,"T90","F","SSID","F","400","31","SF_F",7.627,"lipid",1.340891815,"405_31",0.385491255051122,0.296186792905591,0.472840877696813
"126","CFSF5","700_31_3","8.5",701,31,"T90","F","SSID","F","700","31","SF_F",9.508,"lipid",0.447288291,"701_31",0.306826033453596,0.219845096163236,0.393972846132544
"127","CFSF6","700_28_3","8",673,28,"T90","F","SSID","F","700","28","SF_F",10.336,"lipid",1.107838182,"673_28",0.326595908968205,0.238498257056528,0.411222395575533
"128","CFSF7","2800_31_3","10.5",3309,31,"T90","F","SSID","F","2800","31","SF_F",11.597,"lipid",0.521294708,"3309_31",0.350910659261587,0.264083198522838,0.439110043750448
"129","CFTA2","280_28_1","4",288,28,"T90","F","UTEN","A","280","28","TA_F",32.06,"lipid",0.077432767,"288_28",0.147557499519518,0.0335002084013025,0.26342648208357
"130","CFTA6","700_28_1","8",673,28,"T90","F","UTEN","A","700","28","TA_F",17.827,"lipid",0.104229276,"673_28",0.0697271592087947,-0.107335611283086,0.248046065360178
"131","CFTA8","2800_28_1","10",3285,28,"T90","F","UTEN","A","2800","28","TA_F",18.647,"lipid",0.083297082,"3285_28",0.0597153627903791,-0.0932432197665121,0.210221965046264
"132","CFTB2","280_28_1","4",288,28,"T90","F","UTEN","B","280","28","TB_F",23.661,"lipid",0.069175642,"288_28",0.147557499519518,0.0335002084013025,0.26342648208357
"133","CFTD1","400_28_2","6",447,28,"T90","F","UTEN","D","400","28","TD_F",20.389,"lipid",0.030044281,"447_28",0.0926981277234573,-0.0444727345171626,0.22046568313963
"134","CFTD2","280_28_2","4",288,28,"T90","F","UTEN","D","280","28","TD_F",41.524,"lipid",0.034397534,"288_28",0.147557499519518,0.0335002084013025,0.26342648208357
"135","CFTF2","400_28_3","6",447,28,"T90","F","UTEN","F","400","28","TF_F",21.864,"lipid",0.093072976,"447_28",0.0926981277234573,-0.0444727345171626,0.22046568313963
"136","CNAA14","700_28_1","8",673,28,"T90","N","PAST","A","700","28","AA_N",12.178,"lipid",0.166728627,"673_28",0.109817142040083,0.0110692305731567,0.208627916036884
"137","CNAA2","280_28_1","4",288,28,"T90","N","PAST","A","280","28","AA_N",12.034,"lipid",0.137564829,"288_28",0.2087005218669,0.110859807615379,0.306051791983194
"138","CNAA3","400_31_1","6.5",405,31,"T90","N","PAST","A","400","31","AA_N",10.905,"lipid",0.454603859,"405_31",0.220990501066181,0.115679491537983,0.325400355181798
"139","CNAA5","700_31_1","8.5",701,31,"T90","N","PAST","A","700","31","AA_N",10.874,"lipid",0.14703595,"701_31",0.16601574866023,0.0623428011231245,0.269048546034349
"140","CNAA6","400_28_1","6",447,28,"T90","N","PAST","A","400","28","AA_N",8.667,"lipid",0.209017022,"447_28",0.164791894446034,0.0703933018999022,0.258052210301748
"141","CNAA7","2800_31_1","10.5",3309,31,"T90","N","PAST","A","2800","31","AA_N",11.976,"lipid",0.050063495,"3309_31",0.184564170672394,0.0588066825735334,0.305060817205156
"142","CNAA9","2800_28_1","10",3285,28,"T90","N","PAST","A","2800","28","AA_N",10.005,"lipid",0.177817108,"3285_28",0.128365564052247,0.0355656470813712,0.223936823956041
"143","CNAB10","280_28_1","4",288,28,"T90","N","PAST","B","280","28","AB_N",9.038,"lipid",0.266095894,"288_28",0.2087005218669,0.110859807615379,0.306051791983194
"144","CNAB11","400_31_1","6.5",405,31,"T90","N","PAST","B","400","31","AB_N",7.304,"lipid",0.146710404,"405_31",0.220990501066181,0.115679491537983,0.325400355181798
"145","CNAB12","2800_28_1","10",3285,28,"T90","N","PAST","B","2800","28","AB_N",6.944,"lipid",0.342849785,"3285_28",0.128365564052247,0.0355656470813712,0.223936823956041
"146","CNAB13","280_31_1","4.5",311,31,"T90","N","PAST","B","280","31","AB_N",12.161,"lipid",0.466395095,"311_31",0.264899128487047,0.150212524341427,0.380968712186115
"147","CNAB19","400_28_1","6",447,28,"T90","N","PAST","B","400","28","AB_N",6.617,"lipid",0.276608503,"447_28",0.164791894446034,0.0703933018999022,0.258052210301748
"148","CNAC1","280_31_2","4.5",311,31,"T90","N","PAST","C","280","31","AC_N",8.864,"lipid",0.556131229,"311_31",0.264899128487047,0.150212524341427,0.380968712186115
"149","CNAC12","400_28_2","6",447,28,"T90","N","PAST","C","400","28","AC_N",6.932,"lipid",0.129286572,"447_28",0.164791894446034,0.0703933018999022,0.258052210301748
"150","CNAC2","280_28_2","4",288,28,"T90","N","PAST","C","280","28","AC_N",11.649,"lipid",0.094934623,"288_28",0.2087005218669,0.110859807615379,0.306051791983194
"151","CNAC3","400_31_2","6.5",405,31,"T90","N","PAST","C","400","31","AC_N",8.534,"lipid",0.304035381,"405_31",0.220990501066181,0.115679491537983,0.325400355181798
"152","CNAC5","700_31_2","8.5",701,31,"T90","N","PAST","C","700","31","AC_N",9.56,"lipid",0.209647969,"701_31",0.16601574866023,0.0623428011231245,0.269048546034349
"153","CNAC6","700_28_2","8",673,28,"T90","N","PAST","C","700","28","AC_N",10.235,"lipid",0.100269208,"673_28",0.109817142040083,0.0110692305731567,0.208627916036884
"154","CNAC8","2800_28_2","10",3285,28,"T90","N","PAST","C","2800","28","AC_N",10.829,"lipid",0.187066501,"3285_28",0.128365564052247,0.0355656470813712,0.223936823956041
"155","CNAD10","280_28_2","4",288,28,"T90","N","PAST","D","280","28","AD_N",11.882,"lipid",0.053005147,"288_28",0.2087005218669,0.110859807615379,0.306051791983194
"156","CNAD3","400_31_2","6.5",405,31,"T90","N","PAST","D","400","31","AD_N",12.839,"lipid",0.075164294,"405_31",0.220990501066181,0.115679491537983,0.325400355181798
