"","coral","tank","treat","pco2","temp","T0_T90","reef","species","col","fpco2","ftemp","colony","SA","param","value","mean","lowerci","upperci"
"1","CFAA1","280_31_1","311_31",311,31,"T90","F","PAST","A","280","31","AA_F",10.547,"den",5.524414525,5.59770251671314,4.88005067527344,6.28165081422298
"2","CFAA14","400_28_1","447_28",447,28,"T90","F","PAST","A","400","28","AA_F",10.418,"den",7.570308751,6.5852834743326,5.88938554127836,7.23539858541257
"3","CFAA2","280_28_1","288_28",288,28,"T90","F","PAST","A","280","28","AA_F",8.63,"den",2.911506818,6.74474743010519,6.08433152858041,7.39173432575481
"4","CFAA6","700_28_1","673_28",673,28,"T90","F","PAST","A","700","28","AA_F",12.19,"den",1.706253931,5.9243917761617,5.25309574171711,6.56586626103743
"5","CFAA8","2800_28_1","3285_28",3285,28,"T90","F","PAST","A","2800","28","AA_F",11.967,"den",5.384362553,5.76759935235911,5.16467649861012,6.41528250893344
"6","CFAB11","700_28_1","673_28",673,28,"T90","F","PAST","B","700","28","AB_F",10.074,"den",3.959796168,5.9243917761617,5.25309574171711,6.56586626103743
"7","CFAB18","400_28_1","447_28",447,28,"T90","F","PAST","B","400","28","AB_F",9.132,"den",3.133596145,6.5852834743326,5.88938554127836,7.23539858541257
"8","CFAB2","280_28_1","288_28",288,28,"T90","F","PAST","B","280","28","AB_F",10.698,"den",7.07107026,6.74474743010519,6.08433152858041,7.39173432575481
"9","CFAB8","2800_28_1","3285_28",3285,28,"T90","F","PAST","B","2800","28","AB_F",9.958,"den",5.362878661,5.76759935235911,5.16467649861012,6.41528250893344
"10","CFAC1","280_31_2","311_31",311,31,"T90","F","PAST","C","280","31","AC_F",8.561,"den",7.818658942,5.59770251671314,4.88005067527344,6.28165081422298
"11","CFAC12","400_28_2","447_28",447,28,"T90","F","PAST","C","400","28","AC_F",9.083,"den",9.155565342,6.5852834743326,5.88938554127836,7.23539858541257
"12","CFAC2","280_28_2","288_28",288,28,"T90","F","PAST","C","280","28","AC_F",9.69,"den",10.12720581,6.74474743010519,6.08433152858041,7.39173432575481
"13","CFAC3","400_31_2","405_31",405,31,"T90","F","PAST","C","400","31","AC_F",10.757,"den",5.945336226,5.43823856094055,4.71006141862527,6.15523877066082
"14","CFAC5","700_31_2","701_31",701,31,"T90","F","PAST","C","700","31","AC_F",11.743,"den",1.859831389,4.77734686276965,4.10871012425778,5.45899592251057
"15","CFAC6","700_28_2","673_28",673,28,"T90","F","PAST","C","700","28","AC_F",10.222,"den",8.725233157,5.9243917761617,5.25309574171711,6.56586626103743
"16","CFAC8","2800_28_2","3285_28",3285,28,"T90","F","PAST","C","2800","28","AC_F",9.302,"den",7.74199097,5.76759935235911,5.16467649861012,6.41528250893344
"17","CFAD12","400_28_2","447_28",447,28,"T90","F","PAST","D","400","28","AD_F",5.764,"den",5.618783252,6.5852834743326,5.88938554127836,7.23539858541257
"18","CFAD2","280_28_2","288_28",288,28,"T90","F","PAST","D","280","28","AD_F",8.646,"den",4.812398797,6.74474743010519,6.08433152858041,7.39173432575481
"19","CFAD5","700_31_2","701_31",701,31,"T90","F","PAST","D","700","31","AD_F",9.903,"den",2.283506126,4.77734686276965,4.10871012425778,5.45899592251057
"20","CFAD6","700_28_2","673_28",673,28,"T90","F","PAST","D","700","28","AD_F",8.446,"den",5.52949998,5.9243917761617,5.25309574171711,6.56586626103743
"21","CFAD8","2800_28_2","3285_28",3285,28,"T90","F","PAST","D","2800","28","AD_F",9.366,"den",7.286756593,5.76759935235911,5.16467649861012,6.41528250893344
"22","CFAD9","400_28_3","447_28",447,28,"T90","F","PAST","D","400","28","AD_F",6.6,"den",10.73864956,6.5852834743326,5.88938554127836,7.23539858541257
"23","CFAE10","280_31_3","311_31",311,31,"T90","F","PAST","E","280","31","AE_F",8.362,"den",4.195785798,5.59770251671314,4.88005067527344,6.28165081422298
"24","CFAE15","280_28_3","288_28",288,28,"T90","F","PAST","E","280","28","AE_F",8.097,"den",9.521613833,6.74474743010519,6.08433152858041,7.39173432575481
