"","coral","tank","treat","pco2","temp","T0_T90","reef","species","col","fpco2","ftemp","colony","SA","param","value","treat2","mean","lowerci","upperci"
"15","CFAC3","400_31_2","6.5",405,31,"T90","F","PAST","C","400","31","AC_F",10.757,"chla",47.44,"405_31",84.2405201438704,53.805851863879,115.180440441815
"16","CFAC5","700_31_2","8.5",701,31,"T90","F","PAST","C","700","31","AC_F",11.743,"chla",77.802,"701_31",83.4107262965638,54.1607301361294,111.968689652159
"17","CFAC6","700_28_2","8",673,28,"T90","F","PAST","C","700","28","AC_F",10.222,"chla",26.419,"673_28",45.1450874379758,16.8892603594657,74.0857174127417
"18","CFAC8","2800_28_2","10",3285,28,"T90","F","PAST","C","2800","28","AC_F",9.302,"chla",20.737,"3285_28",17.2754644898887,-10.7513098520035,45.8151835520212
"19","CFAD12","400_28_2","6",447,28,"T90","F","PAST","D","400","28","AD_F",5.764,"chla",120.172,"447_28",45.9748812852824,19.3165728384977,71.6764504949992
"20","CFAD2","280_28_2","4",288,28,"T90","F","PAST","D","280","28","AD_F",8.646,"chla",50.097,"288_28",104.165502472166,75.6542057364178,133.035272297679
"21","CFAD5","700_31_2","8.5",701,31,"T90","F","PAST","D","700","31","AD_F",9.903,"chla",153.354,"701_31",83.4107262965638,54.1607301361294,111.968689652159
"22","CFAD6","700_28_2","8",673,28,"T90","F","PAST","D","700","28","AD_F",8.446,"chla",26.367,"673_28",45.1450874379758,16.8892603594657,74.0857174127417
"23","CFAD8","2800_28_2","10",3285,28,"T90","F","PAST","D","2800","28","AD_F",9.366,"chla",21.158,"3285_28",17.2754644898887,-10.7513098520035,45.8151835520212
"24","CFAD9","400_28_3","6",447,28,"T90","F","PAST","D","400","28","AD_F",6.6,"chla",80.502,"447_28",45.9748812852824,19.3165728384977,71.6764504949992
"25","CFAE10","280_31_3","4.5",311,31,"T90","F","PAST","E","280","31","AE_F",8.362,"chla",188.735,"311_31",142.431141330754,109.900793583292,173.039211829734
"26","CFAE15","280_28_3","4",288,28,"T90","F","PAST","E","280","28","AE_F",8.097,"chla",63.892,"288_28",104.165502472166,75.6542057364178,133.035272297679
"27","CFAE8","2800_28_3","10",3285,28,"T90","F","PAST","E","2800","28","AE_F",11.355,"chla",8.417,"3285_28",17.2754644898887,-10.7513098520035,45.8151835520212
"28","CFAF2","280_28_3","4",288,28,"T90","F","PAST","F","280","28","AF_F",10.805,"chla",96.569,"288_28",104.165502472166,75.6542057364178,133.035272297679
"29","CFAF3","400_31_3","6.5",405,31,"T90","F","PAST","F","400","31","AF_F",10.534,"chla",35.792,"405_31",84.2405201438704,53.805851863879,115.180440441815
"30","CFAF5","700_31_3","8.5",701,31,"T90","F","PAST","F","700","31","AF_F",10.342,"chla",96.989,"701_31",83.4107262965638,54.1607301361294,111.968689652159
"31","CFAF6","700_28_3","8",673,28,"T90","F","PAST","F","700","28","AF_F",10.115,"chla",51.663,"673_28",45.1450874379758,16.8892603594657,74.0857174127417
"32","CFAF8","2800_28_3","10",3285,28,"T90","F","PAST","F","2800","28","AF_F",9.643,"chla",9.929,"3285_28",17.2754644898887,-10.7513098520035,45.8151835520212
"33","CFAF9","400_28_3","6",447,28,"T90","F","PAST","F","400","28","AF_F",5.018,"chla",29.005,"447_28",45.9748812852824,19.3165728384977,71.6764504949992
"34","CFPA1","280_31_1","4.5",311,31,"T90","F","PSTR","A","280","31","PA_F",12.372,"chla",29.623,"311_31",110.245856953979,83.0984648890666,136.584782906132
"35","CFPA10","2800_28_2","10",3285,28,"T90","F","PSTR","A","2800","28","PA_F",14.24,"chla",65.144,"3285_28",80.7182252650151,56.9094948652169,105.448984937554
"36","CFPA11","400_31_2","6.5",405,31,"T90","F","PSTR","A","400","31","PA_F",10.967,"chla",5.5,"405_31",47.4690382545539,8.91609462143461,84.0363561115553
"37","CFPA12","280_31_2","4.5",311,31,"T90","F","PSTR","A","280","31","PA_F",18.462,"chla",7.846,"311_31",110.245856953979,83.0984648890666,136.584782906132
"38","CFPA2","280_28_1","4",288,28,"T90","F","PSTR","A","280","28","PA_F",11.998,"chla",166.62,"288_28",193.453648722918,169.719687008377,216.887277628419
"39","CFPA20","700_31_2","8.5",701,31,"T90","F","PSTR","A","700","31","PA_F",10.441,"chla",28.552,"701_31",6.9121197025661,-22.0643268217438,36.1355982319784
"40","CFPA21","280_28_2","4",288,28,"T90","F","PSTR","A","280","28","PA_F",16.909,"chla",330.829,"288_28",193.453648722918,169.719687008377,216.887277628419
"41","CFPA22","2800_31_2","10.5",3309,31,"T90","F","PSTR","A","2800","31","PA_F",9.655,"chla",6.684,"3309_31",-2.48956650392394,-32.0593196516303,24.682865410931
"42","CFPA3","400_31_1","6.5",405,31,"T90","F","PSTR","A","400","31","PA_F",12.671,"chla",4.747,"405_31",47.4690382545539,8.91609462143461,84.0363561115553
"43","CFPA6","700_28_1","8",673,28,"T90","F","PSTR","A","700","28","PA_F",11.948,"chla",78.813,"673_28",90.1199114715051,64.4532248087065,115.379921407128
"44","CFPA7","2800_31_1","10.5",3309,31,"T90","F","PSTR","A","2800","31","PA_F",11.518,"chla",4.141,"3309_31",-2.48956650392394,-32.0593196516303,24.682865410931
"45","CFPA8","2800_28_1","10",3285,28,"T90","F","PSTR","A","2800","28","PA_F",7.292,"chla",38.96,"3285_28",80.7182252650151,56.9094948652169,105.448984937554
"46","CFPA9","700_28_2","8",673,28,"T90","F","PSTR","A","700","28","PA_F",14.665,"chla",124.357,"673_28",90.1199114715051,64.4532248087065,115.379921407128
"47","CFPB1","400_28_1","6",447,28,"T90","F","PSTR","B","400","28","PB_F",7.942,"chla",205.345,"447_28",130.676830023493,93.5152768867923,165.7455079418
"48","CFPB12","2800_28_1","10",3285,28,"T90","F","PSTR","B","2800","28","PB_F",9.46,"chla",60.801,"3285_28",80.7182252650151,56.9094948652169,105.448984937554
"49","CFPB2","280_28_1","4",288,28,"T90","F","PSTR","B","280","28","PB_F",10.94,"chla",192.345,"288_28",193.453648722918,169.719687008377,216.887277628419
"50","CFPB3","400_31_1","6.5",405,31,"T90","F","PSTR","B","400","31","PB_F",12.899,"chla",5.424,"405_31",47.4690382545539,8.91609462143461,84.0363561115553
"51","CFPB5","700_31_1","8.5",701,31,"T90","F","PSTR","B","700","31","PB_F",9.71,"chla",26.187,"701_31",6.9121197025661,-22.0643268217438,36.1355982319784
"52","CFPB6","700_28_1","8",673,28,"T90","F","PSTR","B","700","28","PB_F",11.396,"chla",221.579,"673_28",90.1199114715051,64.4532248087065,115.379921407128
"53","CFPB7","2800_31_1","10.5",3309,31,"T90","F","PSTR","B","2800","31","PB_F",8.536,"chla",23.009,"3309_31",-2.48956650392394,-32.0593196516303,24.682865410931
"54","CFPB9","280_31_1","4.5",311,31,"T90","F","PSTR","B","280","31","PB_F",9.076,"chla",173.892,"311_31",110.245856953979,83.0984648890666,136.584782906132
"55","CFPC10","400_28_2","6",447,28,"T90","F","PSTR","C","400","28","PC_F",10.171,"chla",38.448,"447_28",130.676830023493,93.5152768867923,165.7455079418
"56","CFPC11","280_28_2","4",288,28,"T90","F","PSTR","C","280","28","PC_F",12.342,"chla",207.448,"288_28",193.453648722918,169.719687008377,216.887277628419
"57","CFPC12","700_31_2","8.5",701,31,"T90","F","PSTR","C","700","31","PC_F",11.884,"chla",19.036,"701_31",6.9121197025661,-22.0643268217438,36.1355982319784
"58","CFPC2","280_28_2","4",288,28,"T90","F","PSTR","C","280","28","PC_F",10.872,"chla",159.677,"288_28",193.453648722918,169.719687008377,216.887277628419
"59","CFPC6","700_28_2","8",673,28,"T90","F","PSTR","C","700","28","PC_F",11.821,"chla",19.433,"673_28",90.1199114715051,64.4532248087065,115.379921407128
"60","CFPC8","2800_28_2","10",3285,28,"T90","F","PSTR","C","2800","28","PC_F",10.075,"chla",87.373,"3285_28",80.7182252650151,56.9094948652169,105.448984937554
"61","CFPD1","280_31_2","4.5",311,31,"T90","F","PSTR","D","280","31","PD_F",12.425,"chla",23.711,"311_31",110.245856953979,83.0984648890666,136.584782906132
"62","CFPD11","2800_28_2","10",3285,28,"T90","F","PSTR","D","2800","28","PD_F",7.24,"chla",77.507,"3285_28",80.7182252650151,56.9094948652169,105.448984937554
"63","CFPD2","280_28_2","4",288,28,"T90","F","PSTR","D","280","28","PD_F",11.427,"chla",219.443,"288_28",193.453648722918,169.719687008377,216.887277628419
"64","CFPD5","700_31_2","8.5",701,31,"T90","F","PSTR","D","700","31","PD_F",8.533,"chla",7.645,"701_31",6.9121197025661,-22.0643268217438,36.1355982319784
"65","CFPD6","400_28_2","6",447,28,"T90","F","PSTR","D","400","28","PD_F",8.239,"chla",164.945,"447_28",130.676830023493,93.5152768867923,165.7455079418
"66","CFPD7","2800_31_2","10.5",3309,31,"T90","F","PSTR","D","2800","31","PD_F",11.931,"chla",10.083,"3309_31",-2.48956650392394,-32.0593196516303,24.682865410931
"67","CFPD8","2800_28_2","10",3285,28,"T90","F","PSTR","D","2800","28","PD_F",7.965,"chla",32.806,"3285_28",80.7182252650151,56.9094948652169,105.448984937554
"68","CFPD9","700_28_2","8",673,28,"T90","F","PSTR","D","700","28","PD_F",7.055,"chla",19.637,"673_28",90.1199114715051,64.4532248087065,115.379921407128
"69","CFPE10","280_28_1","4",288,28,"T90","F","PSTR","E","280","28","PE_F",11.543,"chla",22.028,"288_28",193.453648722918,169.719687008377,216.887277628419
"70","CFPE12","700_28_2","8",673,28,"T90","F","PSTR","E","700","28","PE_F",13.964,"chla",14.818,"673_28",90.1199114715051,64.4532248087065,115.379921407128
"71","CFPE14","280_28_2","4",288,28,"T90","F","PSTR","E","280","28","PE_F",8.052,"chla",133.943,"288_28",193.453648722918,169.719687008377,216.887277628419
"72","CFPE2","280_28_3","4",288,28,"T90","F","PSTR","E","280","28","PE_F",10.804,"chla",28.079,"288_28",193.453648722918,169.719687008377,216.887277628419
"73","CFPE40","2800_28_1","10",3285,28,"T90","F","PSTR","E","2800","28","PE_F",9.408,"chla",35.975,"3285_28",80.7182252650151,56.9094948652169,105.448984937554
"74","CFPE42","2800_28_1","10",3285,28,"T90","F","PSTR","E","2800","28","PE_F",9.626,"chla",80.703,"3285_28",80.7182252650151,56.9094948652169,105.448984937554
"75","CFPE6","700_28_3","8",673,28,"T90","F","PSTR","E","700","28","PE_F",10.186,"chla",50.272,"673_28",90.1199114715051,64.4532248087065,115.379921407128
"76","CFPE8","2800_28_3","10",3285,28,"T90","F","PSTR","E","2800","28","PE_F",11.411,"chla",37.497,"3285_28",80.7182252650151,56.9094948652169,105.448984937554
"77","CFPF1","280_31_3","4.5",311,31,"T90","F","PSTR","F","280","31","PF_F",10.667,"chla",65.921,"311_31",110.245856953979,83.0984648890666,136.584782906132
"78","CFPF2","280_28_3","4",288,28,"T90","F","PSTR","F","280","28","PF_F",11.07,"chla",28.832,"288_28",193.453648722918,169.719687008377,216.887277628419
"79","CFPF6","700_28_3","8",673,28,"T90","F","PSTR","F","700","28","PF_F",11.765,"chla",9.643,"673_28",90.1199114715051,64.4532248087065,115.379921407128
"80","CFPF7","2800_31_3","10.5",3309,31,"T90","F","PSTR","F","2800","31","PF_F",12.335,"chla",25.589,"3309_31",-2.48956650392394,-32.0593196516303,24.682865410931
"81","CFPF8","2800_28_3","10",3285,28,"T90","F","PSTR","F","2800","28","PF_F",15.117,"chla",46.865,"3285_28",80.7182252650151,56.9094948652169,105.448984937554
"82","CFSA1","280_31_1","4.5",311,31,"T90","F","SSID","A","280","31","SA_F",10.283,"chla",99.083,"311_31",96.5043789507649,69.3160108329715,123.586552979613
"83","CFSA10","2800_28_1","10",3285,28,"T90","F","SSID","A","2800","28","SA_F",6.446,"chla",53.324,"3285_28",53.4166656022304,29.1843158028695,78.5376492945175
"84","CFSA14","280_28_1","4",288,28,"T90","F","SSID","A","280","28","SA_F",4.661,"chla",80.513,"288_28",121.585290631248,94.279337237176,147.953284622576
"85","CFSA2","400_28_1","6",447,28,"T90","F","SSID","A","400","28","SA_F",8.3,"chla",154.015,"447_28",129.682537540414,104.450162354821,155.149268172312
"86","CFSA3","400_31_1","6.5",405,31,"T90","F","SSID","A","400","31","SA_F",10.181,"chla",55.632,"405_31",104.601625859931,79.0647376329797,129.101508354746
"87","CFSA5","700_31_1","8.5",701,31,"T90","F","SSID","A","700","31","SA_F",8.918,"chla",106.384,"701_31",69.3190409370149,44.2842597231341,93.9204555532597
"88","CFSA6","700_28_1","8",673,28,"T90","F","SSID","A","700","28","SA_F",9.068,"chla",59.175,"673_28",94.3999526174984,69.3732452548582,118.572567677198
"89","CFSA7","2800_31_1","10.5",3309,31,"T90","F","SSID","A","2800","31","SA_F",8.812,"chla",16.317,"3309_31",28.3357539217469,3.3507552313807,53.7554407466469
"90","CFSB1","280_31_1","4.5",311,31,"T90","F","SSID","B","280","31","SB_F",12.31,"chla",137.614,"311_31",96.5043789507649,69.3160108329715,123.586552979613
"91","CFSB10","400_31_1","6.5",405,31,"T90","F","SSID","B","400","31","SB_F",11.296,"chla",95.786,"405_31",104.601625859931,79.0647376329797,129.101508354746
"92","CFSB13","400_28_1","6",447,28,"T90","F","SSID","B","400","28","SB_F",12.975,"chla",148.667,"447_28",129.682537540414,104.450162354821,155.149268172312
"93","CFSB2","280_28_1","4",288,28,"T90","F","SSID","B","280","28","SB_F",10.805,"chla",151.102,"288_28",121.585290631248,94.279337237176,147.953284622576
"94","CFSB3","2800_28_1","10",3285,28,"T90","F","SSID","B","2800","28","SB_F",9.702,"chla",36.873,"3285_28",53.4166656022304,29.1843158028695,78.5376492945175
"95","CFSB5","700_31_1","8.5",701,31,"T90","F","SSID","B","700","31","SB_F",11.185,"chla",101.591,"701_31",69.3190409370149,44.2842597231341,93.9204555532597
"96","CFSB5","700_31_1","8.5",701,31,"T90","F","SSID","B","700","31","SB_F",11.185,"chla",101.591,"701_31",69.3190409370149,44.2842597231341,93.9204555532597
"97","CFSB6","700_28_1","8",673,28,"T90","F","SSID","B","700","28","SB_F",12.153,"chla",62.333,"673_28",94.3999526174984,69.3732452548582,118.572567677198
"98","CFSB6","700_28_1","8",673,28,"T90","F","SSID","B","700","28","SB_F",12.153,"chla",62.333,"673_28",94.3999526174984,69.3732452548582,118.572567677198
"99","CFSB6","700_28_1","8",673,28,"T90","F","SSID","B","700","28","SB_F",12.153,"chla",62.333,"673_28",94.3999526174984,69.3732452548582,118.572567677198
"100","CFSB7","2800_31_1","10.5",3309,31,"T90","F","SSID","B","2800","31","SB_F",11.199,"chla",32.569,"3309_31",28.3357539217469,3.3507552313807,53.7554407466469
"101","CFSC14","400_28_2","6",447,28,"T90","F","SSID","C","400","28","SC_F",10.229,"chla",221.143,"447_28",129.682537540414,104.450162354821,155.149268172312
"102","CFSC2","280_28_2","4",288,28,"T90","F","SSID","C","280","28","SC_F",8.893,"chla",156.962,"288_28",121.585290631248,94.279337237176,147.953284622576
"103","CFSC5","700_31_2","8.5",701,31,"T90","F","SSID","C","700","31","SC_F",9.915,"chla",151.218,"701_31",69.3190409370149,44.2842597231341,93.9204555532597
"104","CFSC6","700_28_2","8",673,28,"T90","F","SSID","C","700","28","SC_F",8.956,"chla",60.892,"673_28",94.3999526174984,69.3732452548582,118.572567677198
"105","CFSC7","2800_31_2","10.5",3309,31,"T90","F","SSID","C","2800","31","SC_F",9.433,"chla",100.383,"3309_31",28.3357539217469,3.3507552313807,53.7554407466469
"106","CFSC9","2800_28_2","10",3285,28,"T90","F","SSID","C","2800","28","SC_F",9.262,"chla",54.717,"3285_28",53.4166656022304,29.1843158028695,78.5376492945175
"107","CFSD1","280_31_2","4.5",311,31,"T90","F","SSID","D","280","31","SD_F",10.682,"chla",29.713,"311_31",96.5043789507649,69.3160108329715,123.586552979613
"108","CFSD11","280_28_2","4",288,28,"T90","F","SSID","D","280","28","SD_F",10.905,"chla",152.771,"288_28",121.585290631248,94.279337237176,147.953284622576
"109","CFSD3","400_31_2","6.5",405,31,"T90","F","SSID","D","400","31","SD_F",10.206,"chla",11.22,"405_31",104.601625859931,79.0647376329797,129.101508354746
"110","CFSD4","280_28_3","4",288,28,"T90","F","SSID","D","280","28","SD_F",11.381,"chla",151.004,"288_28",121.585290631248,94.279337237176,147.953284622576
"111","CFSD5","700_31_2","8.5",701,31,"T90","F","SSID","D","700","31","SD_F",12.59,"chla",16.27,"701_31",69.3190409370149,44.2842597231341,93.9204555532597
"112","CFSD6","700_28_2","8",673,28,"T90","F","SSID","D","700","28","SD_F",9.677,"chla",140.083,"673_28",94.3999526174984,69.3732452548582,118.572567677198
"113","CFSD7","2800_31_2","10.5",3309,31,"T90","F","SSID","D","2800","31","SD_F",11.137,"chla",41.255,"3309_31",28.3357539217469,3.3507552313807,53.7554407466469
"114","CFSD8","2800_28_2","10",3285,28,"T90","F","SSID","D","2800","28","SD_F",8.568,"chla",51.169,"3285_28",53.4166656022304,29.1843158028695,78.5376492945175
"115","CFSD9","400_28_2","6",447,28,"T90","F","SSID","D","400","28","SD_F",11.455,"chla",154.612,"447_28",129.682537540414,104.450162354821,155.149268172312
"116","CFSE1","280_31_3","4.5",311,31,"T90","F","SSID","E","280","31","SE_F",8.451,"chla",72.003,"311_31",96.5043789507649,69.3160108329715,123.586552979613
"117","CFSE11","400_28_3","6",447,28,"T90","F","SSID","E","400","28","SE_F",1.88,"chla",208.94,"447_28",129.682537540414,104.450162354821,155.149268172312
"118","CFSE3","400_31_3","6.5",405,31,"T90","F","SSID","E","400","31","SE_F",9.104,"chla",58.749,"405_31",104.601625859931,79.0647376329797,129.101508354746
"119","CFSE5","700_31_3","8.5",701,31,"T90","F","SSID","E","700","31","SE_F",9.119,"chla",37.308,"701_31",69.3190409370149,44.2842597231341,93.9204555532597
"120","CFSE6","700_28_3","8",673,28,"T90","F","SSID","E","700","28","SE_F",8.178,"chla",48.034,"673_28",94.3999526174984,69.3732452548582,118.572567677198
"121","CFSE7","2800_31_3","10.5",3309,31,"T90","F","SSID","E","2800","31","SE_F",8.936,"chla",13.658,"3309_31",28.3357539217469,3.3507552313807,53.7554407466469
"122","CFSE8","2800_28_3","10",3285,28,"T90","F","SSID","E","2800","28","SE_F",6.848,"chla",7.311,"3285_28",53.4166656022304,29.1843158028695,78.5376492945175
"123","CFSF11","400_28_3","6",447,28,"T90","F","SSID","F","400","28","SF_F",10.117,"chla",171.593,"447_28",129.682537540414,104.450162354821,155.149268172312
"124","CFSF16","2800_28_3","10",3285,28,"T90","F","SSID","F","2800","28","SF_F",11.373,"chla",27.908,"3285_28",53.4166656022304,29.1843158028695,78.5376492945175
"125","CFSF2","280_28_3","4",288,28,"T90","F","SSID","F","280","28","SF_F",10.837,"chla",111.002,"288_28",121.585290631248,94.279337237176,147.953284622576
"126","CFSF3","400_31_3","6.5",405,31,"T90","F","SSID","F","400","31","SF_F",7.627,"chla",252.923,"405_31",104.601625859931,79.0647376329797,129.101508354746
"127","CFSF5","700_31_3","8.5",701,31,"T90","F","SSID","F","700","31","SF_F",9.508,"chla",126.153,"701_31",69.3190409370149,44.2842597231341,93.9204555532597
"128","CFSF6","700_28_3","8",673,28,"T90","F","SSID","F","700","28","SF_F",10.336,"chla",142.688,"673_28",94.3999526174984,69.3732452548582,118.572567677198
"129","CFSF7","2800_31_3","10.5",3309,31,"T90","F","SSID","F","2800","31","SF_F",11.597,"chla",42.792,"3309_31",28.3357539217469,3.3507552313807,53.7554407466469
"130","CFTA2","280_28_1","4",288,28,"T90","F","UTEN","A","280","28","TA_F",32.06,"chla",34.131,"288_28",40.6730844249081,9.19912066792374,72.1282928016834
"131","CFTA6","700_28_1","8",673,28,"T90","F","UTEN","A","700","28","TA_F",17.827,"chla",18.788,"673_28",11.833008525579,-38.1804361467362,62.5233524452836
"132","CFTA8","2800_28_1","10",3285,28,"T90","F","UTEN","A","2800","28","TA_F",18.647,"chla",21.441,"3285_28",25.2752999452282,-18.3979161122184,69.6135916782942
"133","CFTB2","280_28_1","4",288,28,"T90","F","UTEN","B","280","28","TB_F",23.661,"chla",24.087,"288_28",40.6730844249081,9.19912066792374,72.1282928016834
"134","CFTD1","400_28_2","6",447,28,"T90","F","UTEN","D","400","28","TD_F",20.389,"chla",21.415,"447_28",30.9586317423416,-6.86842212210039,67.5106324251154
"135","CFTD2","280_28_2","4",288,28,"T90","F","UTEN","D","280","28","TD_F",41.524,"chla",14.95,"288_28",40.6730844249081,9.19912066792374,72.1282928016834
"136","CFTF2","400_28_3","6",447,28,"T90","F","UTEN","F","400","28","TF_F",21.864,"chla",35.771,"447_28",30.9586317423416,-6.86842212210039,67.5106324251154
"137","CNAA14","700_28_1","8",673,28,"T90","N","PAST","A","700","28","AA_N",12.178,"chla",33.119,"673_28",45.1450874379758,16.8892603594657,74.0857174127417
"138","CNAA2","280_28_1","4",288,28,"T90","N","PAST","A","280","28","AA_N",12.034,"chla",97.196,"288_28",104.165502472166,75.6542057364178,133.035272297679
"139","CNAA3","400_31_1","6.5",405,31,"T90","N","PAST","A","400","31","AA_N",10.905,"chla",32.162,"405_31",84.2405201438704,53.805851863879,115.180440441815
"140","CNAA5","700_31_1","8.5",701,31,"T90","N","PAST","A","700","31","AA_N",10.874,"chla",39.027,"701_31",83.4107262965638,54.1607301361294,111.968689652159
"141","CNAA6","400_28_1","6",447,28,"T90","N","PAST","A","400","28","AA_N",8.667,"chla",43.096,"447_28",45.9748812852824,19.3165728384977,71.6764504949992
"142","CNAA7","2800_31_1","10.5",3309,31,"T90","N","PAST","A","2800","31","AA_N",11.976,"chla",4.993,"3309_31",55.5411033484766,21.7745001094361,88.762530049088
"143","CNAA9","2800_28_1","10",3285,28,"T90","N","PAST","A","2800","28","AA_N",10.005,"chla",15.319,"3285_28",17.2754644898887,-10.7513098520035,45.8151835520212
"144","CNAB10","280_28_1","4",288,28,"T90","N","PAST","B","280","28","AB_N",9.038,"chla",47.73,"288_28",104.165502472166,75.6542057364178,133.035272297679
"145","CNAB11","400_31_1","6.5",405,31,"T90","N","PAST","B","400","31","AB_N",7.304,"chla",60.745,"405_31",84.2405201438704,53.805851863879,115.180440441815
"146","CNAB12","2800_28_1","10",3285,28,"T90","N","PAST","B","2800","28","AB_N",6.944,"chla",56.82,"3285_28",17.2754644898887,-10.7513098520035,45.8151835520212
"147","CNAB13","280_31_1","4.5",311,31,"T90","N","PAST","B","280","31","AB_N",12.161,"chla",253.783,"311_31",142.431141330754,109.900793583292,173.039211829734
"148","CNAB19","400_28_1","6",447,28,"T90","N","PAST","B","400","28","AB_N",6.617,"chla",57.246,"447_28",45.9748812852824,19.3165728384977,71.6764504949992
"149","CNAC1","280_31_2","4.5",311,31,"T90","N","PAST","C","280","31","AC_N",8.864,"chla",164.792,"311_31",142.431141330754,109.900793583292,173.039211829734
"150","CNAC12","400_28_2","6",447,28,"T90","N","PAST","C","400","28","AC_N",6.932,"chla",106,"447_28",45.9748812852824,19.3165728384977,71.6764504949992
"151","CNAC2","280_28_2","4",288,28,"T90","N","PAST","C","280","28","AC_N",11.649,"chla",55.548,"288_28",104.165502472166,75.6542057364178,133.035272297679
"152","CNAC3","400_31_2","6.5",405,31,"T90","N","PAST","C","400","31","AC_N",8.534,"chla",42.739,"405_31",84.2405201438704,53.805851863879,115.180440441815
"153","CNAC5","700_31_2","8.5",701,31,"T90","N","PAST","C","700","31","AC_N",9.56,"chla",94.65,"701_31",83.4107262965638,54.1607301361294,111.968689652159
"154","CNAC6","700_28_2","8",673,28,"T90","N","PAST","C","700","28","AC_N",10.235,"chla",14.221,"673_28",45.1450874379758,16.8892603594657,74.0857174127417
"155","CNAC8","2800_28_2","10",3285,28,"T90","N","PAST","C","2800","28","AC_N",10.829,"chla",27.853,"3285_28",17.2754644898887,-10.7513098520035,45.8151835520212
"156","CNAD10","280_28_2","4",288,28,"T90","N","PAST","D","280","28","AD_N",11.882,"chla",51.358,"288_28",104.165502472166,75.6542057364178,133.035272297679
"157","CNAD3","400_31_2","6.5",405,31,"T90","N","PAST","D","400","31","AD_N",12.839,"chla",27.453,"405_31",84.2405201438704,53.805851863879,115.180440441815
"158","CNAD5","700_31_2","8.5",701,31,"T90","N","PAST","D","700","31","AD_N",12.119,"chla",143.251,"701_31",83.4107262965638,54.1607301361294,111.968689652159
"159","CNAD6","700_28_2","8",673,28,"T90","N","PAST","D","700","28","AD_N",11.062,"chla",26.633,"673_28",45.1450874379758,16.8892603594657,74.0857174127417
"160","CNAD7","2800_31_2","10.5",3309,31,"T90","N","PAST","D","2800","31","AD_N",12.793,"chla",27.416,"3309_31",55.5411033484766,21.7745001094361,88.762530049088
"161","CNAD8","2800_28_2","10",3285,28,"T90","N","PAST","D","2800","28","AD_N",9.482,"chla",32.18,"3285_28",17.2754644898887,-10.7513098520035,45.8151835520212
"162","CNAD9","400_28_2","6",447,28,"T90","N","PAST","D","400","28","AD_N",12.847,"chla",8.845,"447_28",45.9748812852824,19.3165728384977,71.6764504949992
"163","CNAE11","400_28_3","6",447,28,"T90","N","PAST","E","400","28","AE_N",9.245,"chla",65.248,"447_28",45.9748812852824,19.3165728384977,71.6764504949992
"164","CNAE2","280_28_3","4",288,28,"T90","N","PAST","E","280","28","AE_N",8.297,"chla",145.836,"288_28",104.165502472166,75.6542057364178,133.035272297679
