"","coral","tank","treat","pco2","temp","T0_T90","reef","species","col","fpco2","ftemp","colony","SA","offset","param","value","mean","lowerci","upperci"
"23","CFAE10","280_31_3",4,311,31,"T90","F","PAST","E","300","31","AE_F",8.362,1.256,"den",4.195785798,5.91038541152494,3.49811723591401,8.28845554381532
"24","CFAE15","280_28_3",4,288,28,"T90","F","PAST","E","300","28","AE_F",8.097,0.679,"den",9.521613833,7.78857316121194,6.18008297362078,9.36656912449663
"25","CFAE8","2800_28_3",10,3285,28,"T90","F","PAST","E","3300","28","AE_F",11.355,0.484,"den",6.04485674,5.71675999295909,4.08164467437131,7.40293571296465
"26","CFAF2","280_28_3",4,288,28,"T90","F","PAST","F","300","28","AF_F",10.805,1.157,"den",12.23693466,7.78857316121194,6.18008297362078,9.36656912449663
"27","CFAF3","400_31_3",6,405,31,"T90","F","PAST","F","420","31","AF_F",10.534,0.997,"den",14.0512642,9.50006409764508,6.65968159815509,12.4357692903885
"28","CFAF5","700_31_3",8,701,31,"T90","F","PAST","F","680","31","AF_F",10.342,0.822,"den",5.507703217,2.8352229636764,0.430186184285067,5.26931376002877
"29","CFAF6","700_28_3",8,673,28,"T90","F","PAST","F","680","28","AF_F",10.115,0.84,"den",3.964870654,4.77496310403566,2.97721891694322,6.5423908261646
"30","CFAF8","2800_28_3",10,3285,28,"T90","F","PAST","F","3300","28","AF_F",9.643,1.089,"den",2.557571987,5.71675999295909,4.08164467437131,7.40293571296465
"31","CFAF9","400_28_3",6,447,28,"T90","F","PAST","F","420","28","AF_F",5.018,1.893,"den",6.74691112,7.14683282447657,5.45306905595165,8.78306801339041
"32","CFPA1","280_31_1",4,311,31,"T90","F","PSTR","A","300","31","PA_F",12.372,0.647,"den",0.02127731228,-0.0134306422957875,-1.78435593027635,1.87609794502024
"33","CFPA10","2800_28_2",10,3285,28,"T90","F","PSTR","A","3300","28","PA_F",14.24,0.878,"den",0.9143258427,1.21647264301553,-0.10156036481134,2.49964953114591
"34","CFPA11","400_31_2",6,405,31,"T90","F","PSTR","A","420","31","PA_F",10.967,1.14,"den",0.003829554434,-0.0171698291958396,-2.43062716376723,2.37918391398815
"35","CFPA12","280_31_2",4,311,31,"T90","F","PSTR","A","300","31","PA_F",18.462,0.298,"den",0.004044270316,-0.0134306422957875,-1.78435593027635,1.87609794502024
"36","CFPA2","280_28_1",4,288,28,"T90","F","PSTR","A","300","28","PA_F",11.998,0.667,"den",0.1710285048,1.61572582935326,0.34393247009733,2.88196719927543
"37","CFPA20","700_31_2",8,701,31,"T90","F","PSTR","A","680","31","PA_F",10.441,1.58,"den",0.09539316157,0.105097117685911,-2.33570545209948,2.44716691711809
"38","CFPA21","280_28_2",4,288,28,"T90","F","PSTR","A","300","28","PA_F",16.909,1.36,"den",1.646460465,1.61572582935326,0.34393247009733,2.88196719927543
"39","CFPA22","2800_31_2",10,3309,31,"T90","F","PSTR","A","3300","31","PA_F",9.655,0.57,"den",0.08119864669,0.141255953607213,-1.62179893772483,1.87663126880857
"40","CFPA3","400_31_1",6,405,31,"T90","F","PSTR","A","420","31","PA_F",12.671,0.671,"den",0.002262383921,-0.0171698291958396,-2.43062716376723,2.37918391398815
"41","CFPA6","700_28_1",8,673,28,"T90","F","PSTR","A","680","28","PA_F",11.948,1.758,"den",1.656018971,0.943981835748415,-0.464602094675263,2.37631783745758
"42","CFPA7","2800_31_1",10,3309,31,"T90","F","PSTR","A","3300","31","PA_F",11.518,0.478,"den",0.1604445216,0.141255953607213,-1.62179893772483,1.87663126880857
"43","CFPA8","2800_28_1",10,3285,28,"T90","F","PSTR","A","3300","28","PA_F",7.292,0.754,"den",0.8627121123,1.21647264301553,-0.10156036481134,2.49964953114591
"44","CFPA9","700_28_2",8,673,28,"T90","F","PSTR","A","680","28","PA_F",14.665,1.773,"den",0.6699472679,0.943981835748415,-0.464602094675263,2.37631783745758
"45","CFPB1","400_28_1",6,447,28,"T90","F","PSTR","B","420","28","PB_F",7.942,1.007,"den",3.590027701,1.89146092538267,-0.483161422827472,4.30693195271997
"46","CFPB12","2800_28_1",10,3285,28,"T90","F","PSTR","B","3300","28","PB_F",9.46,0.581,"den",1.554897815,1.21647264301553,-0.10156036481134,2.49964953114591
"47","CFPB2","280_28_1",4,288,28,"T90","F","PSTR","B","300","28","PB_F",10.94,1.462,"den",2.872672984,1.61572582935326,0.34393247009733,2.88196719927543
"48","CFPB3","400_31_1",6,405,31,"T90","F","PSTR","B","420","31","PB_F",12.899,0.426,"den",0,-0.0171698291958396,-2.43062716376723,2.37918391398815
"49","CFPB6","700_28_1",8,673,28,"T90","F","PSTR","B","680","28","PB_F",11.396,1.799,"den",2.294685425,0.943981835748415,-0.464602094675263,2.37631783745758
"50","CFPB7","2800_31_1",10,3309,31,"T90","F","PSTR","B","3300","31","PB_F",8.536,0.937,"den",0.1138706654,0.141255953607213,-1.62179893772483,1.87663126880857
"51","CFPB9","280_31_1",4,311,31,"T90","F","PSTR","B","300","31","PB_F",9.076,0.606,"den",0.04319083297,-0.0134306422957875,-1.78435593027635,1.87609794502024
"52","CFPC10","400_28_2",6,447,28,"T90","F","PSTR","C","420","28","PC_F",10.171,1.032,"den",0.02431750401,1.89146092538267,-0.483161422827472,4.30693195271997
"53","CFPC11","280_28_2",4,288,28,"T90","F","PSTR","C","300","28","PC_F",12.342,1.215,"den",1.633923025,1.61572582935326,0.34393247009733,2.88196719927543
"54","CFPC12","700_31_2",8,701,31,"T90","F","PSTR","C","680","31","PC_F",11.884,0.463,"den",0.003141566856,0.105097117685911,-2.33570545209948,2.44716691711809
"55","CFPC2","280_28_2",4,288,28,"T90","F","PSTR","C","300","28","PC_F",10.872,1.472,"den",1.259067358,1.61572582935326,0.34393247009733,2.88196719927543
"56","CFPC6","700_28_2",8,673,28,"T90","F","PSTR","C","680","28","PC_F",11.821,0.888,"den",0.07771260997,0.943981835748415,-0.464602094675263,2.37631783745758
"57","CFPC8","2800_28_2",10,3285,28,"T90","F","PSTR","C","3300","28","PC_F",10.075,0.546,"den",0.4835572024,1.21647264301553,-0.10156036481134,2.49964953114591
"58","CFPD1","280_31_2",4,311,31,"T90","F","PSTR","D","300","31","PD_F",12.425,1.69,"den",0,-0.0134306422957875,-1.78435593027635,1.87609794502024
"59","CFPD11","2800_28_2",10,3285,28,"T90","F","PSTR","D","3300","28","PD_F",7.24,1.105,"den",1.678176796,1.21647264301553,-0.10156036481134,2.49964953114591
"60","CFPD2","280_28_2",4,288,28,"T90","F","PSTR","D","300","28","PD_F",11.427,0.7,"den",4.637499271,1.61572582935326,0.34393247009733,2.88196719927543
"61","CFPD5","700_31_2",8,701,31,"T90","F","PSTR","D","680","31","PD_F",8.533,0.645,"den",0.006563012735,0.105097117685911,-2.33570545209948,2.44716691711809
"62","CFPD6","400_28_2",6,447,28,"T90","F","PSTR","D","420","28","PD_F",8.239,0.789,"den",2.419127761,1.89146092538267,-0.483161422827472,4.30693195271997
"63","CFPD7","2800_31_2",10,3309,31,"T90","F","PSTR","D","3300","31","PD_F",11.931,0.461,"den",0.6727760393,0.141255953607213,-1.62179893772483,1.87663126880857
"64","CFPD8","2800_28_2",10,3285,28,"T90","F","PSTR","D","3300","28","PD_F",7.965,4.143,"den",1.04210262,1.21647264301553,-0.10156036481134,2.49964953114591
"65","CFPD9","700_28_2",8,673,28,"T90","F","PSTR","D","680","28","PD_F",7.055,0.78,"den",0.5768285768,0.943981835748415,-0.464602094675263,2.37631783745758
"66","CFPE10","280_28_1",4,288,28,"T90","F","PSTR","E","300","28","PE_F",11.543,1.083,"den",0.378400231,1.61572582935326,0.34393247009733,2.88196719927543
"67","CFPE12","700_28_2",8,673,28,"T90","F","PSTR","E","680","28","PE_F",13.964,0.394,"den",0.3328559152,0.943981835748415,-0.464602094675263,2.37631783745758
"68","CFPE14","280_28_2",4,288,28,"T90","F","PSTR","E","300","28","PE_F",8.052,0.994,"den",1.384930656,1.61572582935326,0.34393247009733,2.88196719927543
"69","CFPE2","280_28_3",4,288,28,"T90","F","PSTR","E","300","28","PE_F",10.804,0.602,"den",0.7411840928,1.61572582935326,0.34393247009733,2.88196719927543
"70","CFPE40","2800_28_1",10,3285,28,"T90","F","PSTR","E","3300","28","PE_F",9.408,0.585,"den",0.7758211388,1.21647264301553,-0.10156036481134,2.49964953114591
"71","CFPE42","2800_28_1",10,3285,28,"T90","F","PSTR","E","3300","28","PE_F",9.626,0.675,"den",1.302721795,1.21647264301553,-0.10156036481134,2.49964953114591
"72","CFPE6","700_28_3",8,673,28,"T90","F","PSTR","E","680","28","PE_F",10.186,0.785,"den",1.078868999,0.943981835748415,-0.464602094675263,2.37631783745758
"73","CFPE8","2800_28_3",10,3285,28,"T90","F","PSTR","E","3300","28","PE_F",11.411,0.745,"den",1.009902725,1.21647264301553,-0.10156036481134,2.49964953114591
"74","CFPF1","280_31_3",4,311,31,"T90","F","PSTR","F","300","31","PF_F",10.667,0.75,"den",0.2531123444,-0.0134306422957875,-1.78435593027635,1.87609794502024
"75","CFPF2","280_28_3",4,288,28,"T90","F","PSTR","F","300","28","PF_F",11.07,0.497,"den",0.7689481767,1.61572582935326,0.34393247009733,2.88196719927543
"76","CFPF6","700_28_3",8,673,28,"T90","F","PSTR","F","680","28","PF_F",11.765,0.637,"den",0.4930870354,0.943981835748415,-0.464602094675263,2.37631783745758
"77","CFPF7","2800_31_3",10,3309,31,"T90","F","PSTR","F","3300","31","PF_F",12.335,1.5,"den",0.116224396,0.141255953607213,-1.62179893772483,1.87663126880857
"78","CFPF8","2800_28_3",10,3285,28,"T90","F","PSTR","F","3300","28","PF_F",15.117,0.695,"den",2.192410311,1.21647264301553,-0.10156036481134,2.49964953114591
"79","CFSA1","280_31_1",4,311,31,"T90","F","SSID","A","300","31","SA_F",10.283,2.237,"den",3.880705394,2.90548870701895,0.939523890542566,4.87653541851231
"80","CFSA10","2800_28_1",10,3285,28,"T90","F","SSID","A","3300","28","SA_F",6.446,0.853,"den",1.833169571,1.33744286336255,-0.318364298530625,2.97972226062766
"81","CFSA14","280_28_1",4,288,28,"T90","F","SSID","A","300","28","SA_F",4.661,1.18,"den",1.645998713,3.27325730760562,1.57891342193174,4.86173653575898
"82","CFSA2","400_28_1",6,447,28,"T90","F","SSID","A","420","28","SA_F",8.3,0.783,"den",2.284727521,3.58614318530583,2.06901596159231,5.18221278453323
"83","CFSA3","400_31_1",6,405,31,"T90","F","SSID","A","420","31","SA_F",10.181,0.786,"den",2.500753012,2.98770517072256,1.24619484172324,4.77131174618943
"84","CFSA5","700_31_1",8,701,31,"T90","F","SSID","A","680","31","SA_F",8.918,0.617,"den",2.940978582,2.23821205892465,0.705650031803011,3.81502794942559
"85","CFSA6","700_28_1",8,673,28,"T90","F","SSID","A","680","28","SA_F",9.068,0.882,"den",2.83458315,2.80239291594498,1.32977200549928,4.18450615427397
"86","CFSA7","2800_31_1",10,3309,31,"T90","F","SSID","A","3300","31","SA_F",8.812,0.624,"den",0.2621326172,1.47256227056114,-0.11997365187284,3.12521003034784
"87","CFSB1","280_31_1",4,311,31,"T90","F","SSID","B","300","31","SB_F",12.31,0.975,"den",2.719542907,2.90548870701895,0.939523890542566,4.87653541851231
"88","CFSB10","400_31_1",6,405,31,"T90","F","SSID","B","420","31","SB_F",11.296,0.487,"den",2.61268333,2.98770517072256,1.24619484172324,4.77131174618943
"89","CFSB13","400_28_1",6,447,28,"T90","F","SSID","B","420","28","SB_F",12.975,0.655,"den",3.89734104,3.58614318530583,2.06901596159231,5.18221278453323
"90","CFSB2","280_28_1",4,288,28,"T90","F","SSID","B","300","28","SB_F",10.805,0.602,"den",4.084531375,3.27325730760562,1.57891342193174,4.86173653575898
"91","CFSB3","2800_28_1",10,3285,28,"T90","F","SSID","B","3300","28","SB_F",9.702,0.567,"den",0.7927160282,1.33744286336255,-0.318364298530625,2.97972226062766
"92","CFSB5","700_31_1",8,701,31,"T90","F","SSID","B","680","31","SB_F",11.185,0.715,"den",2.867683872,2.23821205892465,0.705650031803011,3.81502794942559
"93","CFSB5","700_31_1",8,701,31,"T90","F","SSID","B","680","31","SB_F",11.185,0.715,"den",2.867683872,2.23821205892465,0.705650031803011,3.81502794942559
"94","CFSB6","700_28_1",8,673,28,"T90","F","SSID","B","680","28","SB_F",12.153,0.453,"den",2.322325837,2.80239291594498,1.32977200549928,4.18450615427397
"95","CFSB6","700_28_1",8,673,28,"T90","F","SSID","B","680","28","SB_F",12.153,0.453,"den",2.322325837,2.80239291594498,1.32977200549928,4.18450615427397
"96","CFSB6","700_28_1",8,673,28,"T90","F","SSID","B","680","28","SB_F",12.153,0.453,"den",2.322325837,2.80239291594498,1.32977200549928,4.18450615427397
"97","CFSB7","2800_31_1",10,3309,31,"T90","F","SSID","B","3300","31","SB_F",11.199,0.491,"den",0.30335139,1.47256227056114,-0.11997365187284,3.12521003034784
"98","CFSC14","400_28_2",6,447,28,"T90","F","SSID","C","420","28","SC_F",10.229,2.542,"den",5.088373306,3.58614318530583,2.06901596159231,5.18221278453323
"99","CFSC2","280_28_2",4,288,28,"T90","F","SSID","C","300","28","SC_F",8.893,0.843,"den",2.082386896,3.27325730760562,1.57891342193174,4.86173653575898
"100","CFSC5","700_31_2",8,701,31,"T90","F","SSID","C","680","31","SC_F",9.915,0.958,"den",1.554009077,2.23821205892465,0.705650031803011,3.81502794942559
"101","CFSC6","700_28_2",8,673,28,"T90","F","SSID","C","680","28","SC_F",8.956,0.949,"den",2.698202389,2.80239291594498,1.32977200549928,4.18450615427397
"102","CFSC7","2800_31_2",10,3309,31,"T90","F","SSID","C","3300","31","SC_F",9.433,1.219,"den",4.775265018,1.47256227056114,-0.11997365187284,3.12521003034784
"103","CFSC9","2800_28_2",10,3285,28,"T90","F","SSID","C","3300","28","SC_F",9.262,1.943,"den",1.591664867,1.33744286336255,-0.318364298530625,2.97972226062766
"104","CFSD1","280_31_2",4,311,31,"T90","F","SSID","D","300","31","SD_F",10.682,0.515,"den",3.313113158,2.90548870701895,0.939523890542566,4.87653541851231
"105","CFSD11","280_28_2",4,288,28,"T90","F","SSID","D","300","28","SD_F",10.905,0.734,"den",3.300513542,3.27325730760562,1.57891342193174,4.86173653575898
"106","CFSD3","400_31_2",6,405,31,"T90","F","SSID","D","420","31","SD_F",10.206,0.539,"den",0.5267489712,2.98770517072256,1.24619484172324,4.77131174618943
"107","CFSD4","280_28_3",4,288,28,"T90","F","SSID","D","300","28","SD_F",11.381,0.483,"den",3.788881729,3.27325730760562,1.57891342193174,4.86173653575898
"108","CFSD5","700_31_2",8,701,31,"T90","F","SSID","D","680","31","SD_F",12.59,0.437,"den",2.265441741,2.23821205892465,0.705650031803011,3.81502794942559
"109","CFSD6","700_28_2",8,673,28,"T90","F","SSID","D","680","28","SD_F",9.677,0.878,"den",3.504581467,2.80239291594498,1.32977200549928,4.18450615427397
"110","CFSD7","2800_31_2",10,3309,31,"T90","F","SSID","D","3300","31","SD_F",11.137,0.494,"den",2.031487579,1.47256227056114,-0.11997365187284,3.12521003034784
"111","CFSD8","2800_28_2",10,3285,28,"T90","F","SSID","D","3300","28","SD_F",8.568,1.459,"den",1.647122904,1.33744286336255,-0.318364298530625,2.97972226062766
"112","CFSD9","400_28_2",6,447,28,"T90","F","SSID","D","420","28","SD_F",11.455,0.786,"den",3.777323517,3.58614318530583,2.06901596159231,5.18221278453323
"113","CFSE1","280_31_3",4,311,31,"T90","F","SSID","E","300","31","SE_F",8.451,0.651,"den",0.8128426616,2.90548870701895,0.939523890542566,4.87653541851231
"114","CFSE11","400_28_3",6,447,28,"T90","F","SSID","E","420","28","SE_F",1.88,3.457,"den",1.685106383,3.58614318530583,2.06901596159231,5.18221278453323
"115","CFSE3","400_31_3",6,405,31,"T90","F","SSID","E","420","31","SE_F",9.104,0.714,"den",2.696836555,2.98770517072256,1.24619484172324,4.77131174618943
"116","CFSE5","700_31_3",8,701,31,"T90","F","SSID","E","680","31","SE_F",9.119,0.713,"den",0.1954233075,2.23821205892465,0.705650031803011,3.81502794942559
"117","CFSE6","700_28_3",8,673,28,"T90","F","SSID","E","680","28","SE_F",8.178,1.039,"den",1.125259854,2.80239291594498,1.32977200549928,4.18450615427397
"118","CFSE7","2800_31_3",10,3309,31,"T90","F","SSID","E","3300","31","SE_F",8.936,1.455,"den",0.04397940913,1.47256227056114,-0.11997365187284,3.12521003034784
"119","CFSE8","2800_28_3",10,3285,28,"T90","F","SSID","E","3300","28","SE_F",6.848,0.803,"den",0.5206639731,1.33744286336255,-0.318364298530625,2.97972226062766
"120","CFSF11","400_28_3",6,447,28,"T90","F","SSID","F","420","28","SF_F",10.117,1.137,"den",4.953083817,3.58614318530583,2.06901596159231,5.18221278453323
"121","CFSF16","2800_28_3",10,3285,28,"T90","F","SSID","F","3300","28","SF_F",11.373,0.484,"den",1.759078519,1.33744286336255,-0.318364298530625,2.97972226062766
"122","CFSF2","280_28_3",4,288,28,"T90","F","SSID","F","300","28","SF_F",10.837,0.508,"den",5.573818898,3.27325730760562,1.57891342193174,4.86173653575898
"123","CFSF3","400_31_3",6,405,31,"T90","F","SSID","F","420","31","SF_F",7.627,3.016,"den",6.266433566,2.98770517072256,1.24619484172324,4.77131174618943
"124","CFSF5","700_31_3",8,701,31,"T90","F","SSID","F","680","31","SF_F",9.508,1.21,"den",2.92399383,2.23821205892465,0.705650031803011,3.81502794942559
"125","CFSF6","700_28_3",8,673,28,"T90","F","SSID","F","680","28","SF_F",10.336,2.806,"den",5.122972232,2.80239291594498,1.32977200549928,4.18450615427397
"126","CFSF7","2800_31_3",10,3309,31,"T90","F","SSID","F","3300","31","SF_F",11.597,0.905,"den",1.542380432,1.47256227056114,-0.11997365187284,3.12521003034784
"127","CNAA14","700_28_1",8,673,28,"T90","N","PAST","A","680","28","AA_N",12.178,1.314,"den",9.913820003,5.09062411157946,3.27912687622079,6.88970530449085
"128","CNAA2","280_28_1",4,288,28,"T90","N","PAST","A","300","28","AA_N",12.034,0.706,"den",2.289236053,5.28934640240259,3.57617163589942,7.06838752512627
"129","CNAA3","400_31_1",6,405,31,"T90","N","PAST","A","420","31","AA_N",10.905,1.651,"den",2.219783579,3.23764738443897,1.24089387272029,5.33008390625582
"130","CNAA5","700_31_1",8,701,31,"T90","N","PAST","A","680","31","AA_N",10.874,0.506,"den",7.417369179,5.34582670465997,3.50177789719797,7.20051007229866
"131","CNAA6","400_28_1",6,447,28,"T90","N","PAST","A","420","28","AA_N",8.667,0.865,"den",1.853159494,5.90651984119476,4.29118650851959,7.5434315255487
"132","CNAA7","2800_31_1",10,3309,31,"T90","N","PAST","A","3300","31","AA_N",11.976,0.459,"den",1.739527375,2.98475612944259,1.05984576794735,5.01903163490261
"133","CNAA9","2800_28_1",10,3285,28,"T90","N","PAST","A","3300","28","AA_N",10.005,2.299,"den",11.36529235,7.32010075359352,5.74945434622492,8.93397521252581
"134","CNAB10","280_28_1",4,288,28,"T90","N","PAST","B","300","28","AB_N",9.038,0.719,"den",5.81279044,5.28934640240259,3.57617163589942,7.06838752512627
"135","CNAB11","400_31_1",6,405,31,"T90","N","PAST","B","420","31","AB_N",7.304,0.89,"den",5.403861074,3.23764738443897,1.24089387272029,5.33008390625582
"136","CNAB12","2800_28_1",10,3285,28,"T90","N","PAST","B","3300","28","AB_N",6.944,1.152,"den",14.60134649,7.32010075359352,5.74945434622492,8.93397521252581
"137","CNAB13","280_31_1",4,311,31,"T90","N","PAST","B","300","31","AB_N",12.161,1.48,"den",15.80353031,9.31401096857107,6.88414216365071,11.7182407872802
"138","CNAB19","400_28_1",6,447,28,"T90","N","PAST","B","420","28","AB_N",6.617,1.436,"den",22.16947103,5.90651984119476,4.29118650851959,7.5434315255487
"139","CNAC1","280_31_2",4,311,31,"T90","N","PAST","C","300","31","AC_N",8.864,1.805,"den",6.043184946,9.31401096857107,6.88414216365071,11.7182407872802
"140","CNAC12","400_28_2",6,447,28,"T90","N","PAST","C","420","28","AC_N",6.932,1.515,"den",4.475498918,5.90651984119476,4.29118650851959,7.5434315255487
"141","CNAC2","280_28_2",4,288,28,"T90","N","PAST","C","300","28","AC_N",11.649,0.472,"den",6.337917418,5.28934640240259,3.57617163589942,7.06838752512627
"142","CNAC3","400_31_2",6,405,31,"T90","N","PAST","C","420","31","AC_N",8.534,0.762,"den",4.016248096,3.23764738443897,1.24089387272029,5.33008390625582
"143","CNAC5","700_31_2",8,701,31,"T90","N","PAST","C","680","31","AC_N",9.56,0.785,"den",11.20125523,5.34582670465997,3.50177789719797,7.20051007229866
"144","CNAC6","700_28_2",8,673,28,"T90","N","PAST","C","680","28","AC_N",10.235,0.782,"den",2.88079729,5.09062411157946,3.27912687622079,6.88970530449085
"145","CNAC8","2800_28_2",10,3285,28,"T90","N","PAST","C","3300","28","AC_N",10.829,0.739,"den",11.98781051,7.32010075359352,5.74945434622492,8.93397521252581
"146","CNAD10","280_28_2",4,288,28,"T90","N","PAST","D","300","28","AD_N",11.882,0.463,"den",8.140320364,5.28934640240259,3.57617163589942,7.06838752512627
"147","CNAD3","400_31_2",6,405,31,"T90","N","PAST","D","420","31","AD_N",12.839,0.506,"den",3.103120619,3.23764738443897,1.24089387272029,5.33008390625582
"148","CNAD5","700_31_2",8,701,31,"T90","N","PAST","D","680","31","AD_N",12.119,0.866,"den",1.501499024,5.34582670465997,3.50177789719797,7.20051007229866
"149","CNAD6","700_28_2",8,673,28,"T90","N","PAST","D","680","28","AD_N",11.062,0.497,"den",1.078318517,5.09062411157946,3.27912687622079,6.88970530449085
"150","CNAD7","2800_31_2",10,3309,31,"T90","N","PAST","D","3300","31","AD_N",12.793,0.43,"den",2.913961124,2.98475612944259,1.05984576794735,5.01903163490261
"151","CNAD8","2800_28_2",10,3285,28,"T90","N","PAST","D","3300","28","AD_N",9.482,0.58,"den",0.8091120017,7.32010075359352,5.74945434622492,8.93397521252581
"152","CNAD9","400_28_2",6,447,28,"T90","N","PAST","D","420","28","AD_N",12.847,0.506,"den",0.6507186965,5.90651984119476,4.29118650851959,7.5434315255487
"153","CNAE11","400_28_3",6,447,28,"T90","N","PAST","E","420","28","AE_N",9.245,1.028,"den",2.453994808,5.90651984119476,4.29118650851959,7.5434315255487
"154","CNAE2","280_28_3",4,288,28,"T90","N","PAST","E","300","28","AE_N",8.297,1.145,"den",4.805650303,5.28934640240259,3.57617163589942,7.06838752512627
"155","CNAE5","700_31_3",8,701,31,"T90","N","PAST","E","680","31","AE_N",9.883,1.062,"den",3.407245008,5.34582670465997,3.50177789719797,7.20051007229866
"156","CNAE6","700_28_3",8,673,28,"T90","N","PAST","E","680","28","AE_N",9.108,0.878,"den",1.959414456,5.09062411157946,3.27912687622079,6.88970530449085
"157","CNAE7","2800_31_3",10,3309,31,"T90","N","PAST","E","3300","31","AE_N",7.256,0.758,"den",2.423262437,2.98475612944259,1.05984576794735,5.01903163490261
"158","CNAE8","2800_28_3",10,3285,28,"T90","N","PAST","E","3300","28","AE_N",7.201,0.764,"den",4.702309864,7.32010075359352,5.74945434622492,8.93397521252581
"159","CNAF1","280_31_3",4,311,31,"T90","N","PAST","F","300","31","AF_N",13.161,1.254,"den",8.017031122,9.31401096857107,6.88414216365071,11.7182407872802
"160","CNAF10","400_28_3",6,447,28,"T90","N","PAST","F","420","28","AF_N",7.282,0.893,"den",4.028885328,5.90651984119476,4.29118650851959,7.5434315255487
"161","CNAF11","2800_28_3",10,3285,28,"T90","N","PAST","F","3300","28","AF_N",13.133,0.8,"den",0.527336413,7.32010075359352,5.74945434622492,8.93397521252581
"162","CNAF5","700_31_3",8,701,31,"T90","N","PAST","F","680","31","AF_N",11.216,1.649,"den",0.7391743692,5.34582670465997,3.50177789719797,7.20051007229866
"163","CNAF6","700_28_3",8,673,28,"T90","N","PAST","F","680","28","AF_N",12.997,0.885,"den",6.973506707,5.09062411157946,3.27912687622079,6.88970530449085
