"","coral","tank","treat","pco2","temp","T0_T90","reef","species","col","fpco2","ftemp","colony","SA","offset","param","value","mean","lowerci","upperci"
"82","CFSA14","280_28_1",4,288,28,"T90","F","SSID","A","300","28","SA_F",4.661,1.18,"lipid",0.403725568,0.41405458001474,0.345237194573603,0.483478103485127
"83","CFSA2","400_28_1",6,447,28,"T90","F","SSID","A","420","28","SA_F",8.3,0.783,"lipid",0.166935082,0.41405458001474,0.345237194573603,0.483478103485127
"84","CFSA3","400_31_1",6,405,31,"T90","F","SSID","A","420","31","SA_F",10.181,0.786,"lipid",0.296366044,0.397450612572292,0.326158925901378,0.466856391517517
"85","CFSA5","700_31_1",8,701,31,"T90","F","SSID","A","680","31","SA_F",8.918,0.617,"lipid",0.166499315,0.397450612572292,0.326158925901378,0.466856391517517
"86","CFSA6","700_28_1",8,673,28,"T90","F","SSID","A","680","28","SA_F",9.068,0.882,"lipid",0.438758521,0.41405458001474,0.345237194573603,0.483478103485127
"87","CFSA7","2800_31_1",10,3309,31,"T90","F","SSID","A","3300","31","SA_F",8.812,0.624,"lipid",0.131249652,0.397450612572292,0.326158925901378,0.466856391517517
"88","CFSB1","280_31_1",4,311,31,"T90","F","SSID","B","300","31","SB_F",12.31,0.975,"lipid",0.482782542,0.397450612572292,0.326158925901378,0.466856391517517
"89","CFSB10","400_31_1",6,405,31,"T90","F","SSID","B","420","31","SB_F",11.296,0.487,"lipid",0.481506989,0.397450612572292,0.326158925901378,0.466856391517517
"90","CFSB13","400_28_1",6,447,28,"T90","F","SSID","B","420","28","SB_F",12.975,0.655,"lipid",0.323750181,0.41405458001474,0.345237194573603,0.483478103485127
"91","CFSB2","280_28_1",4,288,28,"T90","F","SSID","B","300","28","SB_F",10.805,0.602,"lipid",0.285145162,0.41405458001474,0.345237194573603,0.483478103485127
"92","CFSB3","2800_28_1",10,3285,28,"T90","F","SSID","B","3300","28","SB_F",9.702,0.567,"lipid",0.197784221,0.41405458001474,0.345237194573603,0.483478103485127
"93","CFSB5","700_31_1",8,701,31,"T90","F","SSID","B","680","31","SB_F",11.185,0.715,"lipid",0.181478755,0.397450612572292,0.326158925901378,0.466856391517517
"94","CFSB5","700_31_1",8,701,31,"T90","F","SSID","B","680","31","SB_F",11.185,0.715,"lipid",0.181478755,0.397450612572292,0.326158925901378,0.466856391517517
"95","CFSB6","700_28_1",8,673,28,"T90","F","SSID","B","680","28","SB_F",12.153,0.453,"lipid",0.11862404,0.41405458001474,0.345237194573603,0.483478103485127
"96","CFSB6","700_28_1",8,673,28,"T90","F","SSID","B","680","28","SB_F",12.153,0.453,"lipid",0.11862404,0.41405458001474,0.345237194573603,0.483478103485127
"97","CFSB6","700_28_1",8,673,28,"T90","F","SSID","B","680","28","SB_F",12.153,0.453,"lipid",0.11862404,0.41405458001474,0.345237194573603,0.483478103485127
"98","CFSB7","2800_31_1",10,3309,31,"T90","F","SSID","B","3300","31","SB_F",11.199,0.491,"lipid",0.039124817,0.397450612572292,0.326158925901378,0.466856391517517
"99","CFSC14","400_28_2",6,447,28,"T90","F","SSID","C","420","28","SC_F",10.229,2.542,"lipid",0.828035019,0.41405458001474,0.345237194573603,0.483478103485127
"100","CFSC2","280_28_2",4,288,28,"T90","F","SSID","C","300","28","SC_F",8.893,0.843,"lipid",0.363216171,0.41405458001474,0.345237194573603,0.483478103485127
"101","CFSC5","700_31_2",8,701,31,"T90","F","SSID","C","680","31","SC_F",9.915,0.958,"lipid",0.540651476,0.397450612572292,0.326158925901378,0.466856391517517
"102","CFSC6","700_28_2",8,673,28,"T90","F","SSID","C","680","28","SC_F",8.956,0.949,"lipid",0.484896973,0.41405458001474,0.345237194573603,0.483478103485127
"103","CFSC7","2800_31_2",10,3309,31,"T90","F","SSID","C","3300","31","SC_F",9.433,1.219,"lipid",0.361894209,0.397450612572292,0.326158925901378,0.466856391517517
"104","CFSC9","2800_28_2",10,3285,28,"T90","F","SSID","C","3300","28","SC_F",9.262,1.943,"lipid",0.793757978,0.41405458001474,0.345237194573603,0.483478103485127
"105","CFSD1","280_31_2",4,311,31,"T90","F","SSID","D","300","31","SD_F",10.682,0.515,"lipid",0.155171079,0.397450612572292,0.326158925901378,0.466856391517517
"106","CFSD11","280_28_2",4,288,28,"T90","F","SSID","D","300","28","SD_F",10.905,0.734,"lipid",0.204405955,0.41405458001474,0.345237194573603,0.483478103485127
"107","CFSD3","400_31_2",6,405,31,"T90","F","SSID","D","420","31","SD_F",10.206,0.539,"lipid",0.138480215,0.397450612572292,0.326158925901378,0.466856391517517
"108","CFSD4","280_28_3",4,288,28,"T90","F","SSID","D","300","28","SD_F",11.381,0.483,"lipid",0.193745536,0.41405458001474,0.345237194573603,0.483478103485127
"109","CFSD5","700_31_2",8,701,31,"T90","F","SSID","D","680","31","SD_F",12.59,0.437,"lipid",0.131656525,0.397450612572292,0.326158925901378,0.466856391517517
"110","CFSD6","700_28_2",8,673,28,"T90","F","SSID","D","680","28","SD_F",9.677,0.878,"lipid",0.442370181,0.41405458001474,0.345237194573603,0.483478103485127
"111","CFSD7","2800_31_2",10,3309,31,"T90","F","SSID","D","3300","31","SD_F",11.137,0.494,"lipid",0.255688463,0.397450612572292,0.326158925901378,0.466856391517517
"112","CFSD8","2800_28_2",10,3285,28,"T90","F","SSID","D","3300","28","SD_F",8.568,1.459,"lipid",1.228049398,0.41405458001474,0.345237194573603,0.483478103485127
"113","CFSD9","400_28_2",6,447,28,"T90","F","SSID","D","420","28","SD_F",11.455,0.786,"lipid",0.280146555,0.41405458001474,0.345237194573603,0.483478103485127
"114","CFSE1","280_31_3",4,311,31,"T90","F","SSID","E","300","31","SE_F",8.451,0.651,"lipid",0.634875654,0.397450612572292,0.326158925901378,0.466856391517517
"115","CFSE11","400_28_3",6,447,28,"T90","F","SSID","E","420","28","SE_F",1.88,3.457,"lipid",1.195920811,0.41405458001474,0.345237194573603,0.483478103485127
"116","CFSE3","400_31_3",6,405,31,"T90","F","SSID","E","420","31","SE_F",9.104,0.714,"lipid",0.309552966,0.397450612572292,0.326158925901378,0.466856391517517
"117","CFSE5","700_31_3",8,701,31,"T90","F","SSID","E","680","31","SE_F",9.119,0.713,"lipid",0.207869605,0.397450612572292,0.326158925901378,0.466856391517517
"118","CFSE6","700_28_3",8,673,28,"T90","F","SSID","E","680","28","SE_F",8.178,1.039,"lipid",0.551723309,0.41405458001474,0.345237194573603,0.483478103485127
"119","CFSE7","2800_31_3",10,3309,31,"T90","F","SSID","E","3300","31","SE_F",8.936,1.455,"lipid",0.260763662,0.397450612572292,0.326158925901378,0.466856391517517
"120","CFSE8","2800_28_3",10,3285,28,"T90","F","SSID","E","3300","28","SE_F",6.848,0.803,"lipid",0.22765247,0.41405458001474,0.345237194573603,0.483478103485127
"121","CFSF11","400_28_3",6,447,28,"T90","F","SSID","F","420","28","SF_F",10.117,1.137,"lipid",0.363136683,0.41405458001474,0.345237194573603,0.483478103485127
"122","CFSF16","2800_28_3",10,3285,28,"T90","F","SSID","F","3300","28","SF_F",11.373,0.484,"lipid",0.144050305,0.41405458001474,0.345237194573603,0.483478103485127
"123","CFSF2","280_28_3",4,288,28,"T90","F","SSID","F","300","28","SF_F",10.837,0.508,"lipid",0.272736172,0.41405458001474,0.345237194573603,0.483478103485127
"124","CFSF3","400_31_3",6,405,31,"T90","F","SSID","F","420","31","SF_F",7.627,3.016,"lipid",1.340891815,0.397450612572292,0.326158925901378,0.466856391517517
"125","CFSF5","700_31_3",8,701,31,"T90","F","SSID","F","680","31","SF_F",9.508,1.21,"lipid",0.447288291,0.397450612572292,0.326158925901378,0.466856391517517
"126","CFSF6","700_28_3",8,673,28,"T90","F","SSID","F","680","28","SF_F",10.336,2.806,"lipid",1.107838182,0.41405458001474,0.345237194573603,0.483478103485127
"127","CFSF7","2800_31_3",10,3309,31,"T90","F","SSID","F","3300","31","SF_F",11.597,0.905,"lipid",0.521294708,0.397450612572292,0.326158925901378,0.466856391517517
"128","CNAA14","700_28_1",8,673,28,"T90","N","PAST","A","680","28","AA_N",12.178,1.314,"lipid",0.166728627,0.180404050327726,0.104553799376952,0.259057869945158
"129","CNAA2","280_28_1",4,288,28,"T90","N","PAST","A","300","28","AA_N",12.034,0.706,"lipid",0.137564829,0.180404050327726,0.104553799376952,0.259057869945158
"130","CNAA3","400_31_1",6,405,31,"T90","N","PAST","A","420","31","AA_N",10.905,1.651,"lipid",0.454603859,0.223718362336097,0.137610744678347,0.308759572542499
"131","CNAA5","700_31_1",8,701,31,"T90","N","PAST","A","680","31","AA_N",10.874,0.506,"lipid",0.14703595,0.223718362336097,0.137610744678347,0.308759572542499
"132","CNAA6","400_28_1",6,447,28,"T90","N","PAST","A","420","28","AA_N",8.667,0.865,"lipid",0.209017022,0.180404050327726,0.104553799376952,0.259057869945158
"133","CNAA7","2800_31_1",10,3309,31,"T90","N","PAST","A","3300","31","AA_N",11.976,0.459,"lipid",0.050063495,0.223718362336097,0.137610744678347,0.308759572542499
"134","CNAA9","2800_28_1",10,3285,28,"T90","N","PAST","A","3300","28","AA_N",10.005,2.299,"lipid",0.177817108,0.180404050327726,0.104553799376952,0.259057869945158
"135","CNAB10","280_28_1",4,288,28,"T90","N","PAST","B","300","28","AB_N",9.038,0.719,"lipid",0.266095894,0.180404050327726,0.104553799376952,0.259057869945158
"136","CNAB11","400_31_1",6,405,31,"T90","N","PAST","B","420","31","AB_N",7.304,0.89,"lipid",0.146710404,0.223718362336097,0.137610744678347,0.308759572542499
"137","CNAB12","2800_28_1",10,3285,28,"T90","N","PAST","B","3300","28","AB_N",6.944,1.152,"lipid",0.342849785,0.180404050327726,0.104553799376952,0.259057869945158
"138","CNAB13","280_31_1",4,311,31,"T90","N","PAST","B","300","31","AB_N",12.161,1.48,"lipid",0.466395095,0.223718362336097,0.137610744678347,0.308759572542499
"139","CNAB19","400_28_1",6,447,28,"T90","N","PAST","B","420","28","AB_N",6.617,1.436,"lipid",0.276608503,0.180404050327726,0.104553799376952,0.259057869945158
"140","CNAC1","280_31_2",4,311,31,"T90","N","PAST","C","300","31","AC_N",8.864,1.805,"lipid",0.556131229,0.223718362336097,0.137610744678347,0.308759572542499
"141","CNAC12","400_28_2",6,447,28,"T90","N","PAST","C","420","28","AC_N",6.932,1.515,"lipid",0.129286572,0.180404050327726,0.104553799376952,0.259057869945158
"142","CNAC2","280_28_2",4,288,28,"T90","N","PAST","C","300","28","AC_N",11.649,0.472,"lipid",0.094934623,0.180404050327726,0.104553799376952,0.259057869945158
"143","CNAC3","400_31_2",6,405,31,"T90","N","PAST","C","420","31","AC_N",8.534,0.762,"lipid",0.304035381,0.223718362336097,0.137610744678347,0.308759572542499
"144","CNAC5","700_31_2",8,701,31,"T90","N","PAST","C","680","31","AC_N",9.56,0.785,"lipid",0.209647969,0.223718362336097,0.137610744678347,0.308759572542499
"145","CNAC6","700_28_2",8,673,28,"T90","N","PAST","C","680","28","AC_N",10.235,0.782,"lipid",0.100269208,0.180404050327726,0.104553799376952,0.259057869945158
"146","CNAC8","2800_28_2",10,3285,28,"T90","N","PAST","C","3300","28","AC_N",10.829,0.739,"lipid",0.187066501,0.180404050327726,0.104553799376952,0.259057869945158
"147","CNAD10","280_28_2",4,288,28,"T90","N","PAST","D","300","28","AD_N",11.882,0.463,"lipid",0.053005147,0.180404050327726,0.104553799376952,0.259057869945158
"148","CNAD3","400_31_2",6,405,31,"T90","N","PAST","D","420","31","AD_N",12.839,0.506,"lipid",0.075164294,0.223718362336097,0.137610744678347,0.308759572542499
"149","CNAD5","700_31_2",8,701,31,"T90","N","PAST","D","680","31","AD_N",12.119,0.866,"lipid",0.135928012,0.223718362336097,0.137610744678347,0.308759572542499
"150","CNAD6","700_28_2",8,673,28,"T90","N","PAST","D","680","28","AD_N",11.062,0.497,"lipid",0.051111536,0.180404050327726,0.104553799376952,0.259057869945158
"151","CNAD7","2800_31_2",10,3309,31,"T90","N","PAST","D","3300","31","AD_N",12.793,0.43,"lipid",0.091840473,0.223718362336097,0.137610744678347,0.308759572542499
"152","CNAD8","2800_28_2",10,3285,28,"T90","N","PAST","D","3300","28","AD_N",9.482,0.58,"lipid",0.149582628,0.180404050327726,0.104553799376952,0.259057869945158
"153","CNAD9","400_28_2",6,447,28,"T90","N","PAST","D","420","28","AD_N",12.847,0.506,"lipid",0.042117422,0.180404050327726,0.104553799376952,0.259057869945158
"154","CNAE11","400_28_3",6,447,28,"T90","N","PAST","E","420","28","AE_N",9.245,1.028,"lipid",0.280117813,0.180404050327726,0.104553799376952,0.259057869945158
"155","CNAE2","280_28_3",4,288,28,"T90","N","PAST","E","300","28","AE_N",8.297,1.145,"lipid",0.261546814,0.180404050327726,0.104553799376952,0.259057869945158
"156","CNAE5","700_31_3",8,701,31,"T90","N","PAST","E","680","31","AE_N",9.883,1.062,"lipid",0.200636059,0.223718362336097,0.137610744678347,0.308759572542499
"157","CNAE6","700_28_3",8,673,28,"T90","N","PAST","E","680","28","AE_N",9.108,0.878,"lipid",0.063102467,0.180404050327726,0.104553799376952,0.259057869945158
"158","CNAE7","2800_31_3",10,3309,31,"T90","N","PAST","E","3300","31","AE_N",7.256,0.758,"lipid",0.110939853,0.223718362336097,0.137610744678347,0.308759572542499
"159","CNAE8","2800_28_3",10,3285,28,"T90","N","PAST","E","3300","28","AE_N",7.201,0.764,"lipid",0.161610104,0.180404050327726,0.104553799376952,0.259057869945158
"160","CNAF1","280_31_3",4,311,31,"T90","N","PAST","F","300","31","AF_N",13.161,1.254,"lipid",0.330631771,0.223718362336097,0.137610744678347,0.308759572542499
