"","coral","tank","treat","pco2","temp","T0_T90","reef","species","col","fpco2","ftemp","colony","SA","offset","param","value","mean","lowerci","upperci"
"165","CNPA1","400_28_1",6,447,28,"T90","N","PSTR","A","420","28","PA_N",9.378,1.706,"host",0.866034253,1.6076200733177,1.01325931015574,2.23589539097208
"166","CNPA13","700_28_1",8,673,28,"T90","N","PSTR","A","680","28","PA_N",10.623,1.883,"host",1.086286927,1.11075026330377,0.66298824206474,1.52679395323541
"167","CNPA2","280_28_1",4,288,28,"T90","N","PSTR","A","300","28","PA_N",10.66,1.595,"host",2.405198408,1.95528418899823,1.56535331572172,2.3490869500948
"168","CNPA6","2800_28_1",10,3285,28,"T90","N","PSTR","A","3300","28","PA_N",13.452,0.483,"host",1.057893645,1.33600431642455,0.929587458887581,1.72063628457686
"169","CNPB1","400_28_1",6,447,28,"T90","N","PSTR","B","420","28","PB_N",11.973,1.211,"host",2.049916902,1.6076200733177,1.01325931015574,2.23589539097208
"170","CNPB2","280_28_1",4,288,28,"T90","N","PSTR","B","300","28","PB_N",13.278,2.523,"host",1.56550356,1.95528418899823,1.56535331572172,2.3490869500948
"171","CNPB20","280_31_1",4,311,31,"T90","N","PSTR","B","300","31","PB_N",2.963,2.7,"host",1.650616245,1.27769566136469,0.864812336092478,1.68486625876521
"172","CNPB6","700_28_1",8,673,28,"T90","N","PSTR","B","680","28","PB_N",11.874,0.884,"host",1.234672036,1.11075026330377,0.66298824206474,1.52679395323541
"173","CNPB7","2800_31_1",10,3309,31,"T90","N","PSTR","B","3300","31","PB_N",11.55,0.476,"host",0.665180465,0.658415788791013,0.22623284331366,1.10237647517203
"174","CNPB8","2800_28_1",10,3285,28,"T90","N","PSTR","B","3300","28","PB_N",10.855,1.152,"host",1.794563117,1.33600431642455,0.929587458887581,1.72063628457686
"175","CNPC6","700_28_2",8,673,28,"T90","N","PSTR","C","680","28","PC_N",9.106,0.604,"host",0.455977999,1.11075026330377,0.66298824206474,1.52679395323541
"176","CNPC8","2800_28_2",10,3285,28,"T90","N","PSTR","C","3300","28","PC_N",8.709,0.632,"host",0.27868489,1.33600431642455,0.929587458887581,1.72063628457686
"177","CNPD1","280_31_2",4,311,31,"T90","N","PSTR","D","300","31","PD_N",11.375,0.703,"host",1.352792814,1.27769566136469,0.864812336092478,1.68486625876521
"178","CNPD2","280_28_2",4,288,28,"T90","N","PSTR","D","300","28","PD_N",9.539,0.577,"host",1.942548428,1.95528418899823,1.56535331572172,2.3490869500948
"179","CNPD2","280_28_2",4,288,28,"T90","N","PSTR","D","300","28","PD_N",9.539,0.577,"host",0.80056066,1.95528418899823,1.56535331572172,2.3490869500948
"180","CNPD3","400_31_2",6,405,31,"T90","N","PSTR","D","420","31","PD_N",10.293,1.409,"host",1.739055655,0.93003154568416,0.290336169345014,1.55017218454092
"181","CNPD5","700_31_2",8,701,31,"T90","N","PSTR","D","680","31","PD_N",9.488,0.58,"host",0.71083533,0.433161735670236,-0.064776042063585,0.895647700432595
"182","CNPD6","700_28_2",8,673,28,"T90","N","PSTR","D","680","28","PD_N",9.298,0.592,"host",0.53274747,1.11075026330377,0.66298824206474,1.52679395323541
"183","CNPD7","2800_31_2",10,3309,31,"T90","N","PSTR","D","3300","31","PD_N",9.259,0.594,"host",0.953441269,0.658415788791013,0.22623284331366,1.10237647517203
"184","CNPD8","2800_28_2",10,3285,28,"T90","N","PSTR","D","3300","28","PD_N",10.323,0.533,"host",1.46059942,1.33600431642455,0.929587458887581,1.72063628457686
"185","CNPE1","280_31_3",4,311,31,"T90","N","PSTR","E","300","31","PE_N",9.047,1.161,"host",0.899054339,1.27769566136469,0.864812336092478,1.68486625876521
"186","CNPE12","2800_31_3",10,3309,31,"T90","N","PSTR","E","3300","31","PE_N",10.657,0.751,"host",0.875845134,0.658415788791013,0.22623284331366,1.10237647517203
"187","CNPE2","280_28_3",4,288,28,"T90","N","PSTR","E","300","28","PE_N",9.957,1.356,"host",3.651086895,1.95528418899823,1.56535331572172,2.3490869500948
"188","CNPE3","400_31_3",6,405,31,"T90","N","PSTR","E","420","31","PE_N",9.791,0.562,"host",0.442943263,0.93003154568416,0.290336169345014,1.55017218454092
"189","CNPE5","700_31_3",8,701,31,"T90","N","PSTR","E","680","31","PE_N",9.326,0.59,"host",0.342902664,0.433161735670236,-0.064776042063585,0.895647700432595
"190","CNPE6","700_28_3",8,673,28,"T90","N","PSTR","E","680","28","PE_N",9.914,0.656,"host",1.346048668,1.11075026330377,0.66298824206474,1.52679395323541
"191","CNPE8","2800_28_3",10,3285,28,"T90","N","PSTR","E","3300","28","PE_N",9.476,0.844,"host",1.392465545,1.33600431642455,0.929587458887581,1.72063628457686
"192","CNPF1","280_31_3",4,311,31,"T90","N","PSTR","F","300","31","PF_N",10.141,0.542,"host",0.562012878,1.27769566136469,0.864812336092478,1.68486625876521
"193","CNPF2","280_28_3",4,288,28,"T90","N","PSTR","F","300","28","PF_N",12.097,1.323,"host",2.075852341,1.95528418899823,1.56535331572172,2.3490869500948
"194","CNPF6","700_28_3",8,673,28,"T90","N","PSTR","F","680","28","PF_N",9.59,1.199,"host",1.814414781,1.11075026330377,0.66298824206474,1.52679395323541
"195","CNPF8","2800_28_3",10,3285,28,"T90","N","PSTR","F","3300","28","PF_N",13.066,1.11,"host",1.504849254,1.33600431642455,0.929587458887581,1.72063628457686
"196","CNSA1","280_31_1",4,311,31,"T90","N","SSID","A","300","31","SA_N",9.448,1.111,"host",1.994193401,1.61997765538357,1.22298287531737,2.02141786162752
"197","CNSA17","400_28_1",6,447,28,"T90","N","SSID","A","420","28","SA_N",6.707,0.82,"host",1.505457177,1.71734445428918,1.35091964436115,2.07707183903615
"198","CNSA18","2800_31_1",10,3309,31,"T90","N","SSID","A","3300","31","SA_N",8.888,0.619,"host",1.132330226,1.70535563307011,1.35852219854742,2.07656512142313
"199","CNSA5","700_31_1",8,701,31,"T90","N","SSID","A","680","31","SA_N",8.813,0.624,"host",1.529168095,1.44466700874214,1.02803293301346,1.84371867166129
"200","CNSA6","700_28_1",8,673,28,"T90","N","SSID","A","680","28","SA_N",7.59,0.725,"host",1.494879266,1.83871480038548,1.43701894627674,2.23274654830355
"201","CNSA7","2800_28_1",10,3285,28,"T90","N","SSID","A","3300","28","SA_N",7.103,0.774,"host",1.168978662,2.09940342471345,1.726134147408,2.471546898964
"202","CNSB1","280_31_1",4,311,31,"T90","N","SSID","B","300","31","SB_N",11.196,1.652,"host",1.650530758,1.61997765538357,1.22298287531737,2.02141786162752
"203","CNSB16","400_31_3",6,405,31,"T90","N","SSID","B","420","31","SB_N",11.49,1.131,"host",1.19045626,1.32329666264584,0.968930103225222,1.68212630998258
"204","CNSB2","280_28_1",4,288,28,"T90","N","SSID","B","300","28","SB_N",10.862,1.105,"host",2.992253921,2.01402544702691,1.62125191067378,2.41457784203393
"205","CNSB20","2800_31_1",10,3309,31,"T90","N","SSID","B","3300","31","SB_N",6.394,1.017,"host",1.793483436,1.70535563307011,1.35852219854742,2.07656512142313
"206","CNSB3","400_31_1",6,405,31,"T90","N","SSID","B","420","31","SB_N",11.577,0.475,"host",0.839952903,1.32329666264584,0.968930103225222,1.68212630998258
"207","CNSB5","700_31_1",8,701,31,"T90","N","SSID","B","680","31","SB_N",11.107,0.495,"host",1.237473963,1.44466700874214,1.02803293301346,1.84371867166129
"208","CNSB6","700_28_1",8,673,28,"T90","N","SSID","B","680","28","SB_N",10.674,0.515,"host",1.378726143,1.83871480038548,1.43701894627674,2.23274654830355
"209","CNSB7","400_28_1",6,447,28,"T90","N","SSID","B","420","28","SB_N",12.183,0.451,"host",1.701561455,1.71734445428918,1.35091964436115,2.07707183903615
"210","CNSB7","400_28_1",6,447,28,"T90","N","SSID","B","420","28","SB_N",12.183,0.451,"host",1.701561455,1.71734445428918,1.35091964436115,2.07707183903615
"211","CNSB8","2800_28_1",10,3285,28,"T90","N","SSID","B","3300","28","SB_N",9.859,0.811,"host",2.599310408,2.09940342471345,1.726134147408,2.471546898964
"212","CNSC3","400_31_2",6,405,31,"T90","N","SSID","C","420","31","SC_N",7.851,0.701,"host",0.818446277,1.32329666264584,0.968930103225222,1.68212630998258
"213","CNSC5","700_31_2",8,701,31,"T90","N","SSID","C","680","31","SC_N",9.474,3.483,"host",2.124558382,1.44466700874214,1.02803293301346,1.84371867166129
"214","CNSC6","700_28_2",8,673,28,"T90","N","SSID","C","680","28","SC_N",10.399,0.529,"host",2.377088484,1.83871480038548,1.43701894627674,2.23274654830355
"215","CNSC7","2800_31_2",10,3309,31,"T90","N","SSID","C","3300","31","SC_N",9.315,0.59,"host",1.117087369,1.70535563307011,1.35852219854742,2.07656512142313
"216","CNSC8","2800_28_2",10,3285,28,"T90","N","SSID","C","3300","28","SC_N",8.767,1.084,"host",1.808128465,2.09940342471345,1.726134147408,2.471546898964
"217","CNSD1","280_31_2",4,311,31,"T90","N","SSID","D","300","31","SD_N",9.161,1.474,"host",1.14453833,1.61997765538357,1.22298287531737,2.02141786162752
"218","CNSD1","280_31_2",4,311,31,"T90","N","SSID","D","300","31","SD_N",9.161,1.474,"host",1.14453833,1.61997765538357,1.22298287531737,2.02141786162752
"219","CNSD2","280_28_2",4,288,28,"T90","N","SSID","D","300","28","SD_N",8.986,0.612,"host",1.546678556,2.01402544702691,1.62125191067378,2.41457784203393
"220","CNSD3","400_31_2",6,405,31,"T90","N","SSID","D","420","31","SD_N",9.112,1.756,"host",2.352911633,1.32329666264584,0.968930103225222,1.68212630998258
"221","CNSD5","700_31_2",8,701,31,"T90","N","SSID","D","680","31","SD_N",10.957,0.502,"host",1.496408971,1.44466700874214,1.02803293301346,1.84371867166129
"222","CNSD6","700_28_2",8,673,28,"T90","N","SSID","D","680","28","SD_N",8.568,0.934,"host",2.219814062,1.83871480038548,1.43701894627674,2.23274654830355
"223","CNSD7","2800_31_2",10,3309,31,"T90","N","SSID","D","3300","31","SD_N",8.368,1.135,"host",2.541497276,1.70535563307011,1.35852219854742,2.07656512142313
"224","CNSD8","2800_28_2",10,3285,28,"T90","N","SSID","D","3300","28","SD_N",8.356,0.957,"host",2.865089604,2.09940342471345,1.726134147408,2.471546898964
"225","CNSD9","400_28_2",6,447,28,"T90","N","SSID","D","420","28","SD_N",8.1,1.296,"host",2.049499045,1.71734445428918,1.35091964436115,2.07707183903615
"226","CNSE11","280_28_3",4,288,28,"T90","N","SSID","E","300","28","SE_N",10.4,0.529,"host",1.471623585,2.01402544702691,1.62125191067378,2.41457784203393
"227","CNSE11","280_28_3",4,288,28,"T90","N","SSID","E","300","28","SE_N",10.4,0.529,"host",1.471623585,2.01402544702691,1.62125191067378,2.41457784203393
"228","CNSE20","400_31_3",6,405,31,"T90","N","SSID","E","420","31","SE_N",11.112,0.495,"host",1.59899315,1.32329666264584,0.968930103225222,1.68212630998258
"229","CNSE21","400_31_3",6,405,31,"T90","N","SSID","E","420","31","SE_N",9.522,0.84,"host",1.355303444,1.32329666264584,0.968930103225222,1.68212630998258
"230","CNSE21","400_31_3",6,405,31,"T90","N","SSID","E","420","31","SE_N",9.522,0.84,"host",1.355303444,1.32329666264584,0.968930103225222,1.68212630998258
"231","CNSE22","400_28_3",6,447,28,"T90","N","SSID","E","420","28","SE_N",8.415,0.654,"host",1.385531689,1.71734445428918,1.35091964436115,2.07707183903615
"232","CNSE23","2800_28_3",10,3285,28,"T90","N","SSID","E","3300","28","SE_N",10.929,2.562,"host",2.973772961,2.09940342471345,1.726134147408,2.471546898964
"233","CNSE5","700_31_3",8,701,31,"T90","N","SSID","E","680","31","SE_N",10.615,0.754,"host",1.119842347,1.44466700874214,1.02803293301346,1.84371867166129
"234","CNSE7","2800_31_3",10,3309,31,"T90","N","SSID","E","3300","31","SE_N",12.69,0.512,"host",1.005010222,1.70535563307011,1.35852219854742,2.07656512142313
"235","CNSF13","700_28_3",8,673,28,"T90","N","SSID","F","680","28","SF_N",8.722,0.745,"host",1.499007358,1.83871480038548,1.43701894627674,2.23274654830355
"236","CNSF15","2800_31_3",10,3309,31,"T90","N","SSID","F","3300","31","SF_N",10.255,0.536,"host",1.652568423,1.70535563307011,1.35852219854742,2.07656512142313
"237","CNSF20","400_28_3",6,447,28,"T90","N","SSID","F","420","28","SF_N",6.942,0.792,"host",1.715385283,1.71734445428918,1.35091964436115,2.07707183903615
"238","CNSF23","280_28_3",4,288,28,"T90","N","SSID","F","300","28","SF_N",7.566,1.057,"host",3.269006971,2.01402544702691,1.62125191067378,2.41457784203393
"239","CNSF24","280_31_3",4,311,31,"T90","N","SSID","F","300","31","SF_N",11.243,0.756,"host",1.56191986,1.61997765538357,1.22298287531737,2.02141786162752
"240","CNSF25","2800_28_3",10,3285,28,"T90","N","SSID","F","3300","28","SF_N",9.462,0.581,"host",2.098028163,2.09940342471345,1.726134147408,2.471546898964
