"","coral","tank","treat","pco2","temp","T0_T90","reef","species","col","fpco2","ftemp","colony","SA","offset","param","value","mean","lowerci","upperci"
"72","CFPE40","2800_28_1",10,3285,28,"T90","F","PSTR","E","3300","28","PE_F",9.408,0.585,"pro",0.252,0.426196977400807,0.364274056690471,0.486117973105193
"73","CFPE42","2800_28_1",10,3285,28,"T90","F","PSTR","E","3300","28","PE_F",9.626,0.675,"pro",0.41,0.426196977400807,0.364274056690471,0.486117973105193
"74","CFPE6","700_28_3",8,673,28,"T90","F","PSTR","E","680","28","PE_F",10.186,0.785,"pro",0.282,0.452399904418771,0.38929160245805,0.51417037087431
"75","CFPE8","2800_28_3",10,3285,28,"T90","F","PSTR","E","3300","28","PE_F",11.411,0.745,"pro",0.222,0.426196977400807,0.364274056690471,0.486117973105193
"76","CFPF1","280_31_3",4,311,31,"T90","F","PSTR","F","300","31","PF_F",10.667,0.75,"pro",0.24,0.271652825554783,0.190791826542767,0.34533653595815
"77","CFPF2","280_28_3",4,288,28,"T90","F","PSTR","F","300","28","PF_F",11.07,0.497,"pro",0.275,0.530851923423383,0.46817994024661,0.592774504935419
"78","CFPF6","700_28_3",8,673,28,"T90","F","PSTR","F","680","28","PF_F",11.765,0.637,"pro",0.139,0.452399904418771,0.38929160245805,0.51417037087431
"79","CFPF7","2800_31_3",10,3309,31,"T90","F","PSTR","F","3300","31","PF_F",12.335,1.5,"pro",0.071,0.166997879532207,0.0874626695841825,0.242886220639044
"80","CFPF8","2800_28_3",10,3285,28,"T90","F","PSTR","F","3300","28","PF_F",15.117,0.695,"pro",0.491,0.426196977400807,0.364274056690471,0.486117973105193
"81","CFSA1","280_31_1",4,311,31,"T90","F","SSID","A","300","31","SA_F",10.283,2.237,"pro",0.392,0.482964627774715,0.413896638015446,0.552822218192747
"82","CFSA10","2800_28_1",10,3285,28,"T90","F","SSID","A","3300","28","SA_F",6.446,0.853,"pro",0.491,0.432770653540276,0.366450256857362,0.49829929805809
"83","CFSA14","280_28_1",4,288,28,"T90","F","SSID","A","300","28","SA_F",4.661,1.18,"pro",0.617,0.537425599562851,0.47026336365377,0.600643983064782
"84","CFSA2","400_28_1",6,447,28,"T90","F","SSID","A","420","28","SA_F",8.3,0.783,"pro",0.235,0.499930391733546,0.434604368581976,0.566032128570175
"85","CFSA3","400_31_1",6,405,31,"T90","F","SSID","A","420","31","SA_F",10.181,0.786,"pro",0.51,0.445469419945409,0.379844002506698,0.513254511974106
"86","CFSA5","700_31_1",8,701,31,"T90","F","SSID","A","680","31","SA_F",8.918,0.617,"pro",0.542,0.404512608770103,0.339760860636369,0.470497119011258
"87","CFSA6","700_28_1",8,673,28,"T90","F","SSID","A","680","28","SA_F",9.068,0.882,"pro",0.655,0.45897358055824,0.389529710636431,0.525756172019399
"88","CFSA7","2800_31_1",10,3309,31,"T90","F","SSID","A","3300","31","SA_F",8.812,0.624,"pro",0.208,0.378309681752139,0.314467352346665,0.443506584423495
"89","CFSB1","280_31_1",4,311,31,"T90","F","SSID","B","300","31","SB_F",12.31,0.975,"pro",0.607,0.482964627774715,0.413896638015446,0.552822218192747
"90","CFSB10","400_31_1",6,405,31,"T90","F","SSID","B","420","31","SB_F",11.296,0.487,"pro",0.336,0.445469419945409,0.379844002506698,0.513254511974106
"91","CFSB13","400_28_1",6,447,28,"T90","F","SSID","B","420","28","SB_F",12.975,0.655,"pro",0.493,0.499930391733546,0.434604368581976,0.566032128570175
"92","CFSB2","280_28_1",4,288,28,"T90","F","SSID","B","300","28","SB_F",10.805,0.602,"pro",0.435,0.537425599562851,0.47026336365377,0.600643983064782
"93","CFSB3","2800_28_1",10,3285,28,"T90","F","SSID","B","3300","28","SB_F",9.702,0.567,"pro",0.245,0.432770653540276,0.366450256857362,0.49829929805809
"94","CFSB5","700_31_1",8,701,31,"T90","F","SSID","B","680","31","SB_F",11.185,0.715,"pro",0.62,0.404512608770103,0.339760860636369,0.470497119011258
"95","CFSB5","700_31_1",8,701,31,"T90","F","SSID","B","680","31","SB_F",11.185,0.715,"pro",0.62,0.404512608770103,0.339760860636369,0.470497119011258
"96","CFSB6","700_28_1",8,673,28,"T90","F","SSID","B","680","28","SB_F",12.153,0.453,"pro",0.309,0.45897358055824,0.389529710636431,0.525756172019399
"97","CFSB6","700_28_1",8,673,28,"T90","F","SSID","B","680","28","SB_F",12.153,0.453,"pro",0.309,0.45897358055824,0.389529710636431,0.525756172019399
"98","CFSB6","700_28_1",8,673,28,"T90","F","SSID","B","680","28","SB_F",12.153,0.453,"pro",0.309,0.45897358055824,0.389529710636431,0.525756172019399
"99","CFSB7","2800_31_1",10,3309,31,"T90","F","SSID","B","3300","31","SB_F",11.199,0.491,"pro",0.208,0.378309681752139,0.314467352346665,0.443506584423495
"100","CFSC14","400_28_2",6,447,28,"T90","F","SSID","C","420","28","SC_F",10.229,2.542,"pro",1.181,0.499930391733546,0.434604368581976,0.566032128570175
"101","CFSC2","280_28_2",4,288,28,"T90","F","SSID","C","300","28","SC_F",8.893,0.843,"pro",0.413,0.537425599562851,0.47026336365377,0.600643983064782
"102","CFSC5","700_31_2",8,701,31,"T90","F","SSID","C","680","31","SC_F",9.915,0.958,"pro",0.673,0.404512608770103,0.339760860636369,0.470497119011258
"103","CFSC6","700_28_2",8,673,28,"T90","F","SSID","C","680","28","SC_F",8.956,0.949,"pro",0.558,0.45897358055824,0.389529710636431,0.525756172019399
"104","CFSC7","2800_31_2",10,3309,31,"T90","F","SSID","C","3300","31","SC_F",9.433,1.219,"pro",0.777,0.378309681752139,0.314467352346665,0.443506584423495
"105","CFSC9","2800_28_2",10,3285,28,"T90","F","SSID","C","3300","28","SC_F",9.262,1.943,"pro",0.474,0.432770653540276,0.366450256857362,0.49829929805809
"106","CFSD1","280_31_2",4,311,31,"T90","F","SSID","D","300","31","SD_F",10.682,0.515,"pro",0.476,0.482964627774715,0.413896638015446,0.552822218192747
"107","CFSD11","280_28_2",4,288,28,"T90","F","SSID","D","300","28","SD_F",10.905,0.734,"pro",0.544,0.537425599562851,0.47026336365377,0.600643983064782
"108","CFSD3","400_31_2",6,405,31,"T90","F","SSID","D","420","31","SD_F",10.206,0.539,"pro",0.016,0.445469419945409,0.379844002506698,0.513254511974106
"109","CFSD4","280_28_3",4,288,28,"T90","F","SSID","D","300","28","SD_F",11.381,0.483,"pro",0.37,0.537425599562851,0.47026336365377,0.600643983064782
"110","CFSD5","700_31_2",8,701,31,"T90","F","SSID","D","680","31","SD_F",12.59,0.437,"pro",0.367,0.404512608770103,0.339760860636369,0.470497119011258
"111","CFSD6","700_28_2",8,673,28,"T90","F","SSID","D","680","28","SD_F",9.677,0.878,"pro",0.537,0.45897358055824,0.389529710636431,0.525756172019399
"112","CFSD7","2800_31_2",10,3309,31,"T90","F","SSID","D","3300","31","SD_F",11.137,0.494,"pro",0.464,0.378309681752139,0.314467352346665,0.443506584423495
"113","CFSD8","2800_28_2",10,3285,28,"T90","F","SSID","D","3300","28","SD_F",8.568,1.459,"pro",0.479,0.432770653540276,0.366450256857362,0.49829929805809
"114","CFSD9","400_28_2",6,447,28,"T90","F","SSID","D","420","28","SD_F",11.455,0.786,"pro",0.507,0.499930391733546,0.434604368581976,0.566032128570175
"115","CFSE1","280_31_3",4,311,31,"T90","F","SSID","E","300","31","SE_F",8.451,0.651,"pro",0.335,0.482964627774715,0.413896638015446,0.552822218192747
"116","CFSE11","400_28_3",6,447,28,"T90","F","SSID","E","420","28","SE_F",1.88,3.457,"pro",0.133,0.499930391733546,0.434604368581976,0.566032128570175
"117","CFSE3","400_31_3",6,405,31,"T90","F","SSID","E","420","31","SE_F",9.104,0.714,"pro",0.368,0.445469419945409,0.379844002506698,0.513254511974106
"118","CFSE5","700_31_3",8,701,31,"T90","F","SSID","E","680","31","SE_F",9.119,0.713,"pro",0.252,0.404512608770103,0.339760860636369,0.470497119011258
"119","CFSE6","700_28_3",8,673,28,"T90","F","SSID","E","680","28","SE_F",8.178,1.039,"pro",0.554,0.45897358055824,0.389529710636431,0.525756172019399
"120","CFSE7","2800_31_3",10,3309,31,"T90","F","SSID","E","3300","31","SE_F",8.936,1.455,"pro",0.256,0.378309681752139,0.314467352346665,0.443506584423495
"121","CFSE8","2800_28_3",10,3285,28,"T90","F","SSID","E","3300","28","SE_F",6.848,0.803,"pro",0.189,0.432770653540276,0.366450256857362,0.49829929805809
"122","CFSF11","400_28_3",6,447,28,"T90","F","SSID","F","420","28","SF_F",10.117,1.137,"pro",0.752,0.499930391733546,0.434604368581976,0.566032128570175
"123","CFSF16","2800_28_3",10,3285,28,"T90","F","SSID","F","3300","28","SF_F",11.373,0.484,"pro",0.304,0.432770653540276,0.366450256857362,0.49829929805809
"124","CFSF2","280_28_3",4,288,28,"T90","F","SSID","F","300","28","SF_F",10.837,0.508,"pro",0.531,0.537425599562851,0.47026336365377,0.600643983064782
"125","CFSF3","400_31_3",6,405,31,"T90","F","SSID","F","420","31","SF_F",7.627,3.016,"pro",1.178,0.445469419945409,0.379844002506698,0.513254511974106
"126","CFSF5","700_31_3",8,701,31,"T90","F","SSID","F","680","31","SF_F",9.508,1.21,"pro",0.492,0.404512608770103,0.339760860636369,0.470497119011258
"127","CFSF6","700_28_3",8,673,28,"T90","F","SSID","F","680","28","SF_F",10.336,2.806,"pro",0.135,0.45897358055824,0.389529710636431,0.525756172019399
"128","CFSF7","2800_31_3",10,3309,31,"T90","F","SSID","F","3300","31","SF_F",11.597,0.905,"pro",0.589,0.378309681752139,0.314467352346665,0.443506584423495
"129","CNAA14","700_28_1",8,673,28,"T90","N","PAST","A","680","28","AA_N",12.178,1.314,"pro",0.216,0.155005527114619,0.0853886590966993,0.222577319886722
"130","CNAA2","280_28_1",4,288,28,"T90","N","PAST","A","300","28","AA_N",12.034,0.706,"pro",0.227,0.233457546119231,0.166115110841122,0.301674068053778
"131","CNAA3","400_31_1",6,405,31,"T90","N","PAST","A","420","31","AA_N",10.905,1.651,"pro",0.182,0.150532491666612,0.070437911755087,0.234502961244007
"132","CNAA5","700_31_1",8,701,31,"T90","N","PAST","A","680","31","AA_N",10.874,0.506,"pro",0.192,0.109575680491305,0.0293827900259781,0.189268711856269
"133","CNAA6","400_28_1",6,447,28,"T90","N","PAST","A","420","28","AA_N",8.667,0.865,"pro",0.215,0.195962338289926,0.12866385429524,0.259741789431913
"134","CNAA7","2800_31_1",10,3309,31,"T90","N","PAST","A","3300","31","AA_N",11.976,0.459,"pro",0.011,0.0833727534733415,0.00187596559951615,0.168208620454125
"135","CNAA9","2800_28_1",10,3285,28,"T90","N","PAST","A","3300","28","AA_N",10.005,2.299,"pro",0.082,0.128802600096655,0.0616914908873095,0.195675289440983
"136","CNAB10","280_28_1",4,288,28,"T90","N","PAST","B","300","28","AB_N",9.038,0.719,"pro",0.077,0.233457546119231,0.166115110841122,0.301674068053778
"137","CNAB11","400_31_1",6,405,31,"T90","N","PAST","B","420","31","AB_N",7.304,0.89,"pro",0.048,0.150532491666612,0.070437911755087,0.234502961244007
"138","CNAB12","2800_28_1",10,3285,28,"T90","N","PAST","B","3300","28","AB_N",6.944,1.152,"pro",0.036,0.128802600096655,0.0616914908873095,0.195675289440983
"139","CNAB13","280_31_1",4,311,31,"T90","N","PAST","B","300","31","AB_N",12.161,1.48,"pro",0.291,0.188027699495917,0.103469850347829,0.270881841508775
"140","CNAB19","400_28_1",6,447,28,"T90","N","PAST","B","420","28","AB_N",6.617,1.436,"pro",0.125,0.195962338289926,0.12866385429524,0.259741789431913
"141","CNAC1","280_31_2",4,311,31,"T90","N","PAST","C","300","31","AC_N",8.864,1.805,"pro",0.31,0.188027699495917,0.103469850347829,0.270881841508775
"142","CNAC12","400_28_2",6,447,28,"T90","N","PAST","C","420","28","AC_N",6.932,1.515,"pro",0.589,0.195962338289926,0.12866385429524,0.259741789431913
"143","CNAC2","280_28_2",4,288,28,"T90","N","PAST","C","300","28","AC_N",11.649,0.472,"pro",0.275,0.233457546119231,0.166115110841122,0.301674068053778
"144","CNAC3","400_31_2",6,405,31,"T90","N","PAST","C","420","31","AC_N",8.534,0.762,"pro",0.404,0.150532491666612,0.070437911755087,0.234502961244007
"145","CNAC5","700_31_2",8,701,31,"T90","N","PAST","C","680","31","AC_N",9.56,0.785,"pro",0.122,0.109575680491305,0.0293827900259781,0.189268711856269
"146","CNAC6","700_28_2",8,673,28,"T90","N","PAST","C","680","28","AC_N",10.235,0.782,"pro",0.098,0.155005527114619,0.0853886590966993,0.222577319886722
"147","CNAC8","2800_28_2",10,3285,28,"T90","N","PAST","C","3300","28","AC_N",10.829,0.739,"pro",0.087,0.128802600096655,0.0616914908873095,0.195675289440983
"148","CNAD10","280_28_2",4,288,28,"T90","N","PAST","D","300","28","AD_N",11.882,0.463,"pro",0.109,0.233457546119231,0.166115110841122,0.301674068053778
"149","CNAD3","400_31_2",6,405,31,"T90","N","PAST","D","420","31","AD_N",12.839,0.506,"pro",0.09,0.150532491666612,0.070437911755087,0.234502961244007
"150","CNAD5","700_31_2",8,701,31,"T90","N","PAST","D","680","31","AD_N",12.119,0.866,"pro",0.059,0.109575680491305,0.0293827900259781,0.189268711856269
"151","CNAD6","700_28_2",8,673,28,"T90","N","PAST","D","680","28","AD_N",11.062,0.497,"pro",0.068,0.155005527114619,0.0853886590966993,0.222577319886722
"152","CNAD7","2800_31_2",10,3309,31,"T90","N","PAST","D","3300","31","AD_N",12.793,0.43,"pro",0.068,0.0833727534733415,0.00187596559951615,0.168208620454125
"153","CNAD8","2800_28_2",10,3285,28,"T90","N","PAST","D","3300","28","AD_N",9.482,0.58,"pro",0.075,0.128802600096655,0.0616914908873095,0.195675289440983
"154","CNAD9","400_28_2",6,447,28,"T90","N","PAST","D","420","28","AD_N",12.847,0.506,"pro",0.109,0.195962338289926,0.12866385429524,0.259741789431913
"155","CNAE11","400_28_3",6,447,28,"T90","N","PAST","E","420","28","AE_N",9.245,1.028,"pro",0.349,0.195962338289926,0.12866385429524,0.259741789431913
"156","CNAE2","280_28_3",4,288,28,"T90","N","PAST","E","300","28","AE_N",8.297,1.145,"pro",0.271,0.233457546119231,0.166115110841122,0.301674068053778
"157","CNAE5","700_31_3",8,701,31,"T90","N","PAST","E","680","31","AE_N",9.883,1.062,"pro",0.093,0.109575680491305,0.0293827900259781,0.189268711856269
"158","CNAE6","700_28_3",8,673,28,"T90","N","PAST","E","680","28","AE_N",9.108,0.878,"pro",0.336,0.155005527114619,0.0853886590966993,0.222577319886722
"159","CNAE7","2800_31_3",10,3309,31,"T90","N","PAST","E","3300","31","AE_N",7.256,0.758,"pro",0.017,0.0833727534733415,0.00187596559951615,0.168208620454125
"160","CNAE8","2800_28_3",10,3285,28,"T90","N","PAST","E","3300","28","AE_N",7.201,0.764,"pro",0.054,0.128802600096655,0.0616914908873095,0.195675289440983
"161","CNAF1","280_31_3",4,311,31,"T90","N","PAST","F","300","31","AF_N",13.161,1.254,"pro",0.284,0.188027699495917,0.103469850347829,0.270881841508775
"162","CNAF10","400_28_3",6,447,28,"T90","N","PAST","F","420","28","AF_N",7.282,0.893,"pro",0.343,0.195962338289926,0.12866385429524,0.259741789431913
"163","CNAF11","2800_28_3",10,3285,28,"T90","N","PAST","F","3300","28","AF_N",13.133,0.8,"pro",0.152,0.128802600096655,0.0616914908873095,0.195675289440983
"164","CNAF5","700_31_3",8,701,31,"T90","N","PAST","F","680","31","AF_N",11.216,1.649,"pro",0.104,0.109575680491305,0.0293827900259781,0.189268711856269
